h2s,tz=0,v=1.6
1696124160,2.000e-01,NaN,1
1696124220,4.440e-01,NaN,1
1696124280,4.850e-01,NaN,1
1696124340,5.220e-01,NaN,1
1696124400,5.120e-01,NaN,1
1696124460,4.670e-01,NaN,1
1696124520,NaN,NaN,1
1696124580,NaN,NaN,2
1696124640,NaN,NaN,2
1696124700,NaN,NaN,2
1696124760,NaN,4.360e-01,2
1696124820,NaN,4.640e-01,2
1696124880,NaN,4.460e-01,2
1696124940,NaN,2.000e-01,2
1696125000,NaN,2.000e-01,2
1696125060,NaN,2.000e-01,2
1696125120,NaN,NaN,2
1696125180,NaN,NaN,1
1696125240,NaN,NaN,1
1696125300,NaN,NaN,1
1696125360,4.540e-01,NaN,1
1696125420,4.880e-01,NaN,1
1696125480,5.330e-01,NaN,1
1696125540,5.790e-01,NaN,1
1696125600,5.960e-01,NaN,1
1696125660,6.240e-01,NaN,1
1696125720,NaN,NaN,1
1696125780,NaN,NaN,2
1696125840,NaN,NaN,2
1696125900,NaN,NaN,2
1696125960,NaN,2.000e-01,2
1696126020,NaN,2.000e-01,2
1696126080,NaN,2.000e-01,2
1696126140,NaN,2.000e-01,2
1696126200,NaN,4.100e-01,2
1696126260,NaN,4.760e-01,2
1696126320,NaN,NaN,2
1696126380,NaN,NaN,1
1696126440,NaN,NaN,1
1696126500,NaN,NaN,1
1696126560,6.360e-01,NaN,1
1696126620,6.410e-01,NaN,1
1696126680,7.030e-01,NaN,1
1696126740,7.260e-01,NaN,1
1696126800,7.560e-01,NaN,1
1696126860,8.010e-01,NaN,1
1696126920,NaN,NaN,1
1696126980,NaN,NaN,2
1696127040,NaN,NaN,2
1696127100,NaN,NaN,2
1696127160,NaN,5.410e-01,2
1696127220,NaN,5.340e-01,2
1696127280,NaN,5.050e-01,2
1696127340,NaN,4.990e-01,2
1696127400,NaN,5.070e-01,2
1696127460,NaN,5.300e-01,2
1696127520,NaN,NaN,2
1696127580,NaN,NaN,1
1696127640,NaN,NaN,1
1696127700,NaN,NaN,1
1696127760,7.860e-01,NaN,1
1696127820,8.200e-01,NaN,1
1696127880,8.000e-01,NaN,1
1696127940,7.820e-01,NaN,1
1696128000,8.150e-01,NaN,1
1696128060,8.140e-01,NaN,1
1696128120,NaN,NaN,1
1696128180,NaN,NaN,2
1696128240,NaN,NaN,2
1696128300,NaN,NaN,2
1696128360,NaN,5.600e-01,2
1696128420,NaN,5.870e-01,2
1696128480,NaN,6.020e-01,2
1696128540,NaN,5.840e-01,2
1696128600,NaN,5.860e-01,2
1696128660,NaN,5.910e-01,2
1696128720,NaN,NaN,2
1696128780,NaN,NaN,1
1696128840,NaN,NaN,1
1696128900,NaN,NaN,1
1696128960,8.730e-01,NaN,1
1696129020,8.530e-01,NaN,1
1696129080,8.450e-01,NaN,1
1696129140,8.250e-01,NaN,1
1696129200,8.360e-01,NaN,1
1696129260,8.420e-01,NaN,1
1696129320,NaN,NaN,1
1696129380,NaN,NaN,2
1696129440,NaN,NaN,2
1696129500,NaN,NaN,2
1696129560,NaN,5.400e-01,2
1696129620,NaN,5.440e-01,2
1696129680,NaN,5.330e-01,2
1696129740,NaN,5.300e-01,2
1696129800,NaN,5.170e-01,2
1696129860,NaN,5.270e-01,2
1696129920,NaN,NaN,2
1696129980,NaN,NaN,1
1696130040,NaN,NaN,1
1696130100,NaN,NaN,1
1696130160,7.720e-01,NaN,1
1696130220,6.820e-01,NaN,1
1696130280,5.810e-01,NaN,1
1696130340,4.510e-01,NaN,1
1696130400,2.000e-01,NaN,1
1696130460,2.000e-01,NaN,1
1696130520,NaN,NaN,1
1696130580,NaN,NaN,2
1696130640,NaN,NaN,2
1696130700,NaN,NaN,2
1696130760,NaN,5.230e-01,2
1696130820,NaN,4.890e-01,2
1696130880,NaN,4.670e-01,2
1696130940,NaN,4.220e-01,2
1696131000,NaN,2.000e-01,2
1696131060,NaN,2.000e-01,2
1696131120,NaN,NaN,2
1696131180,NaN,NaN,1
1696131240,NaN,NaN,1
1696131300,NaN,NaN,1
1696131360,2.000e-01,NaN,1
1696131420,2.000e-01,NaN,1
1696131480,4.150e-01,NaN,1
1696131540,4.050e-01,NaN,1
1696131600,2.000e-01,NaN,1
1696131660,2.000e-01,NaN,1
1696131720,NaN,NaN,1
1696131780,NaN,NaN,2
1696131840,NaN,NaN,2
1696131900,NaN,NaN,2
1696131960,NaN,2.000e-01,2
1696132020,NaN,2.000e-01,2
1696132080,NaN,2.000e-01,2
1696132140,NaN,2.000e-01,2
1696132200,NaN,2.000e-01,2
1696132260,NaN,2.000e-01,2
1696132320,NaN,NaN,2
1696132380,NaN,NaN,1
1696132440,NaN,NaN,1
1696132500,NaN,NaN,1
1696132560,NaN,NaN,1
1696132620,2.000e-01,NaN,1
1696132680,2.000e-01,NaN,1
1696132740,2.000e-01,NaN,1
1696132800,2.000e-01,NaN,1
1696132860,4.260e-01,NaN,1
1696132920,NaN,NaN,1
1696132980,NaN,NaN,2
1696133040,NaN,NaN,2
1696133100,NaN,NaN,2
1696133160,NaN,2.000e-01,2
1696133220,NaN,2.000e-01,2
1696133280,NaN,2.000e-01,2
1696133340,NaN,2.000e-01,2
1696133400,NaN,2.000e-01,2
1696133460,NaN,2.000e-01,2
1696133520,NaN,NaN,2
1696133580,NaN,NaN,1
1696133640,NaN,NaN,1
1696133700,NaN,NaN,1
1696133760,4.430e-01,NaN,1
1696133820,4.940e-01,NaN,1
1696133880,5.490e-01,NaN,1
1696133940,5.940e-01,NaN,1
1696134000,6.450e-01,NaN,1
1696134060,6.270e-01,NaN,1
1696134120,NaN,NaN,1
1696134180,NaN,NaN,2
1696134240,NaN,NaN,2
1696134300,NaN,NaN,2
1696134360,NaN,2.000e-01,2
1696134420,NaN,2.000e-01,2
1696134480,NaN,2.000e-01,2
1696134540,NaN,2.000e-01,2
1696134600,NaN,2.000e-01,2
1696134660,NaN,2.000e-01,2
1696134720,NaN,NaN,2
1696134780,NaN,NaN,1
1696134840,NaN,NaN,1
1696134900,NaN,NaN,1
1696134960,6.320e-01,NaN,1
1696135020,6.420e-01,NaN,1
1696135080,6.340e-01,NaN,1
1696135140,6.680e-01,NaN,1
1696135200,6.560e-01,NaN,1
1696135260,6.000e-01,NaN,1
1696135320,NaN,NaN,1
1696135380,NaN,NaN,2
1696135440,NaN,NaN,2
1696135500,NaN,NaN,2
1696135560,NaN,2.000e-01,2
1696135620,NaN,2.000e-01,2
1696135680,NaN,2.000e-01,2
1696135740,NaN,2.000e-01,2
1696135800,NaN,2.000e-01,2
1696135860,NaN,2.000e-01,2
1696135920,NaN,NaN,2
1696135980,NaN,NaN,1
1696136040,NaN,NaN,1
1696136100,NaN,NaN,1
1696136160,5.840e-01,NaN,1
1696136220,5.800e-01,NaN,1
1696136280,6.800e-01,NaN,1
1696136340,7.010e-01,NaN,1
1696136400,6.540e-01,NaN,1
1696136460,6.310e-01,NaN,1
1696136520,NaN,NaN,1
1696136580,NaN,NaN,2
1696136640,NaN,NaN,2
1696136700,NaN,NaN,2
1696136760,NaN,2.000e-01,2
1696136820,NaN,2.000e-01,2
1696136880,NaN,2.000e-01,2
1696136940,NaN,2.000e-01,2
1696137000,NaN,2.000e-01,2
1696137060,NaN,2.000e-01,2
1696137120,NaN,NaN,2
1696137180,NaN,NaN,1
1696137240,NaN,NaN,1
1696137300,NaN,NaN,1
1696137360,5.380e-01,NaN,1
1696137420,5.860e-01,NaN,1
1696137480,5.890e-01,NaN,1
1696137540,5.690e-01,NaN,1
1696137600,5.250e-01,NaN,1
1696137660,5.030e-01,NaN,1
1696137720,NaN,NaN,1
1696137780,NaN,NaN,2
1696137840,NaN,NaN,2
1696137900,NaN,NaN,2
1696137960,NaN,2.000e-01,2
1696138020,NaN,2.000e-01,2
1696138080,NaN,2.000e-01,2
1696138140,NaN,2.000e-01,2
1696138200,NaN,2.000e-01,2
1696138260,NaN,2.000e-01,2
1696138320,NaN,NaN,2
1696138380,NaN,NaN,1
1696138440,NaN,NaN,1
1696138500,NaN,NaN,1
1696138560,4.470e-01,NaN,1
1696138620,2.000e-01,NaN,1
1696138680,2.000e-01,NaN,1
1696138740,2.000e-01,NaN,1
1696138800,2.000e-01,NaN,1
1696138860,2.000e-01,NaN,1
1696138920,NaN,NaN,1
1696138980,NaN,NaN,2
1696139040,NaN,NaN,2
1696139100,NaN,NaN,2
1696139160,NaN,2.000e-01,2
1696139220,NaN,2.000e-01,2
1696139280,NaN,2.000e-01,2
1696139340,NaN,2.000e-01,2
1696139400,NaN,2.000e-01,2
1696139460,NaN,2.000e-01,2
1696139520,NaN,NaN,2
1696139580,NaN,NaN,1
1696139640,NaN,NaN,1
1696139700,NaN,NaN,1
1696139760,2.000e-01,NaN,1
1696139820,2.000e-01,NaN,1
1696139880,2.000e-01,NaN,1
1696139940,2.000e-01,NaN,1
1696140000,2.000e-01,NaN,1
1696140060,2.000e-01,NaN,1
1696140120,NaN,NaN,1
1696140180,NaN,NaN,2
1696140240,NaN,NaN,2
1696140300,NaN,NaN,2
1696140360,NaN,2.000e-01,2
1696140420,NaN,2.000e-01,2
1696140480,NaN,2.000e-01,2
1696140540,NaN,2.000e-01,2
1696140600,NaN,2.000e-01,2
1696140660,NaN,2.000e-01,2
1696140720,NaN,NaN,2
1696140780,NaN,NaN,1
1696140840,NaN,NaN,1
1696140900,NaN,NaN,1
1696140960,2.000e-01,NaN,1
1696141020,2.000e-01,NaN,1
1696141080,2.000e-01,NaN,1
1696141140,2.000e-01,NaN,1
1696141200,2.000e-01,NaN,1
1696141260,2.000e-01,NaN,1
1696141320,NaN,NaN,1
1696141380,NaN,NaN,2
1696141440,NaN,NaN,2
1696141500,NaN,NaN,2
1696141560,NaN,2.000e-01,2
1696141620,NaN,2.000e-01,2
1696141680,NaN,2.000e-01,2
1696141740,NaN,2.000e-01,2
1696141800,NaN,2.000e-01,2
1696141860,NaN,2.000e-01,2
1696141920,NaN,NaN,2
1696141980,NaN,NaN,1
1696142040,NaN,NaN,1
1696142100,NaN,NaN,1
1696142160,2.000e-01,NaN,1
1696142220,2.000e-01,NaN,1
1696142280,2.000e-01,NaN,1
1696142340,2.000e-01,NaN,1
1696142400,2.000e-01,NaN,1
1696142460,2.000e-01,NaN,1
1696142520,NaN,NaN,1
1696142580,NaN,NaN,2
1696142640,NaN,NaN,2
1696142700,NaN,NaN,2
1696142760,NaN,2.000e-01,2
1696142820,NaN,2.000e-01,2
1696142880,NaN,2.000e-01,2
1696142940,NaN,2.000e-01,2
1696143000,NaN,2.000e-01,2
1696143060,NaN,2.000e-01,2
1696143120,NaN,NaN,2
1696143180,NaN,NaN,1
1696143240,NaN,NaN,1
1696143300,NaN,NaN,1
1696143360,2.000e-01,NaN,1
1696143420,2.000e-01,NaN,1
1696143480,2.000e-01,NaN,1
1696143540,2.000e-01,NaN,1
1696143600,2.000e-01,NaN,1
1696143660,2.000e-01,NaN,1
1696143720,NaN,NaN,1
1696143780,NaN,NaN,2
1696143840,NaN,NaN,2
1696143900,NaN,NaN,2
1696143960,NaN,2.000e-01,2
1696144020,NaN,2.000e-01,2
1696144080,NaN,2.000e-01,2
1696144140,NaN,2.000e-01,2
1696144200,NaN,2.000e-01,2
1696144260,NaN,2.000e-01,2
1696144320,NaN,NaN,2
1696144380,NaN,NaN,1
1696144440,NaN,NaN,1
1696144500,NaN,NaN,1
1696144560,6.180e-01,NaN,1
1696144620,8.240e-01,NaN,1
1696144680,1.046e+00,NaN,1
1696144740,1.358e+00,NaN,1
1696144800,1.599e+00,NaN,1
1696144860,1.756e+00,NaN,1
1696144920,NaN,NaN,1
1696144980,NaN,NaN,2
1696145040,NaN,NaN,2
1696145100,NaN,NaN,2
1696145160,NaN,2.000e-01,2
1696145220,NaN,2.000e-01,2
1696145280,NaN,2.000e-01,2
1696145340,NaN,2.000e-01,2
1696145400,NaN,2.000e-01,2
1696145460,NaN,2.000e-01,2
1696145520,NaN,NaN,2
1696145580,NaN,NaN,1
1696145640,NaN,NaN,1
1696145700,NaN,NaN,1
1696145760,1.635e+00,NaN,1
1696145820,1.444e+00,NaN,1
1696145880,1.158e+00,NaN,1
1696145940,9.080e-01,NaN,1
1696146000,7.610e-01,NaN,1
1696146060,6.810e-01,NaN,1
1696146120,NaN,NaN,1
1696146180,NaN,NaN,2
1696146240,NaN,NaN,2
1696146300,NaN,NaN,2
1696146360,NaN,2.000e-01,2
1696146420,NaN,2.000e-01,2
1696146480,NaN,2.000e-01,2
1696146540,NaN,2.000e-01,2
1696146600,NaN,2.000e-01,2
1696146660,NaN,2.000e-01,2
1696146720,NaN,NaN,2
1696146780,NaN,NaN,1
1696146840,NaN,NaN,1
1696146900,NaN,NaN,1
1696146960,5.710e-01,NaN,1
1696147020,4.870e-01,NaN,1
1696147080,4.930e-01,NaN,1
1696147140,4.880e-01,NaN,1
1696147200,5.200e-01,NaN,1
1696147260,5.680e-01,NaN,1
1696147320,NaN,NaN,1
1696147380,NaN,NaN,2
1696147440,NaN,NaN,2
1696147500,NaN,NaN,2
1696147560,NaN,2.000e-01,2
1696147620,NaN,2.000e-01,2
1696147680,NaN,2.000e-01,2
1696147740,NaN,2.000e-01,2
1696147800,NaN,2.000e-01,2
1696147860,NaN,2.000e-01,2
1696147920,NaN,NaN,2
1696147980,NaN,NaN,1
1696148040,NaN,NaN,1
1696148100,NaN,NaN,1
1696148160,6.410e-01,NaN,1
1696148220,6.560e-01,NaN,1
1696148280,6.240e-01,NaN,1
1696148340,5.620e-01,NaN,1
1696148400,5.040e-01,NaN,1
1696148460,4.600e-01,NaN,1
1696148520,NaN,NaN,1
1696148580,NaN,NaN,2
1696148640,NaN,NaN,2
1696148700,NaN,NaN,2
1696148760,NaN,2.000e-01,2
1696148820,NaN,2.000e-01,2
1696148880,NaN,2.000e-01,2
1696148940,NaN,2.000e-01,2
1696149000,NaN,2.000e-01,2
1696149060,NaN,2.000e-01,2
1696149120,NaN,NaN,2
1696149180,NaN,NaN,1
1696149240,NaN,NaN,1
1696149300,NaN,NaN,1
1696149360,5.020e-01,NaN,1
1696149420,5.440e-01,NaN,1
1696149480,6.430e-01,NaN,1
1696149540,7.060e-01,NaN,1
1696149600,7.230e-01,NaN,1
1696149660,7.230e-01,NaN,1
1696149720,NaN,NaN,1
1696149780,NaN,NaN,2
1696149840,NaN,NaN,2
1696149900,NaN,NaN,2
1696149960,NaN,2.000e-01,2
1696150020,NaN,2.000e-01,2
1696150080,NaN,2.000e-01,2
1696150140,NaN,2.000e-01,2
1696150200,NaN,2.000e-01,2
1696150260,NaN,2.000e-01,2
1696150320,NaN,NaN,2
1696150380,NaN,NaN,1
1696150440,NaN,NaN,1
1696150500,NaN,NaN,1
1696150560,7.900e-01,NaN,1
1696150620,8.500e-01,NaN,1
1696150680,9.600e-01,NaN,1
1696150740,1.011e+00,NaN,1
1696150800,1.096e+00,NaN,1
1696150860,1.104e+00,NaN,1
1696150920,NaN,NaN,1
1696150980,NaN,NaN,2
1696151040,NaN,NaN,2
1696151100,NaN,NaN,2
1696151160,NaN,2.000e-01,2
1696151220,NaN,2.000e-01,2
1696151280,NaN,2.000e-01,2
1696151340,NaN,2.000e-01,2
1696151400,NaN,2.000e-01,2
1696151460,NaN,2.000e-01,2
1696151520,NaN,NaN,2
1696151580,NaN,NaN,1
1696151640,NaN,NaN,1
1696151700,NaN,NaN,1
1696151760,1.233e+00,NaN,1
1696151820,1.241e+00,NaN,1
1696151880,1.235e+00,NaN,1
1696151940,1.208e+00,NaN,1
1696152000,1.121e+00,NaN,1
1696152060,1.081e+00,NaN,1
1696152120,NaN,NaN,1
1696152180,NaN,NaN,2
1696152240,NaN,NaN,2
1696152300,NaN,NaN,2
1696152360,NaN,2.000e-01,2
1696152420,NaN,2.000e-01,2
1696152480,NaN,2.000e-01,2
1696152540,NaN,2.000e-01,2
1696152600,NaN,2.000e-01,2
1696152660,NaN,2.000e-01,2
1696152720,NaN,NaN,2
1696152780,NaN,NaN,1
1696152840,NaN,NaN,1
1696152900,NaN,NaN,1
1696152960,1.047e+00,NaN,1
1696153020,9.960e-01,NaN,1
1696153080,9.930e-01,NaN,1
1696153140,1.038e+00,NaN,1
1696153200,1.015e+00,NaN,1
1696153260,1.056e+00,NaN,1
1696153320,NaN,NaN,1
1696153380,NaN,NaN,2
1696153440,NaN,NaN,2
1696153500,NaN,NaN,2
1696153560,NaN,2.000e-01,2
1696153620,NaN,2.000e-01,2
1696153680,NaN,2.000e-01,2
1696153740,NaN,2.000e-01,2
1696153800,NaN,2.000e-01,2
1696153860,NaN,2.000e-01,2
1696153920,NaN,NaN,2
1696153980,NaN,NaN,1
1696154040,NaN,NaN,1
1696154100,NaN,NaN,1
1696154160,1.132e+00,NaN,1
1696154220,1.258e+00,NaN,1
1696154280,1.362e+00,NaN,1
1696154340,1.453e+00,NaN,1
1696154400,1.495e+00,NaN,1
1696154460,1.479e+00,NaN,1
1696154520,NaN,NaN,1
1696154580,NaN,NaN,2
1696154640,NaN,NaN,2
1696154700,NaN,NaN,2
1696154760,NaN,2.000e-01,2
1696154820,NaN,2.000e-01,2
1696154880,NaN,2.000e-01,2
1696154940,NaN,2.000e-01,2
1696155000,NaN,2.000e-01,2
1696155060,NaN,2.000e-01,2
1696155120,NaN,NaN,2
1696155180,NaN,NaN,1
1696155240,NaN,NaN,1
1696155300,NaN,NaN,1
1696155360,1.373e+00,NaN,1
1696155420,1.381e+00,NaN,1
1696155480,1.326e+00,NaN,1
1696155540,1.302e+00,NaN,1
1696155600,1.308e+00,NaN,1
1696155660,1.258e+00,NaN,1
1696155720,NaN,NaN,1
1696155780,NaN,NaN,2
1696155840,NaN,NaN,2
1696155900,NaN,NaN,2
1696155960,NaN,2.000e-01,2
1696156020,NaN,2.000e-01,2
1696156080,NaN,2.000e-01,2
1696156140,NaN,2.000e-01,2
1696156200,NaN,2.000e-01,2
1696156260,NaN,2.000e-01,2
1696156320,NaN,NaN,2
1696156380,NaN,NaN,1
1696156440,NaN,NaN,1
1696156500,NaN,NaN,1
1696156560,1.261e+00,NaN,1
1696156620,1.269e+00,NaN,1
1696156680,1.257e+00,NaN,1
1696156740,1.224e+00,NaN,1
1696156800,1.223e+00,NaN,1
1696156860,1.216e+00,NaN,1
1696156920,NaN,NaN,1
1696156980,NaN,NaN,2
1696157040,NaN,NaN,2
1696157100,NaN,NaN,2
1696157160,NaN,2.000e-01,2
1696157220,NaN,2.000e-01,2
1696157280,NaN,2.000e-01,2
1696157340,NaN,2.000e-01,2
1696157400,NaN,2.000e-01,2
1696157460,NaN,2.000e-01,2
1696157520,NaN,NaN,2
1696157580,NaN,NaN,1
1696157640,NaN,NaN,1
1696157700,NaN,NaN,1
1696157760,1.460e+00,NaN,1
1696157820,1.761e+00,NaN,1
1696157880,1.965e+00,NaN,1
1696157940,2.154e+00,NaN,1
1696158000,2.221e+00,NaN,1
1696158060,2.203e+00,NaN,1
1696158120,NaN,NaN,1
1696158180,NaN,NaN,2
1696158240,NaN,NaN,2
1696158300,NaN,NaN,2
1696158360,NaN,2.000e-01,2
1696158420,NaN,2.000e-01,2
1696158480,NaN,2.000e-01,2
1696158540,NaN,2.000e-01,2
1696158600,NaN,2.000e-01,2
1696158660,NaN,2.000e-01,2
1696158720,NaN,NaN,2
1696158780,NaN,NaN,1
1696158840,NaN,NaN,1
1696158900,NaN,NaN,1
1696158960,2.374e+00,NaN,1
1696159020,2.493e+00,NaN,1
1696159080,2.526e+00,NaN,1
1696159140,2.528e+00,NaN,1
1696159200,2.537e+00,NaN,1
1696159260,2.522e+00,NaN,1
1696159320,NaN,NaN,1
1696159380,NaN,NaN,2
1696159440,NaN,NaN,2
1696159500,NaN,NaN,2
1696159560,NaN,2.000e-01,2
1696159620,NaN,2.000e-01,2
1696159680,NaN,2.000e-01,2
1696159740,NaN,2.000e-01,2
1696159800,NaN,2.000e-01,2
1696159860,NaN,2.000e-01,2
1696159920,NaN,NaN,2
1696159980,NaN,NaN,1
1696160040,NaN,NaN,1
1696160100,NaN,NaN,1
1696160160,2.626e+00,NaN,1
1696160220,2.692e+00,NaN,1
1696160280,2.721e+00,NaN,1
1696160340,2.728e+00,NaN,1
1696160400,2.738e+00,NaN,1
1696160460,2.723e+00,NaN,1
1696160520,NaN,NaN,1
1696160580,NaN,NaN,2
1696160640,NaN,NaN,2
1696160700,NaN,NaN,2
1696160760,NaN,2.000e-01,2
1696160820,NaN,2.000e-01,2
1696160880,NaN,2.000e-01,2
1696160940,NaN,2.000e-01,2
1696161000,NaN,2.000e-01,2
1696161060,NaN,2.000e-01,2
1696161120,NaN,NaN,2
1696161180,NaN,NaN,1
1696161240,NaN,NaN,1
1696161300,NaN,NaN,1
1696161360,2.691e+00,NaN,1
1696161420,2.619e+00,NaN,1
1696161480,2.553e+00,NaN,1
1696161540,2.500e+00,NaN,1
1696161600,2.388e+00,NaN,1
1696161660,2.387e+00,NaN,1
1696161720,NaN,NaN,1
1696161780,NaN,NaN,2
1696161840,NaN,NaN,2
1696161900,NaN,NaN,2
1696161960,NaN,NaN,2
1696162020,NaN,2.000e-01,2
1696162080,NaN,2.000e-01,2
1696162140,NaN,2.000e-01,2
1696162200,NaN,2.000e-01,2
1696162260,NaN,2.000e-01,2
1696162320,NaN,NaN,2
1696162380,NaN,NaN,1
1696162440,NaN,NaN,1
1696162500,NaN,NaN,1
1696162560,2.252e+00,NaN,1
1696162620,2.208e+00,NaN,1
1696162680,2.187e+00,NaN,1
1696162740,2.109e+00,NaN,1
1696162800,2.110e+00,NaN,1
1696162860,2.100e+00,NaN,1
1696162920,NaN,NaN,1
1696162980,NaN,NaN,2
1696163040,NaN,NaN,2
1696163100,NaN,NaN,2
1696163160,NaN,2.000e-01,2
1696163220,NaN,2.000e-01,2
1696163280,NaN,2.000e-01,2
1696163340,NaN,2.000e-01,2
1696163400,NaN,2.000e-01,2
1696163460,NaN,2.000e-01,2
1696163520,NaN,NaN,2
1696163580,NaN,NaN,1
1696163640,NaN,NaN,1
1696163700,NaN,NaN,1
1696163760,2.000e+00,NaN,1
1696163820,1.995e+00,NaN,1
1696163880,1.949e+00,NaN,1
1696163940,1.913e+00,NaN,1
1696164000,1.978e+00,NaN,1
1696164060,1.967e+00,NaN,1
1696164120,NaN,NaN,1
1696164180,NaN,NaN,2
1696164240,NaN,NaN,2
1696164300,NaN,NaN,2
1696164360,NaN,2.000e-01,2
1696164420,NaN,2.000e-01,2
1696164480,NaN,2.000e-01,2
1696164540,NaN,2.000e-01,2
1696164600,NaN,2.000e-01,2
1696164660,NaN,2.000e-01,2
1696164720,NaN,NaN,2
1696164780,NaN,NaN,1
1696164840,NaN,NaN,1
1696164900,NaN,NaN,1
1696164960,1.991e+00,NaN,1
1696165020,1.983e+00,NaN,1
1696165080,1.959e+00,NaN,1
1696165140,2.006e+00,NaN,1
1696165200,1.991e+00,NaN,1
1696165260,1.958e+00,NaN,1
1696165320,NaN,NaN,1
1696165380,NaN,NaN,2
1696165440,NaN,NaN,2
1696165500,NaN,NaN,2
1696165560,NaN,2.000e-01,2
1696165620,NaN,2.000e-01,2
1696165680,NaN,2.000e-01,2
1696165740,NaN,2.000e-01,2
1696165800,NaN,2.000e-01,2
1696165860,NaN,2.000e-01,2
1696165920,NaN,NaN,2
1696165980,NaN,NaN,1
1696166040,NaN,NaN,1
1696166100,NaN,NaN,1
1696166160,1.734e+00,NaN,1
1696166220,1.539e+00,NaN,1
1696166280,1.367e+00,NaN,1
1696166340,1.201e+00,NaN,1
1696166400,1.127e+00,NaN,1
1696166460,1.145e+00,NaN,1
1696166520,NaN,NaN,1
1696166580,NaN,NaN,2
1696166640,NaN,NaN,2
1696166700,NaN,NaN,2
1696166760,NaN,2.000e-01,2
1696166820,NaN,2.000e-01,2
1696166880,NaN,2.000e-01,2
1696166940,NaN,2.000e-01,2
1696167000,NaN,2.000e-01,2
1696167060,NaN,2.000e-01,2
1696167120,NaN,NaN,2
1696167180,NaN,NaN,1
1696167240,NaN,NaN,1
1696167300,NaN,NaN,1
1696167360,1.035e+00,NaN,1
1696167420,9.190e-01,NaN,1
1696167480,8.040e-01,NaN,1
1696167540,7.020e-01,NaN,1
1696167600,6.260e-01,NaN,1
1696167660,5.980e-01,NaN,1
1696167720,NaN,NaN,1
1696167780,NaN,NaN,2
1696167840,NaN,NaN,2
1696167900,NaN,NaN,2
1696167960,NaN,2.000e-01,2
1696168020,NaN,2.000e-01,2
1696168080,NaN,2.000e-01,2
1696168140,NaN,2.000e-01,2
1696168200,NaN,2.000e-01,2
