h2s,tz=0,v=1.6
time,h2s,so2,T101_Mode
1689070620,NaN,NaN,1
1689070680,NaN,NaN,1
1689070740,NaN,NaN,1
1689070800,8.480e-01,NaN,1
1689070860,8.920e-01,NaN,1
1689070920,8.550e-01,NaN,1
1689070980,8.180e-01,NaN,1
1689071040,7.890e-01,NaN,1
1689071100,8.080e-01,NaN,1
1689071160,NaN,NaN,1
1689071220,NaN,NaN,2
1689071280,NaN,NaN,2
1689071340,NaN,NaN,2
1689071400,NaN,NaN,2
1689071460,NaN,2.000e-01,2
1689071520,NaN,2.000e-01,2
1689071580,NaN,2.000e-01,2
1689071640,NaN,2.000e-01,2
1689071700,NaN,2.000e-01,2
1689071760,NaN,NaN,2
1689071820,NaN,NaN,1
1689071880,NaN,NaN,1
1689071940,NaN,NaN,1
1689072000,8.160e-01,NaN,1
1689072060,8.170e-01,NaN,1
1689072120,7.550e-01,NaN,1
1689072180,7.560e-01,NaN,1
1689072240,7.560e-01,NaN,1
1689072300,7.460e-01,NaN,1
1689072360,NaN,NaN,1
1689072420,NaN,NaN,2
1689072480,NaN,NaN,2
1689072540,NaN,NaN,2
1689072600,NaN,2.000e-01,2
1689072660,NaN,2.000e-01,2
1689072720,NaN,2.000e-01,2
1689072780,NaN,2.000e-01,2
1689072840,NaN,2.000e-01,2
1689072900,NaN,2.000e-01,2
1689072960,NaN,NaN,2
1689073020,NaN,NaN,1
1689073080,NaN,NaN,1
1689073140,NaN,NaN,1
1689073200,8.590e-01,NaN,1
1689073260,9.840e-01,NaN,1
1689073320,1.235e+00,NaN,1
1689073380,1.470e+00,NaN,1
1689073440,1.620e+00,NaN,1
1689073500,1.640e+00,NaN,1
1689073560,NaN,NaN,1
1689073620,NaN,NaN,2
1689073680,NaN,NaN,2
1689073740,NaN,NaN,2
1689073800,NaN,2.000e-01,2
1689073860,NaN,2.000e-01,2
1689073920,NaN,2.000e-01,2
1689073980,NaN,2.000e-01,2
1689074040,NaN,2.000e-01,2
1689074100,NaN,2.000e-01,2
1689074160,NaN,NaN,2
1689074220,NaN,NaN,1
1689074280,NaN,NaN,1
1689074340,NaN,NaN,1
1689074400,1.603e+00,NaN,1
1689074460,1.745e+00,NaN,1
1689074520,1.917e+00,NaN,1
1689074580,2.180e+00,NaN,1
1689074640,2.306e+00,NaN,1
1689074700,2.326e+00,NaN,1
1689074760,NaN,NaN,1
1689074820,NaN,NaN,2
1689074880,NaN,NaN,2
1689074940,NaN,NaN,2
1689075000,NaN,NaN,2
1689075060,NaN,2.000e-01,2
1689075120,NaN,2.000e-01,2
1689075180,NaN,2.000e-01,2
1689075240,NaN,2.000e-01,2
1689075300,NaN,2.000e-01,2
1689075360,NaN,NaN,2
1689075420,NaN,NaN,1
1689075480,NaN,NaN,1
1689075540,NaN,NaN,1
1689075600,2.037e+00,NaN,1
1689075660,1.770e+00,NaN,1
1689075720,1.597e+00,NaN,1
1689075780,1.721e+00,NaN,1
1689075840,2.094e+00,NaN,1
1689075900,2.618e+00,NaN,1
1689075960,NaN,NaN,1
1689076020,NaN,NaN,2
1689076080,NaN,NaN,2
1689076140,NaN,NaN,2
1689076200,NaN,2.000e-01,2
1689076260,NaN,2.000e-01,2
1689076320,NaN,2.000e-01,2
1689076380,NaN,2.000e-01,2
1689076440,NaN,2.000e-01,2
1689076500,NaN,2.000e-01,2
1689076560,NaN,NaN,2
1689076620,NaN,NaN,1
1689076680,NaN,NaN,1
1689076740,NaN,NaN,1
1689076800,3.109e+00,NaN,1
1689076860,2.719e+00,NaN,1
1689076920,2.167e+00,NaN,1
1689076980,1.612e+00,NaN,1
1689077040,1.095e+00,NaN,1
1689077100,1.038e+00,NaN,1
1689077160,NaN,NaN,1
1689077220,NaN,NaN,2
1689077280,NaN,NaN,2
1689077340,NaN,NaN,2
1689077400,NaN,2.000e-01,2
1689077460,NaN,2.000e-01,2
1689077520,NaN,2.000e-01,2
1689077580,NaN,2.000e-01,2
1689077640,NaN,2.000e-01,2
1689077700,NaN,2.000e-01,2
1689077760,NaN,NaN,2
1689077820,NaN,NaN,1
1689077880,NaN,NaN,1
1689077940,NaN,NaN,1
1689078000,9.970e-01,NaN,1
1689078060,9.180e-01,NaN,1
1689078120,8.860e-01,NaN,1
1689078180,8.690e-01,NaN,1
1689078240,8.680e-01,NaN,1
1689078300,8.810e-01,NaN,1
1689078360,NaN,NaN,1
1689078420,NaN,NaN,2
1689078480,NaN,NaN,2
1689078540,NaN,NaN,2
1689078600,NaN,NaN,2
1689078660,NaN,2.000e-01,2
1689078720,NaN,2.000e-01,2
1689078780,NaN,4.230e-01,2
1689078840,NaN,4.540e-01,2
1689078900,NaN,5.420e-01,2
1689078960,NaN,NaN,2
1689079020,NaN,NaN,1
1689079080,NaN,NaN,1
1689079140,NaN,NaN,1
1689079200,1.062e+00,NaN,1
1689079260,1.286e+00,NaN,1
1689079320,1.727e+00,NaN,1
1689079380,2.587e+00,NaN,1
1689079440,3.644e+00,NaN,1
1689079500,4.676e+00,NaN,1
1689079560,NaN,NaN,1
1689079620,NaN,NaN,2
1689079680,NaN,NaN,2
1689079740,NaN,NaN,2
1689079800,NaN,6.250e-01,2
1689079860,NaN,6.330e-01,2
1689079920,NaN,6.110e-01,2
1689079980,NaN,5.960e-01,2
1689080040,NaN,6.000e-01,2
1689080100,NaN,6.010e-01,2
1689080160,NaN,NaN,2
1689080220,NaN,NaN,1
1689080280,NaN,NaN,1
1689080340,NaN,NaN,1
1689080400,NaN,NaN,1
1689080460,4.521e+00,NaN,1
1689080520,3.524e+00,NaN,1
1689080580,2.388e+00,NaN,1
1689080640,1.506e+00,NaN,1
1689080700,1.409e+00,NaN,1
1689080760,NaN,NaN,1
1689080820,NaN,NaN,2
1689080880,NaN,NaN,2
1689080940,NaN,NaN,2
1689081000,NaN,6.710e-01,2
1689081060,NaN,6.850e-01,2
1689081120,NaN,6.960e-01,2
1689081180,NaN,7.350e-01,2
1689081240,NaN,6.960e-01,2
1689081300,NaN,6.690e-01,2
1689081360,NaN,NaN,2
1689081420,NaN,NaN,1
1689081480,NaN,NaN,1
1689081540,NaN,NaN,1
1689081600,1.320e+00,NaN,1
1689081660,1.340e+00,NaN,1
1689081720,1.359e+00,NaN,1
1689081780,1.401e+00,NaN,1
1689081840,1.445e+00,NaN,1
1689081900,1.435e+00,NaN,1
1689081960,NaN,NaN,1
1689082020,NaN,NaN,2
1689082080,NaN,NaN,2
1689082140,NaN,NaN,2
1689082200,NaN,6.590e-01,2
1689082260,NaN,6.430e-01,2
1689082320,NaN,6.730e-01,2
1689082380,NaN,7.520e-01,2
1689082440,NaN,8.150e-01,2
1689082500,NaN,8.520e-01,2
1689082560,NaN,NaN,2
1689082620,NaN,NaN,1
1689082680,NaN,NaN,1
1689082740,NaN,NaN,1
1689082800,1.309e+00,NaN,1
1689082860,1.241e+00,NaN,1
1689082920,1.220e+00,NaN,1
1689082980,1.219e+00,NaN,1
1689083040,1.222e+00,NaN,1
1689083100,1.223e+00,NaN,1
1689083160,NaN,NaN,1
1689083220,NaN,NaN,2
1689083280,NaN,NaN,2
1689083340,NaN,NaN,2
1689083400,NaN,9.770e-01,2
1689083460,NaN,1.048e+00,2
1689083520,NaN,1.154e+00,2
1689083580,NaN,1.267e+00,2
1689083640,NaN,1.326e+00,2
1689083700,NaN,1.293e+00,2
1689083760,NaN,NaN,2
1689083820,NaN,NaN,1
1689083880,NaN,NaN,1
1689083940,NaN,NaN,1
1689084000,NaN,NaN,1
1689084060,1.140e+00,NaN,1
1689084120,1.141e+00,NaN,1
1689084180,1.090e+00,NaN,1
1689084240,1.072e+00,NaN,1
1689084300,1.106e+00,NaN,1
1689084360,NaN,NaN,1
1689084420,NaN,NaN,2
1689084480,NaN,NaN,2
1689084540,NaN,NaN,2
1689084600,NaN,1.297e+00,2
1689084660,NaN,1.294e+00,2
1689084720,NaN,1.313e+00,2
1689084780,NaN,1.350e+00,2
1689084840,NaN,1.355e+00,2
1689084900,NaN,1.357e+00,2
1689084960,NaN,NaN,2
1689085020,NaN,NaN,1
1689085080,NaN,NaN,1
1689085140,NaN,NaN,1
1689085200,1.146e+00,NaN,1
1689085260,1.201e+00,NaN,1
1689085320,1.212e+00,NaN,1
1689085380,1.203e+00,NaN,1
1689085440,1.240e+00,NaN,1
1689085500,1.311e+00,NaN,1
1689085560,NaN,NaN,1
1689085620,NaN,NaN,2
1689085680,NaN,NaN,2
1689085740,NaN,NaN,2
1689085800,NaN,1.279e+00,2
1689085860,NaN,1.211e+00,2
1689085920,NaN,1.118e+00,2
1689085980,NaN,1.068e+00,2
1689086040,NaN,1.028e+00,2
1689086100,NaN,1.022e+00,2
1689086160,NaN,NaN,2
1689086220,NaN,NaN,1
1689086280,NaN,NaN,1
1689086340,NaN,NaN,1
1689086400,1.310e+00,NaN,1
1689086460,1.246e+00,NaN,1
1689086520,1.149e+00,NaN,1
1689086580,9.970e-01,NaN,1
1689086640,9.510e-01,NaN,1
1689086700,9.140e-01,NaN,1
1689086760,NaN,NaN,1
1689086820,NaN,NaN,2
1689086880,NaN,NaN,2
1689086940,NaN,NaN,2
1689087000,NaN,1.087e+00,2
1689087060,NaN,1.185e+00,2
1689087120,NaN,1.242e+00,2
1689087180,NaN,1.291e+00,2
1689087240,NaN,1.302e+00,2
1689087300,NaN,1.258e+00,2
1689087360,NaN,NaN,2
1689087420,NaN,NaN,1
1689087480,NaN,NaN,1
1689087540,NaN,NaN,1
1689087600,9.040e-01,NaN,1
1689087660,8.940e-01,NaN,1
1689087720,9.140e-01,NaN,1
1689087780,9.360e-01,NaN,1
1689087840,9.440e-01,NaN,1
1689087900,9.620e-01,NaN,1
1689087960,NaN,NaN,1
1689088020,NaN,NaN,2
1689088080,NaN,NaN,2
1689088140,NaN,NaN,2
1689088200,NaN,1.322e+00,2
1689088260,NaN,1.259e+00,2
1689088320,NaN,1.256e+00,2
1689088380,NaN,1.213e+00,2
1689088440,NaN,1.120e+00,2
1689088500,NaN,1.150e+00,2
1689088560,NaN,NaN,2
1689088620,NaN,NaN,1
1689088680,NaN,NaN,1
1689088740,NaN,NaN,1
1689088800,8.950e-01,NaN,1
1689088860,9.260e-01,NaN,1
1689088920,9.940e-01,NaN,1
1689088980,1.033e+00,NaN,1
1689089040,1.066e+00,NaN,1
1689089100,1.054e+00,NaN,1
1689089160,NaN,NaN,1
1689089220,NaN,NaN,2
1689089280,NaN,NaN,2
1689089340,NaN,NaN,2
1689089400,NaN,NaN,2
1689089460,NaN,1.149e+00,2
1689089520,NaN,1.151e+00,2
1689089580,NaN,1.116e+00,2
1689089640,NaN,1.098e+00,2
1689089700,NaN,1.064e+00,2
1689089760,NaN,NaN,2
1689089820,NaN,NaN,1
1689089880,NaN,NaN,1
1689089940,NaN,NaN,1
1689090000,8.710e-01,NaN,1
1689090060,8.220e-01,NaN,1
1689090120,7.700e-01,NaN,1
1689090180,7.390e-01,NaN,1
1689090240,7.250e-01,NaN,1
1689090300,7.480e-01,NaN,1
1689090360,NaN,NaN,1
1689090420,NaN,NaN,2
1689090480,NaN,NaN,2
1689090540,NaN,NaN,2
1689090600,NaN,1.066e+00,2
1689090660,NaN,1.053e+00,2
1689090720,NaN,1.040e+00,2
1689090780,NaN,1.001e+00,2
1689090840,NaN,1.006e+00,2
1689090900,NaN,1.016e+00,2
1689090960,NaN,NaN,2
1689091020,NaN,NaN,1
1689091080,NaN,NaN,1
1689091140,NaN,NaN,1
1689091200,NaN,NaN,1
1689091260,6.850e-01,NaN,1
1689091320,6.850e-01,NaN,1
1689091380,7.200e-01,NaN,1
1689091440,7.460e-01,NaN,1
1689091500,7.380e-01,NaN,1
1689091560,NaN,NaN,1
1689091620,NaN,NaN,2
1689091680,NaN,NaN,2
1689091740,NaN,NaN,2
1689091800,NaN,1.031e+00,2
1689091860,NaN,1.019e+00,2
1689091920,NaN,9.910e-01,2
1689091980,NaN,9.900e-01,2
1689092040,NaN,9.950e-01,2
1689092100,NaN,1.000e+00,2
1689092160,NaN,NaN,2
1689092220,NaN,NaN,1
1689092280,NaN,NaN,1
1689092340,NaN,NaN,1
1689092400,7.090e-01,NaN,1
1689092460,6.760e-01,NaN,1
1689092520,6.920e-01,NaN,1
1689092580,7.390e-01,NaN,1
1689092640,7.230e-01,NaN,1
1689092700,7.320e-01,NaN,1
1689092760,NaN,NaN,1
1689092820,NaN,NaN,2
1689092880,NaN,NaN,2
1689092940,NaN,NaN,2
1689093000,NaN,NaN,2
1689093060,NaN,1.047e+00,2
1689093120,NaN,1.026e+00,2
1689093180,NaN,1.007e+00,2
1689093240,NaN,9.560e-01,2
1689093300,NaN,9.550e-01,2
1689093360,NaN,NaN,2
1689093420,NaN,NaN,1
1689093480,NaN,NaN,1
1689093540,NaN,NaN,1
1689093600,7.290e-01,NaN,1
1689093660,6.860e-01,NaN,1
1689093720,7.310e-01,NaN,1
1689093780,8.000e-01,NaN,1
1689093840,9.540e-01,NaN,1
1689093900,1.047e+00,NaN,1
1689093960,NaN,NaN,1
1689094020,NaN,NaN,2
1689094080,NaN,NaN,2
1689094140,NaN,NaN,2
1689094200,NaN,9.250e-01,2
1689094260,NaN,8.920e-01,2
1689094320,NaN,8.760e-01,2
1689094380,NaN,8.440e-01,2
1689094440,NaN,8.520e-01,2
1689094500,NaN,8.430e-01,2
1689094560,NaN,NaN,2
1689094620,NaN,NaN,1
1689094680,NaN,NaN,1
1689094740,NaN,NaN,1
1689094800,NaN,NaN,1
1689094860,9.920e-01,NaN,1
1689094920,7.770e-01,NaN,1
1689094980,6.840e-01,NaN,1
1689095040,6.240e-01,NaN,1
1689095100,5.760e-01,NaN,1
1689095160,NaN,NaN,1
1689095220,NaN,NaN,2
1689095280,NaN,NaN,2
1689095340,NaN,NaN,2
1689095400,NaN,7.710e-01,2
1689095460,NaN,7.660e-01,2
1689095520,NaN,7.540e-01,2
1689095580,NaN,7.750e-01,2
1689095640,NaN,7.930e-01,2
1689095700,NaN,7.910e-01,2
1689095760,NaN,NaN,2
1689095820,NaN,NaN,1
1689095880,NaN,NaN,1
1689095940,NaN,NaN,1
1689096000,5.720e-01,NaN,1
1689096060,5.850e-01,NaN,1
1689096120,5.910e-01,NaN,1
1689096180,6.090e-01,NaN,1
1689096240,6.240e-01,NaN,1
1689096300,6.380e-01,NaN,1
1689096360,NaN,NaN,1
1689096420,NaN,NaN,2
1689096480,NaN,NaN,2
1689096540,NaN,NaN,2
1689096600,NaN,NaN,2
1689096660,NaN,6.780e-01,2
1689096720,NaN,6.040e-01,2
1689096780,NaN,5.810e-01,2
1689096840,NaN,5.670e-01,2
1689096900,NaN,5.600e-01,2
1689096960,NaN,NaN,2
1689097020,NaN,NaN,1
1689097080,NaN,NaN,1
1689097140,NaN,NaN,1
1689097200,6.140e-01,NaN,1
1689097260,5.720e-01,NaN,1
1689097320,5.350e-01,NaN,1
1689097380,5.160e-01,NaN,1
1689097440,5.000e-01,NaN,1
1689097500,5.030e-01,NaN,1
1689097560,NaN,NaN,1
1689097620,NaN,NaN,2
1689097680,NaN,NaN,2
1689097740,NaN,NaN,2
1689097800,NaN,5.990e-01,2
1689097860,NaN,5.720e-01,2
1689097920,NaN,5.560e-01,2
1689097980,NaN,5.650e-01,2
1689098040,NaN,5.790e-01,2
1689098100,NaN,6.050e-01,2
1689098160,NaN,NaN,2
1689098220,NaN,NaN,1
1689098280,NaN,NaN,1
1689098340,NaN,NaN,1
1689098400,NaN,NaN,1
1689098460,5.020e-01,NaN,1
1689098520,4.780e-01,NaN,1
1689098580,4.910e-01,NaN,1
1689098640,4.950e-01,NaN,1
1689098700,4.490e-01,NaN,1
1689098760,NaN,NaN,1
1689098820,NaN,NaN,2
1689098880,NaN,NaN,2
1689098940,NaN,NaN,2
1689099000,NaN,6.810e-01,2
1689099060,NaN,6.610e-01,2
1689099120,NaN,6.040e-01,2
1689099180,NaN,5.940e-01,2
1689099240,NaN,5.720e-01,2
1689099300,NaN,5.230e-01,2
1689099360,NaN,NaN,2
1689099420,NaN,NaN,1
1689099480,NaN,NaN,1
1689099540,NaN,NaN,1
1689099600,4.430e-01,NaN,1
1689099660,4.180e-01,NaN,1
1689099720,4.170e-01,NaN,1
1689099780,4.000e-01,NaN,1
1689099840,4.340e-01,NaN,1
1689099900,4.930e-01,NaN,1
1689099960,NaN,NaN,1
1689100020,NaN,NaN,2
1689100080,NaN,NaN,2
1689100140,NaN,NaN,2
1689100200,NaN,NaN,2
1689100260,NaN,4.930e-01,2
1689100320,NaN,4.260e-01,2
1689100380,NaN,2.000e-01,2
1689100440,NaN,2.000e-01,2
1689100500,NaN,2.000e-01,2
1689100560,NaN,NaN,2
1689100620,NaN,NaN,1
1689100680,NaN,NaN,1
1689100740,NaN,NaN,1
1689100800,4.910e-01,NaN,1
1689100860,4.590e-01,NaN,1
1689100920,2.000e-01,NaN,1
1689100980,2.000e-01,NaN,1
1689101040,2.000e-01,NaN,1
1689101100,2.000e-01,NaN,1
1689101160,NaN,NaN,1
1689101220,NaN,NaN,2
1689101280,NaN,NaN,2
1689101340,NaN,NaN,2
1689101400,NaN,4.320e-01,2
1689101460,NaN,5.040e-01,2
1689101520,NaN,4.880e-01,2
1689101580,NaN,5.120e-01,2
1689101640,NaN,5.120e-01,2
1689101700,NaN,4.770e-01,2
1689101760,NaN,NaN,2
1689101820,NaN,NaN,1
1689101880,NaN,NaN,1
1689101940,NaN,NaN,1
1689102000,NaN,NaN,1
1689102060,2.000e-01,NaN,1
1689102120,2.000e-01,NaN,1
1689102180,2.000e-01,NaN,1
1689102240,2.000e-01,NaN,1
1689102300,2.000e-01,NaN,1
1689102360,NaN,NaN,1
1689102420,NaN,NaN,2
1689102480,NaN,NaN,2
1689102540,NaN,NaN,2
1689102600,NaN,4.170e-01,2
1689102660,NaN,2.000e-01,2
1689102720,NaN,2.000e-01,2
1689102780,NaN,2.000e-01,2
1689102840,NaN,2.000e-01,2
1689102900,NaN,2.000e-01,2
1689102960,NaN,NaN,2
1689103020,NaN,NaN,1
1689103080,NaN,NaN,1
1689103140,NaN,NaN,1
1689103200,NaN,NaN,1
1689103260,2.000e-01,NaN,1
1689103320,2.000e-01,NaN,1
1689103380,2.000e-01,NaN,1
1689103440,2.000e-01,NaN,1
1689103500,2.000e-01,NaN,1
1689103560,NaN,NaN,1
1689103620,NaN,NaN,2
1689103680,NaN,NaN,2
1689103740,NaN,NaN,2
1689103800,NaN,NaN,2
1689103860,NaN,4.230e-01,2
1689103920,NaN,4.530e-01,2
1689103980,NaN,4.660e-01,2
1689104040,NaN,4.530e-01,2
1689104100,NaN,4.070e-01,2
1689104160,NaN,NaN,2
1689104220,NaN,NaN,1
1689104280,NaN,NaN,1
1689104340,NaN,NaN,1
1689104400,2.000e-01,NaN,1
1689104460,2.000e-01,NaN,1
1689104520,2.000e-01,NaN,1
1689104580,4.320e-01,NaN,1
1689104640,4.620e-01,NaN,1
1689104700,4.670e-01,NaN,1
1689104760,NaN,NaN,1
1689104820,NaN,NaN,2
1689104880,NaN,NaN,2
1689104940,NaN,NaN,2
1689105000,NaN,2.000e-01,2
1689105060,NaN,2.000e-01,2
1689105120,NaN,2.000e-01,2
1689105180,NaN,2.000e-01,2
1689105240,NaN,4.000e-01,2
1689105300,NaN,4.440e-01,2
1689105360,NaN,NaN,2
1689105420,NaN,NaN,1
1689105480,NaN,NaN,1
1689105540,NaN,NaN,1
1689105600,NaN,NaN,1
1689105660,4.430e-01,NaN,1
1689105720,4.250e-01,NaN,1
1689105780,4.190e-01,NaN,1
1689105840,4.140e-01,NaN,1
1689105900,2.000e-01,NaN,1
1689105960,NaN,NaN,1
1689106020,NaN,NaN,2
1689106080,NaN,NaN,2
1689106140,NaN,NaN,2
1689106200,NaN,4.890e-01,2
1689106260,NaN,5.170e-01,2
1689106320,NaN,5.420e-01,2
1689106380,NaN,5.540e-01,2
1689106440,NaN,5.630e-01,2
1689106500,NaN,5.340e-01,2
1689106560,NaN,NaN,2
1689106620,NaN,NaN,1
1689106680,NaN,NaN,1
1689106740,NaN,NaN,1
1689106800,2.000e-01,NaN,1
1689106860,4.070e-01,NaN,1
1689106920,4.120e-01,NaN,1
1689106980,2.000e-01,NaN,1
1689107040,4.000e-01,NaN,1
1689107100,4.490e-01,NaN,1
1689107160,NaN,NaN,1
1689107220,NaN,NaN,2
1689107280,NaN,NaN,2
1689107340,NaN,NaN,2
1689107400,NaN,NaN,2
1689107460,NaN,4.050e-01,2
1689107520,NaN,2.000e-01,2
1689107580,NaN,2.000e-01,2
1689107640,NaN,2.000e-01,2
1689107700,NaN,2.000e-01,2
1689107760,NaN,NaN,2
1689107820,NaN,NaN,1
1689107880,NaN,NaN,1
1689107940,NaN,NaN,1
1689108000,NaN,NaN,1
1689108060,4.690e-01,NaN,1
1689108120,4.180e-01,NaN,1
1689108180,4.000e-01,NaN,1
1689108240,2.000e-01,NaN,1
1689108300,2.000e-01,NaN,1
1689108360,NaN,NaN,1
1689108420,NaN,NaN,2
1689108480,NaN,NaN,2
1689108540,NaN,NaN,2
1689108600,NaN,4.130e-01,2
1689108660,NaN,4.380e-01,2
1689108720,NaN,4.110e-01,2
1689108780,NaN,2.000e-01,2
1689108840,NaN,2.000e-01,2
1689108900,NaN,2.000e-01,2
1689108960,NaN,NaN,2
1689109020,NaN,NaN,1
1689109080,NaN,NaN,1
1689109140,NaN,NaN,1
1689109200,NaN,NaN,1
1689109260,2.000e-01,NaN,1
1689109320,2.000e-01,NaN,1
1689109380,2.000e-01,NaN,1
1689109440,2.000e-01,NaN,1
1689109500,2.000e-01,NaN,1
1689109560,NaN,NaN,1
1689109620,NaN,NaN,2
1689109680,NaN,NaN,2
1689109740,NaN,NaN,2
1689109800,NaN,4.090e-01,2
1689109860,NaN,4.620e-01,2
1689109920,NaN,4.480e-01,2
1689109980,NaN,4.770e-01,2
1689110040,NaN,4.760e-01,2
1689110100,NaN,4.850e-01,2
1689110160,NaN,NaN,2
1689110220,NaN,NaN,1
1689110280,NaN,NaN,1
1689110340,NaN,NaN,1
1689110400,2.000e-01,NaN,1
1689110460,2.000e-01,NaN,1
1689110520,4.110e-01,NaN,1
1689110580,4.310e-01,NaN,1
1689110640,4.170e-01,NaN,1
1689110700,4.340e-01,NaN,1
1689110760,NaN,NaN,1
1689110820,NaN,NaN,2
1689110880,NaN,NaN,2
1689110940,NaN,NaN,2
1689111000,NaN,NaN,2
1689111060,NaN,4.250e-01,2
1689111120,NaN,2.000e-01,2
1689111180,NaN,2.000e-01,2
1689111240,NaN,2.000e-01,2
1689111300,NaN,2.000e-01,2
1689111360,NaN,NaN,2
1689111420,NaN,NaN,1
1689111480,NaN,NaN,1
1689111540,NaN,NaN,1
1689111600,4.050e-01,NaN,1
1689111660,4.200e-01,NaN,1
1689111720,4.460e-01,NaN,1
1689111780,4.660e-01,NaN,1
1689111840,4.830e-01,NaN,1
1689111900,4.800e-01,NaN,1
1689111960,NaN,NaN,1
1689112020,NaN,NaN,2
1689112080,NaN,NaN,2
1689112140,NaN,NaN,2
1689112200,NaN,2.000e-01,2
1689112260,NaN,2.000e-01,2
1689112320,NaN,4.020e-01,2
1689112380,NaN,4.020e-01,2
1689112440,NaN,4.200e-01,2
1689112500,NaN,4.170e-01,2
1689112560,NaN,NaN,2
1689112620,NaN,NaN,1
1689112680,NaN,NaN,1
1689112740,NaN,NaN,1
1689112800,NaN,NaN,1
1689112860,4.260e-01,NaN,1
1689112920,4.070e-01,NaN,1
1689112980,2.000e-01,NaN,1
1689113040,2.000e-01,NaN,1
1689113100,2.000e-01,NaN,1
1689113160,NaN,NaN,1
1689113220,NaN,NaN,2
1689113280,NaN,NaN,2
1689113340,NaN,NaN,2
1689113400,NaN,4.170e-01,2
1689113460,NaN,2.000e-01,2
1689113520,NaN,2.000e-01,2
1689113580,NaN,2.000e-01,2
1689113640,NaN,2.000e-01,2
1689113700,NaN,2.000e-01,2
1689113760,NaN,NaN,2
1689113820,NaN,NaN,1
1689113880,NaN,NaN,1
1689113940,NaN,NaN,1
1689114000,2.000e-01,NaN,1
1689114060,2.000e-01,NaN,1
1689114120,2.000e-01,NaN,1
1689114180,2.000e-01,NaN,1
1689114240,2.000e-01,NaN,1
1689114300,2.000e-01,NaN,1
1689114360,NaN,NaN,1
1689114420,NaN,NaN,2
1689114480,NaN,NaN,2
1689114540,NaN,NaN,2
1689114600,NaN,NaN,2
1689114660,NaN,4.090e-01,2
1689114720,NaN,4.120e-01,2
1689114780,NaN,2.000e-01,2
1689114840,NaN,2.000e-01,2
1689114900,NaN,4.010e-01,2
1689114960,NaN,NaN,2
1689115020,NaN,NaN,1
1689115080,NaN,NaN,1
1689115140,NaN,NaN,1
1689115200,2.000e-01,NaN,1
1689115260,2.000e-01,NaN,1
1689115320,2.000e-01,NaN,1
1689115380,2.000e-01,NaN,1
1689115440,2.000e-01,NaN,1
1689115500,2.000e-01,NaN,1
1689115560,NaN,NaN,1
1689115620,NaN,NaN,2
1689115680,NaN,NaN,2
1689115740,NaN,NaN,2
1689115800,NaN,2.000e-01,2
1689115860,NaN,2.000e-01,2
1689115920,NaN,2.000e-01,2
1689115980,NaN,2.000e-01,2
1689116040,NaN,2.000e-01,2
1689116100,NaN,2.000e-01,2
1689116160,NaN,NaN,2
1689116220,NaN,NaN,1
1689116280,NaN,NaN,1
1689116340,NaN,NaN,1
1689116400,NaN,NaN,1
1689116460,2.000e-01,NaN,1
1689116520,2.000e-01,NaN,1
1689116580,2.000e-01,NaN,1
1689116640,2.000e-01,NaN,1
1689116700,2.000e-01,NaN,1
1689116760,NaN,NaN,1
1689116820,NaN,NaN,2
1689116880,NaN,NaN,2
1689116940,NaN,NaN,2
1689117000,NaN,2.000e-01,2
1689117060,NaN,2.000e-01,2
1689117120,NaN,2.000e-01,2
1689117180,NaN,4.060e-01,2
1689117240,NaN,2.000e-01,2
1689117300,NaN,4.080e-01,2
1689117360,NaN,NaN,2
1689117420,NaN,NaN,1
1689117480,NaN,NaN,1
1689117540,NaN,NaN,1
1689117600,2.000e-01,NaN,1
1689117660,2.000e-01,NaN,1
1689117720,2.000e-01,NaN,1
1689117780,2.000e-01,NaN,1
1689117840,2.000e-01,NaN,1
1689117900,2.000e-01,NaN,1
1689117960,NaN,NaN,1
1689118020,NaN,NaN,2
1689118080,NaN,NaN,2
1689118140,NaN,NaN,2
1689118200,NaN,NaN,2
1689118260,NaN,4.110e-01,2
1689118320,NaN,4.000e-01,2
1689118380,NaN,2.000e-01,2
1689118440,NaN,2.000e-01,2
1689118500,NaN,2.000e-01,2
1689118560,NaN,NaN,2
1689118620,NaN,NaN,1
1689118680,NaN,NaN,1
1689118740,NaN,NaN,1
1689118800,2.000e-01,NaN,1
1689118860,2.000e-01,NaN,1
1689118920,2.000e-01,NaN,1
1689118980,2.000e-01,NaN,1
1689119040,2.000e-01,NaN,1
1689119100,2.000e-01,NaN,1
1689119160,NaN,NaN,1
1689119220,NaN,NaN,2
1689119280,NaN,NaN,2
1689119340,NaN,NaN,2
1689119400,NaN,2.000e-01,2
1689119460,NaN,4.160e-01,2
1689119520,NaN,4.420e-01,2
1689119580,NaN,4.250e-01,2
1689119640,NaN,4.290e-01,2
1689119700,NaN,4.650e-01,2
1689119760,NaN,NaN,2
1689119820,NaN,NaN,1
1689119880,NaN,NaN,1
1689119940,NaN,NaN,1
1689120000,NaN,NaN,1
1689120060,2.000e-01,NaN,1
1689120120,4.080e-01,NaN,1
1689120180,4.270e-01,NaN,1
1689120240,2.000e-01,NaN,1
1689120300,2.000e-01,NaN,1
1689120360,NaN,NaN,1
1689120420,NaN,NaN,2
1689120480,NaN,NaN,2
1689120540,NaN,NaN,2
1689120600,NaN,4.090e-01,2
1689120660,NaN,4.020e-01,2
1689120720,NaN,2.000e-01,2
