h2s,tz=0,v=1.6
1681610220,NaN,NaN,1
1681610280,NaN,NaN,1
1681610340,2.000e-01,NaN,1
1681610400,2.000e-01,NaN,1
1681610460,2.000e-01,NaN,1
1681610520,2.000e-01,NaN,1
1681610580,2.000e-01,NaN,1
1681610640,NaN,NaN,1
1681610700,NaN,NaN,2
1681610760,NaN,NaN,2
1681610820,NaN,NaN,2
1681610880,NaN,NaN,2
1681610940,NaN,2.000e-01,2
1681611000,NaN,2.000e-01,2
1681611060,NaN,2.000e-01,2
1681611120,NaN,2.000e-01,2
1681611180,NaN,2.000e-01,2
1681611240,NaN,NaN,2
1681611300,NaN,NaN,1
1681611360,NaN,NaN,1
1681611420,NaN,NaN,1
1681611480,NaN,NaN,1
1681611540,2.000e-01,NaN,1
1681611600,2.000e-01,NaN,1
1681611660,2.000e-01,NaN,1
1681611720,2.000e-01,NaN,1
1681611780,2.000e-01,NaN,1
1681611840,NaN,NaN,1
1681611900,NaN,NaN,2
1681611960,NaN,NaN,2
1681612020,NaN,NaN,2
1681612080,NaN,NaN,2
1681612140,NaN,2.000e-01,2
1681612200,NaN,2.000e-01,2
1681612260,NaN,2.000e-01,2
1681612320,NaN,2.000e-01,2
1681612380,NaN,2.000e-01,2
1681612440,NaN,NaN,2
1681612500,NaN,NaN,1
1681612560,NaN,NaN,1
1681612620,NaN,NaN,1
1681612680,NaN,NaN,1
1681612740,2.000e-01,NaN,1
1681612800,2.000e-01,NaN,1
1681612860,2.000e-01,NaN,1
1681612920,2.000e-01,NaN,1
1681612980,2.000e-01,NaN,1
1681613040,NaN,NaN,1
1681613100,NaN,NaN,2
1681613160,NaN,NaN,2
1681613220,NaN,NaN,2
1681613280,NaN,NaN,2
1681613340,NaN,2.000e-01,2
1681613400,NaN,2.000e-01,2
1681613460,NaN,2.000e-01,2
1681613520,NaN,2.000e-01,2
1681613580,NaN,4.320e-01,2
1681613640,NaN,NaN,2
1681613700,NaN,NaN,1
1681613760,NaN,NaN,1
1681613820,NaN,NaN,1
1681613880,NaN,NaN,1
1681613940,2.000e-01,NaN,1
1681614000,2.000e-01,NaN,1
1681614060,2.000e-01,NaN,1
1681614120,2.000e-01,NaN,1
1681614180,2.000e-01,NaN,1
1681614240,NaN,NaN,1
1681614300,NaN,NaN,2
1681614360,NaN,NaN,2
1681614420,NaN,NaN,2
1681614480,NaN,NaN,2
1681614540,NaN,2.000e-01,2
1681614600,NaN,2.000e-01,2
1681614660,NaN,2.000e-01,2
1681614720,NaN,2.000e-01,2
1681614780,NaN,2.000e-01,2
1681614840,NaN,NaN,2
1681614900,NaN,NaN,1
1681614960,NaN,NaN,1
1681615020,NaN,NaN,1
1681615080,NaN,NaN,1
1681615140,2.000e-01,NaN,1
1681615200,2.000e-01,NaN,1
1681615260,2.000e-01,NaN,1
1681615320,2.000e-01,NaN,1
1681615380,2.000e-01,NaN,1
1681615440,NaN,NaN,1
1681615500,NaN,NaN,2
1681615560,NaN,NaN,2
1681615620,NaN,NaN,2
1681615680,NaN,NaN,2
1681615740,NaN,2.000e-01,2
1681615800,NaN,2.000e-01,2
1681615860,NaN,2.000e-01,2
1681615920,NaN,2.000e-01,2
1681615980,NaN,2.000e-01,2
1681616040,NaN,NaN,2
1681616100,NaN,NaN,1
1681616160,NaN,NaN,1
1681616220,NaN,NaN,1
1681616280,NaN,NaN,1
1681616340,2.000e-01,NaN,1
1681616400,4.340e-01,NaN,1
1681616460,4.760e-01,NaN,1
1681616520,4.920e-01,NaN,1
1681616580,5.020e-01,NaN,1
1681616640,NaN,NaN,1
1681616700,NaN,NaN,2
1681616760,NaN,NaN,2
1681616820,NaN,NaN,2
1681616880,NaN,NaN,2
1681616940,NaN,2.000e-01,2
1681617000,NaN,2.000e-01,2
1681617060,NaN,2.000e-01,2
1681617120,NaN,2.000e-01,2
1681617180,NaN,2.000e-01,2
1681617240,NaN,NaN,2
1681617300,NaN,NaN,1
1681617360,NaN,NaN,1
1681617420,NaN,NaN,1
1681617480,NaN,NaN,1
1681617540,4.980e-01,NaN,1
1681617600,5.280e-01,NaN,1
1681617660,5.100e-01,NaN,1
1681617720,5.040e-01,NaN,1
1681617780,4.970e-01,NaN,1
1681617840,NaN,NaN,1
1681617900,NaN,NaN,2
1681617960,NaN,NaN,2
1681618020,NaN,NaN,2
1681618080,NaN,NaN,2
1681618140,NaN,2.000e-01,2
1681618200,NaN,2.000e-01,2
1681618260,NaN,2.000e-01,2
1681618320,NaN,2.000e-01,2
1681618380,NaN,2.000e-01,2
1681618440,NaN,NaN,2
1681618500,NaN,NaN,1
1681618560,NaN,NaN,1
1681618620,NaN,NaN,1
1681618680,NaN,NaN,1
1681618740,5.630e-01,NaN,1
1681618800,5.890e-01,NaN,1
1681618860,6.260e-01,NaN,1
1681618920,6.890e-01,NaN,1
1681618980,7.000e-01,NaN,1
1681619040,NaN,NaN,1
1681619100,NaN,NaN,2
1681619160,NaN,NaN,2
1681619220,NaN,NaN,2
1681619280,NaN,NaN,2
1681619340,NaN,2.000e-01,2
1681619400,NaN,2.000e-01,2
1681619460,NaN,2.000e-01,2
1681619520,NaN,2.000e-01,2
1681619580,NaN,2.000e-01,2
1681619640,NaN,NaN,2
1681619700,NaN,NaN,1
1681619760,NaN,NaN,1
1681619820,NaN,NaN,1
1681619880,NaN,NaN,1
1681619940,7.270e-01,NaN,1
1681620000,7.140e-01,NaN,1
1681620060,7.420e-01,NaN,1
1681620120,7.700e-01,NaN,1
1681620180,7.640e-01,NaN,1
1681620240,NaN,NaN,1
1681620300,NaN,NaN,2
1681620360,NaN,NaN,2
1681620420,NaN,NaN,2
1681620480,NaN,NaN,2
1681620540,NaN,2.000e-01,2
1681620600,NaN,2.000e-01,2
1681620660,NaN,2.000e-01,2
1681620720,NaN,2.000e-01,2
1681620780,NaN,2.000e-01,2
1681620840,NaN,NaN,2
1681620900,NaN,NaN,1
1681620960,NaN,NaN,1
1681621020,NaN,NaN,1
1681621080,NaN,NaN,1
1681621140,7.160e-01,NaN,1
1681621200,6.720e-01,NaN,1
1681621260,6.750e-01,NaN,1
1681621320,6.800e-01,NaN,1
1681621380,6.890e-01,NaN,1
1681621440,NaN,NaN,1
1681621500,NaN,NaN,2
1681621560,NaN,NaN,2
1681621620,NaN,NaN,2
1681621680,NaN,NaN,2
1681621740,NaN,2.000e-01,2
1681621800,NaN,2.000e-01,2
1681621860,NaN,2.000e-01,2
1681621920,NaN,2.000e-01,2
1681621980,NaN,2.000e-01,2
1681622040,NaN,NaN,2
1681622100,NaN,NaN,1
1681622160,NaN,NaN,1
1681622220,NaN,NaN,1
1681622280,NaN,NaN,1
1681622340,8.140e-01,NaN,1
1681622400,8.670e-01,NaN,1
1681622460,9.090e-01,NaN,1
1681622520,8.900e-01,NaN,1
1681622580,8.760e-01,NaN,1
1681622640,NaN,NaN,1
1681622700,NaN,NaN,2
1681622760,NaN,NaN,2
1681622820,NaN,NaN,2
1681622880,NaN,NaN,2
1681622940,NaN,2.000e-01,2
1681623000,NaN,2.000e-01,2
1681623060,NaN,2.000e-01,2
1681623120,NaN,2.000e-01,2
1681623180,NaN,2.000e-01,2
1681623240,NaN,NaN,2
1681623300,NaN,NaN,1
1681623360,NaN,NaN,1
1681623420,NaN,NaN,1
1681623480,NaN,NaN,1
1681623540,7.880e-01,NaN,1
1681623600,7.970e-01,NaN,1
1681623660,7.730e-01,NaN,1
1681623720,7.590e-01,NaN,1
1681623780,7.390e-01,NaN,1
1681623840,NaN,NaN,1
1681623900,NaN,NaN,2
1681623960,NaN,NaN,2
1681624020,NaN,NaN,2
1681624080,NaN,NaN,2
1681624140,NaN,2.000e-01,2
1681624200,NaN,2.000e-01,2
1681624260,NaN,2.000e-01,2
1681624320,NaN,2.000e-01,2
1681624380,NaN,2.000e-01,2
1681624440,NaN,NaN,2
1681624500,NaN,NaN,1
1681624560,NaN,NaN,1
1681624620,NaN,NaN,1
1681624680,NaN,NaN,1
1681624740,7.040e-01,NaN,1
1681624800,7.120e-01,NaN,1
1681624860,7.600e-01,NaN,1
1681624920,8.030e-01,NaN,1
1681624980,9.020e-01,NaN,1
1681625040,NaN,NaN,1
1681625100,NaN,NaN,2
1681625160,NaN,NaN,2
1681625220,NaN,NaN,2
1681625280,NaN,NaN,2
1681625340,NaN,2.000e-01,2
1681625400,NaN,2.000e-01,2
1681625460,NaN,2.000e-01,2
1681625520,NaN,2.000e-01,2
1681625580,NaN,2.000e-01,2
1681625640,NaN,NaN,2
1681625700,NaN,NaN,1
1681625760,NaN,NaN,1
1681625820,NaN,NaN,1
1681625880,NaN,NaN,1
1681625940,1.329e+00,NaN,1
1681626000,1.468e+00,NaN,1
1681626060,1.568e+00,NaN,1
1681626120,1.619e+00,NaN,1
1681626180,1.591e+00,NaN,1
1681626240,NaN,NaN,1
1681626300,NaN,NaN,2
1681626360,NaN,NaN,2
1681626420,NaN,NaN,2
1681626480,NaN,NaN,2
1681626540,NaN,2.000e-01,2
1681626600,NaN,2.000e-01,2
1681626660,NaN,2.000e-01,2
1681626720,NaN,2.000e-01,2
1681626780,NaN,2.000e-01,2
1681626840,NaN,NaN,2
1681626900,NaN,NaN,1
1681626960,NaN,NaN,1
1681627020,NaN,NaN,1
1681627080,NaN,NaN,1
1681627140,1.409e+00,NaN,1
1681627200,1.321e+00,NaN,1
1681627260,1.222e+00,NaN,1
1681627320,1.104e+00,NaN,1
1681627380,1.098e+00,NaN,1
1681627440,NaN,NaN,1
1681627500,NaN,NaN,2
1681627560,NaN,NaN,2
1681627620,NaN,NaN,2
1681627680,NaN,NaN,2
1681627740,NaN,2.000e-01,2
1681627800,NaN,2.000e-01,2
1681627860,NaN,2.000e-01,2
1681627920,NaN,2.000e-01,2
1681627980,NaN,2.000e-01,2
1681628040,NaN,NaN,2
1681628100,NaN,NaN,1
1681628160,NaN,NaN,1
1681628220,NaN,NaN,1
1681628280,NaN,NaN,1
1681628340,9.790e-01,NaN,1
1681628400,9.410e-01,NaN,1
1681628460,8.670e-01,NaN,1
1681628520,7.910e-01,NaN,1
1681628580,7.670e-01,NaN,1
1681628640,NaN,NaN,1
1681628700,NaN,NaN,2
1681628760,NaN,NaN,2
1681628820,NaN,NaN,2
1681628880,NaN,NaN,2
1681628940,NaN,2.000e-01,2
1681629000,NaN,2.000e-01,2
1681629060,NaN,2.000e-01,2
1681629120,NaN,2.000e-01,2
1681629180,NaN,2.000e-01,2
1681629240,NaN,NaN,2
1681629300,NaN,NaN,1
1681629360,NaN,NaN,1
1681629420,NaN,NaN,1
1681629480,NaN,NaN,1
1681629540,7.930e-01,NaN,1
1681629600,8.390e-01,NaN,1
1681629660,9.150e-01,NaN,1
1681629720,9.260e-01,NaN,1
1681629780,9.310e-01,NaN,1
1681629840,NaN,NaN,1
1681629900,NaN,NaN,2
1681629960,NaN,NaN,2
1681630020,NaN,NaN,2
1681630080,NaN,NaN,2
1681630140,NaN,2.000e-01,2
1681630200,NaN,2.000e-01,2
1681630260,NaN,2.000e-01,2
1681630320,NaN,2.000e-01,2
1681630380,NaN,2.000e-01,2
1681630440,NaN,NaN,2
1681630500,NaN,NaN,1
1681630560,NaN,NaN,1
1681630620,NaN,NaN,1
1681630680,NaN,NaN,1
1681630740,8.600e-01,NaN,1
1681630800,8.470e-01,NaN,1
1681630860,7.770e-01,NaN,1
1681630920,7.310e-01,NaN,1
1681630980,7.500e-01,NaN,1
1681631040,NaN,NaN,1
1681631100,NaN,NaN,2
1681631160,NaN,NaN,2
1681631220,NaN,NaN,2
1681631280,NaN,NaN,2
1681631340,NaN,2.000e-01,2
1681631400,NaN,2.000e-01,2
1681631460,NaN,2.000e-01,2
1681631520,NaN,2.000e-01,2
1681631580,NaN,2.000e-01,2
1681631640,NaN,NaN,2
1681631700,NaN,NaN,1
1681631760,NaN,NaN,1
1681631820,NaN,NaN,1
1681631880,NaN,NaN,1
1681631940,NaN,NaN,1
1681632000,7.520e-01,NaN,1
1681632060,7.770e-01,NaN,1
1681632120,7.820e-01,NaN,1
1681632180,7.860e-01,NaN,1
1681632240,NaN,NaN,1
1681632300,NaN,NaN,2
1681632360,NaN,NaN,2
1681632420,NaN,NaN,2
1681632480,NaN,NaN,2
1681632540,NaN,2.000e-01,2
1681632600,NaN,2.000e-01,2
1681632660,NaN,2.000e-01,2
1681632720,NaN,2.000e-01,2
1681632780,NaN,2.000e-01,2
1681632840,NaN,NaN,2
1681632900,NaN,NaN,1
1681632960,NaN,NaN,1
1681633020,NaN,NaN,1
1681633080,NaN,NaN,1
1681633140,7.550e-01,NaN,1
1681633200,7.490e-01,NaN,1
1681633260,7.060e-01,NaN,1
1681633320,6.680e-01,NaN,1
1681633380,6.680e-01,NaN,1
1681633440,NaN,NaN,1
1681633500,NaN,NaN,2
1681633560,NaN,NaN,2
1681633620,NaN,NaN,2
1681633680,NaN,NaN,2
1681633740,NaN,2.000e-01,2
1681633800,NaN,2.000e-01,2
1681633860,NaN,2.000e-01,2
1681633920,NaN,2.000e-01,2
1681633980,NaN,2.000e-01,2
1681634040,NaN,NaN,2
1681634100,NaN,NaN,1
1681634160,NaN,NaN,1
1681634220,NaN,NaN,1
1681634280,NaN,NaN,1
1681634340,6.820e-01,NaN,1
1681634400,6.970e-01,NaN,1
1681634460,7.020e-01,NaN,1
1681634520,7.140e-01,NaN,1
1681634580,7.170e-01,NaN,1
1681634640,NaN,NaN,1
1681634700,NaN,NaN,2
1681634760,NaN,NaN,2
1681634820,NaN,NaN,2
1681634880,NaN,NaN,2
1681634940,NaN,2.000e-01,2
1681635000,NaN,2.000e-01,2
1681635060,NaN,2.000e-01,2
1681635120,NaN,2.000e-01,2
1681635180,NaN,2.000e-01,2
1681635240,NaN,NaN,2
1681635300,NaN,NaN,1
1681635360,NaN,NaN,1
1681635420,NaN,NaN,1
1681635480,NaN,NaN,1
1681635540,7.400e-01,NaN,1
1681635600,7.470e-01,NaN,1
1681635660,7.520e-01,NaN,1
1681635720,7.390e-01,NaN,1
1681635780,7.130e-01,NaN,1
1681635840,NaN,NaN,1
1681635900,NaN,NaN,2
1681635960,NaN,NaN,2
1681636020,NaN,NaN,2
1681636080,NaN,NaN,2
1681636140,NaN,2.000e-01,2
1681636200,NaN,2.000e-01,2
1681636260,NaN,2.000e-01,2
1681636320,NaN,2.000e-01,2
1681636380,NaN,2.000e-01,2
1681636440,NaN,2.000e-01,2
1681636500,NaN,NaN,2
1681636560,NaN,NaN,1
1681636620,NaN,NaN,1
1681636680,NaN,NaN,1
1681636740,7.150e-01,NaN,1
1681636800,7.540e-01,NaN,1
1681636860,7.780e-01,NaN,1
1681636920,8.130e-01,NaN,1
1681636980,8.370e-01,NaN,1
1681637040,NaN,NaN,1
1681637100,NaN,NaN,2
1681637160,NaN,NaN,2
1681637220,NaN,NaN,2
1681637280,NaN,NaN,2
1681637340,NaN,2.000e-01,2
1681637400,NaN,2.000e-01,2
1681637460,NaN,2.000e-01,2
1681637520,NaN,2.000e-01,2
1681637580,NaN,2.000e-01,2
1681637640,NaN,2.000e-01,2
1681637700,NaN,NaN,2
1681637760,NaN,NaN,1
1681637820,NaN,NaN,1
1681637880,NaN,NaN,1
1681637940,8.510e-01,NaN,1
1681638000,8.450e-01,NaN,1
1681638060,8.260e-01,NaN,1
1681638120,8.160e-01,NaN,1
1681638180,8.220e-01,NaN,1
1681638240,NaN,NaN,1
1681638300,NaN,NaN,2
1681638360,NaN,NaN,2
1681638420,NaN,NaN,2
1681638480,NaN,NaN,2
1681638540,NaN,2.000e-01,2
1681638600,NaN,2.000e-01,2
1681638660,NaN,2.000e-01,2
1681638720,NaN,2.000e-01,2
1681638780,NaN,2.000e-01,2
1681638840,NaN,2.000e-01,2
1681638900,NaN,NaN,2
1681638960,NaN,NaN,1
1681639020,NaN,NaN,1
1681639080,NaN,NaN,1
1681639140,7.610e-01,NaN,1
1681639200,7.190e-01,NaN,1
1681639260,6.960e-01,NaN,1
1681639320,7.040e-01,NaN,1
1681639380,6.800e-01,NaN,1
1681639440,NaN,NaN,1
1681639500,NaN,NaN,2
1681639560,NaN,NaN,2
1681639620,NaN,NaN,2
1681639680,NaN,NaN,2
1681639740,NaN,2.000e-01,2
1681639800,NaN,2.000e-01,2
1681639860,NaN,2.000e-01,2
1681639920,NaN,2.000e-01,2
1681639980,NaN,2.000e-01,2
1681640040,NaN,2.000e-01,2
1681640100,NaN,NaN,2
1681640160,NaN,NaN,1
1681640220,NaN,NaN,1
1681640280,NaN,NaN,1
1681640340,6.260e-01,NaN,1
1681640400,6.210e-01,NaN,1
1681640460,6.330e-01,NaN,1
1681640520,6.190e-01,NaN,1
1681640580,6.140e-01,NaN,1
1681640640,6.070e-01,NaN,1
1681640700,NaN,NaN,1
1681640760,NaN,NaN,2
1681640820,NaN,NaN,2
1681640880,NaN,NaN,2
1681640940,NaN,2.000e-01,2
1681641000,NaN,2.000e-01,2
1681641060,NaN,2.000e-01,2
1681641120,NaN,2.000e-01,2
1681641180,NaN,2.000e-01,2
1681641240,NaN,2.000e-01,2
1681641300,NaN,NaN,2
1681641360,NaN,NaN,1
1681641420,NaN,NaN,1
1681641480,NaN,NaN,1
1681641540,5.820e-01,NaN,1
1681641600,5.640e-01,NaN,1
1681641660,5.480e-01,NaN,1
1681641720,5.640e-01,NaN,1
1681641780,5.790e-01,NaN,1
1681641840,5.760e-01,NaN,1
1681641900,NaN,NaN,1
1681641960,NaN,NaN,2
1681642020,NaN,NaN,2
1681642080,NaN,NaN,2
1681642140,NaN,2.000e-01,2
1681642200,NaN,2.000e-01,2
1681642260,NaN,2.000e-01,2
1681642320,NaN,2.000e-01,2
1681642380,NaN,2.000e-01,2
1681642440,NaN,2.000e-01,2
1681642500,NaN,NaN,2
1681642560,NaN,NaN,1
1681642620,NaN,NaN,1
1681642680,NaN,NaN,1
1681642740,6.630e-01,NaN,1
1681642800,7.200e-01,NaN,1
1681642860,8.660e-01,NaN,1
1681642920,9.540e-01,NaN,1
1681642980,9.670e-01,NaN,1
1681643040,9.620e-01,NaN,1
1681643100,NaN,NaN,1
1681643160,NaN,NaN,2
1681643220,NaN,NaN,2
1681643280,NaN,NaN,2
1681643340,NaN,2.000e-01,2
1681643400,NaN,2.000e-01,2
1681643460,NaN,2.000e-01,2
1681643520,NaN,2.000e-01,2
1681643580,NaN,2.000e-01,2
1681643640,NaN,2.000e-01,2
1681643700,NaN,NaN,2
1681643760,NaN,NaN,1
1681643820,NaN,NaN,1
1681643880,NaN,NaN,1
1681643940,7.290e-01,NaN,1
1681644000,6.880e-01,NaN,1
1681644060,6.580e-01,NaN,1
1681644120,6.880e-01,NaN,1
1681644180,7.120e-01,NaN,1
1681644240,7.400e-01,NaN,1
1681644300,NaN,NaN,1
1681644360,NaN,NaN,2
1681644420,NaN,NaN,2
1681644480,NaN,NaN,2
1681644540,NaN,2.000e-01,2
1681644600,NaN,2.000e-01,2
1681644660,NaN,2.000e-01,2
1681644720,NaN,2.000e-01,2
1681644780,NaN,2.000e-01,2
1681644840,NaN,2.000e-01,2
1681644900,NaN,NaN,2
1681644960,NaN,NaN,1
1681645020,NaN,NaN,1
1681645080,NaN,NaN,1
1681645140,8.380e-01,NaN,1
1681645200,8.580e-01,NaN,1
1681645260,8.620e-01,NaN,1
1681645320,8.450e-01,NaN,1
1681645380,8.230e-01,NaN,1
1681645440,7.950e-01,NaN,1
1681645500,NaN,NaN,1
1681645560,NaN,NaN,2
1681645620,NaN,NaN,2
1681645680,NaN,NaN,2
1681645740,NaN,2.000e-01,2
1681645800,NaN,2.000e-01,2
1681645860,NaN,2.000e-01,2
1681645920,NaN,2.000e-01,2
1681645980,NaN,2.000e-01,2
1681646040,NaN,2.000e-01,2
1681646100,NaN,NaN,2
1681646160,NaN,NaN,1
1681646220,NaN,NaN,1
1681646280,NaN,NaN,1
1681646340,8.310e-01,NaN,1
1681646400,8.620e-01,NaN,1
1681646460,8.990e-01,NaN,1
1681646520,9.310e-01,NaN,1
1681646580,9.220e-01,NaN,1
1681646640,9.150e-01,NaN,1
1681646700,NaN,NaN,1
1681646760,NaN,NaN,2
1681646820,NaN,NaN,2
1681646880,NaN,NaN,2
1681646940,NaN,2.000e-01,2
1681647000,NaN,2.000e-01,2
1681647060,NaN,2.000e-01,2
1681647120,NaN,2.000e-01,2
1681647180,NaN,2.000e-01,2
1681647240,NaN,2.000e-01,2
1681647300,NaN,NaN,2
1681647360,NaN,NaN,1
1681647420,NaN,NaN,1
1681647480,NaN,NaN,1
1681647540,8.410e-01,NaN,1
1681647600,7.840e-01,NaN,1
1681647660,7.460e-01,NaN,1
1681647720,7.340e-01,NaN,1
1681647780,7.500e-01,NaN,1
1681647840,NaN,NaN,1
1681647900,NaN,NaN,1
1681647960,NaN,NaN,2
1681648020,NaN,NaN,2
1681648080,NaN,NaN,2
1681648140,NaN,2.000e-01,2
1681648200,NaN,2.000e-01,2
1681648260,NaN,2.000e-01,2
1681648320,NaN,2.000e-01,2
1681648380,NaN,2.000e-01,2
1681648440,NaN,2.000e-01,2
1681648500,NaN,NaN,2
1681648560,NaN,NaN,1
1681648620,NaN,NaN,1
1681648680,NaN,NaN,1
1681648740,7.470e-01,NaN,1
1681648800,7.170e-01,NaN,1
1681648860,6.780e-01,NaN,1
1681648920,6.960e-01,NaN,1
1681648980,7.050e-01,NaN,1
1681649040,7.170e-01,NaN,1
1681649100,NaN,NaN,1
1681649160,NaN,NaN,2
1681649220,NaN,NaN,2
1681649280,NaN,NaN,2
1681649340,NaN,2.000e-01,2
1681649400,NaN,2.000e-01,2
1681649460,NaN,2.000e-01,2
1681649520,NaN,2.000e-01,2
1681649580,NaN,2.000e-01,2
1681649640,NaN,2.000e-01,2
1681649700,NaN,NaN,2
1681649760,NaN,NaN,1
1681649820,NaN,NaN,1
1681649880,NaN,NaN,1
1681649940,7.610e-01,NaN,1
1681650000,7.900e-01,NaN,1
1681650060,8.140e-01,NaN,1
1681650120,8.390e-01,NaN,1
