"day_mountain","ch4.day","co.day","co2_ppm.day","h2s.day","so2.day","nox.day","benzene.day","ethene.day","ethane.day","rd_particle_B.day","radon_B.day","radioactivity_ratio.day","wsp_ms.day","co2.day","total_radioactivity.day","wdr_deg.day","wind_SE.day","wind_SW.day","wind_NW.day","wind_bin.day","ch4.night","co.night","co2_ppm.night","h2s.night","so2.night","nox.night","benzene.night","ethene.night","ethane.night","rd_particle_B.night","radon_B.night","radioactivity_ratio.night","wdr_deg.night","wsp_ms.night","co2.night","total_radioactivity.night","wind_SE.night","wind_SW.night","wind_NW.night","wind_bin.night","temp_bb","closest.flare","distToLovi_flare","inv_dist","weighted.count","rhi","esf_bb","n_flare_50","n_flare_30","n_flare_20","n_flare_10","n_flare_5","methane_eq","yearmonth","distToLovi_wells","inv_dist_wells","weighted_count_wells","weighted_monthly_oil","weighted_monthly_gas","monthly_oil","monthly_gas","Factor1.day","Factor2.day","Factor3.day","Factor4.day","Factor5.day","Factor1.night","Factor2.night","Factor3.night","Factor4.night","Factor5.night","flare_wd_day_5","flare_wd_night_5","methane_eq_5","flare_wd_day_10","flare_wd_night_10","methane_eq_10","flare_wd_day_20","flare_wd_night_20","methane_eq_20","flare_wd_day_30","flare_wd_night_30","methane_eq_30","flare_wd_day_50","flare_wd_night_50","methane_eq_50"
2023-05-11,2210.1125,183.3125,424.270833333333,0.457090909090909,NA,15.4134285714286,0.331777777777778,0.538166666666667,45.1352222222222,4.02173913043478,17.8173913043478,7.64857341933429,3.90166666666667,424.270833333333,21.8391304347826,260.713483439974,0,0,0,"W",2168,147.304285714286,424.985714285714,0.506833333333333,NA,9.10328571428571,0.231285714285714,0.235571428571429,33.7442857142857,6.21428571428571,28.1428571428571,6.99980245944532,184.971428571429,2.91285714285714,424.985714285714,34.3571428571429,1,0,0,"S",NA,4.96226018224768,34.8674575505989,0.0450040805638933,4.50040805638933,NA,NA,41,11,10,4,1,0.0617616989317294,"2023-05",6.50752034871208,0.212704125621215,21.2704125621215,348848.906216011,2524796.44941603,2134661,14612847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0.0406335143252537,1,1,0.0492845820515167,1,1,0.0492845820515167,1,2,0.0667665061059413
2023-05-12,2957.63333333333,175.187916666667,431.001666666667,0.6795,NA,21.1472173913043,1.61381818181818,0.825590909090909,212.733363636364,9.0625,21.3333333333333,4.77389356649897,2.63208333333333,431.001666666667,30.3958333333333,90.7305695904492,0,0,0,"E",4145.21428571429,186.921428571429,440.265714285714,1.0674,NA,31.2582857142857,3.87542857142857,1.22957142857143,525.457142857143,7,28.2,8.28876623376623,124.571428571429,1.52,440.265714285714,35.2,0,0,0,"SE",NA,3.53129500144038,33.6239874641534,0.0464837132434367,4.64837132434367,NA,NA,47,16,11,5,1,0.0332776357235979,"2023-05",6.50752034871208,0.212704125621215,21.2704125621215,348848.906216011,2524796.44941603,2134661,14612847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.0229774899702667,2,1,0.0351291264993432,3,1,0.0272114381289323,3,4,0.030996784863486,14,21,0.0447505105210366
2023-05-13,2197.6,156.75875,426.472083333333,0.559913043478261,0.2,5.91758333333333,0.306666666666667,0.303916666666667,36.5670416666667,4.02083333333333,13.3708333333333,5.24831757703081,4.46166666666667,426.472083333333,17.3916666666667,51.9488103885581,0,0,0,"NE",2366.94285714286,189.304285714286,429.542857142857,0.595285714285714,NA,8.99514285714286,0.529428571428571,0.604428571428571,61.8428571428571,2.5,12.3428571428571,7.81,136.642857142857,3.01285714285714,429.542857142857,14.8428571428571,1,0,0,"SE",NA,3.56080892119596,22.1007041220433,0.0919200069298511,9.19200069298511,NA,NA,5,3,3,1,1,0.0146878113642852,"2023-05",6.50752034871208,0.212704125621215,21.2704125621215,348848.906216011,2524796.44941603,2134661,14612847,0.00347536290164587,0.0444375099025944,0.0118737654754254,0.00314910226736292,0.00268981117411309,NA,NA,NA,NA,NA,0,0,0.0146878113642852,0,0,0.0146878113642852,0,0,0.0146878113642852,0,0,0.0146878113642852,0,0,0.0146878113642852
2023-05-14,2154.95833333333,141.8525,427.052916666667,0.883521739130435,NA,4.19208333333333,0.396217391304348,0.160086956521739,35.1906956521739,4.91666666666667,21.7791666666667,9.67678672181123,3.46416666666667,427.052916666667,26.6958333333333,20.8061688832743,0,0,1,"N",2260.31428571429,154.824285714286,429.402857142857,1.97016666666667,NA,5.31871428571429,0.510142857142857,0.281571428571429,41.25,5.07142857142857,26.4571428571429,8.26472062329205,337.285714285714,3.88857142857143,429.402857142857,31.5285714285714,0,0,1,"NW",NA,3.62737014036783,32.8660650829009,0.0447932915489367,4.47932915489367,NA,NA,32,9,8,2,1,0.0323387058420378,"2023-05",6.50752034871208,0.212704125621215,21.2704125621215,348848.906216011,2524796.44941603,2134661,14612847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.0162641251326413,0,0,0.0162641251326413,0,3,0.162060792993846,0,3,0.162060792993846,1,8,0.0538899672871288
2023-05-15,2169.85833333333,156.364166666667,431.069583333333,0.499,0.2,4.61795652173913,0.316681818181818,0.127181818181818,31.7258636363636,4.8125,20.5208333333333,8.89118121780837,3.84041666666667,431.069583333333,25.3333333333333,31.9725609565529,0,0,0,"NE",2239.9,166.188571428571,433.904285714286,0.9694,0.2,6.20285714285714,0.3988,0.2208,28.636,8,22.4571428571429,6.20649014778325,127.928571428571,3.00714285714286,433.904285714286,30.4571428571429,0,0,0,"SE",NA,34.673443659844,40.9027018647514,0.024762366068248,2.4762366068248,NA,NA,3,0,0,0,0,0.0241593870547668,"2023-05",6.50752034871208,0.212704125621215,21.2704125621215,348848.906216011,2524796.44941603,2134661,14612847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0241593870547668
2023-05-16,2506.0625,182.2725,435.534166666667,1.13495652173913,0.2,13.2768333333333,0.715875,0.659083333333333,83.2504166666667,5.97916666666667,25.625,11.0335322541737,1.84208333333333,435.534166666667,31.6041666666667,126.029239718238,0,0,0,"SE",2809.31428571429,165.698571428571,440.69,1.63985714285714,NA,19.0534285714286,1.11914285714286,0.930571428571429,141.112857142857,4.35714285714286,33.2,15.6810884353741,133.171428571429,1.20857142857143,440.69,37.5571428571429,1,0,0,"SE",NA,5.39350347838725,26.345176410537,0.0635921897771794,6.35921897771794,NA,NA,22,12,12,4,0,0.0496113680140087,"2023-05",6.50752034871208,0.212704125621215,21.2704125621215,348848.906216011,2524796.44941603,2134661,14612847,0.0242960679416394,0.0565679139972802,0.0132906915865217,0.0220448165816529,0.000354231882263964,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.0496113680140087
2023-05-17,2820.60416666667,204.620833333333,433.76,0.709826086956522,NA,12.6442916666667,1.06375,0.72345,166.6215,9.35416666666667,19.5875,5.48957842901752,2.72416666666667,433.76,28.9416666666667,157.025207571072,1,0,0,"SE",3628,270.331428571429,444.124285714286,0.864333333333333,NA,25.6365714285714,2.38066666666667,1.39416666666667,351.381666666667,11.7142857142857,24.0428571428571,4.7077265488135,163.471428571429,1.87857142857143,444.124285714286,35.7571428571429,1,0,0,"S",NA,5.21189722438086,35.002067379137,0.0442615068805039,4.42615068805039,NA,NA,30,7,6,3,0,0.0435802412812763,"2023-05",6.50752034871208,0.212704125621215,21.2704125621215,348848.906216011,2524796.44941603,2134661,14612847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,0.0188416869445471,1,1,0.0264561238888677,9,8,0.0572684918061644
2023-05-18,2179.05,160.235,428.4475,0.47,0.642,6.25104347826087,0.279041666666667,0.370041666666667,29.8467916666667,5,19.0125,7.79760497717606,3.09083333333333,428.4475,24.0125,273.116997257983,0,0,0,"W",2164.84285714286,142.787142857143,431.718571428571,0.8888,0.642,5.67828571428571,0.309,0.292571428571429,28.5228571428571,3.92857142857143,25.6857142857143,13.0464399092971,287.828571428571,4.16285714285714,431.718571428571,29.6142857142857,0,0,0,"W",NA,7.25012348027512,27.6253950509973,0.0531265540696073,5.31265540696073,NA,NA,9,4,4,1,0,0.0249328385158112,"2023-05",6.50752034871208,0.212704125621215,21.2704125621215,348848.906216011,2524796.44941603,2134661,14612847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.0249328385158112,0,0,0.0249328385158112,0,0,0.0249328385158112,0,0,0.0251724690933599
2023-05-19,2105.825,153.519166666667,428.082916666667,0.531458333333333,NA,4.72229166666667,0.233391304347826,0.139130434782609,21.3040869565217,5.4375,17.7833333333333,8.51335719762216,4.92166666666667,428.082916666667,23.2208333333333,358.167053762595,0,0,1,"N",2273.71428571429,157.76,431.958571428571,0.816,NA,8.03585714285714,0.369,0.249857142857143,45.7084285714286,6.42857142857143,20.2285714285714,7.84770691182456,287.171428571429,4.44142857142857,431.958571428571,26.6571428571429,0,0,0,"W",NA,3.66070933220212,37.7033710966471,0.0385391185195432,3.85391185195432,NA,NA,35,4,3,2,1,0.0274372942073933,"2023-05",6.50752034871208,0.212704125621215,21.2704125621215,348848.906216011,2524796.44941603,2134661,14612847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0.0196212659864459,0,0,0.0211986670626195,7,0,0.0305099174398015
2023-05-20,2163.06666666667,262.147083333333,430.095833333333,0.461695652173913,NA,4.97716666666667,0.422772727272727,0.265090909090909,29.9009090909091,5.27083333333333,17.2375,7.53502331610884,2.83916666666667,430.095833333333,22.5083333333333,37.2716827511549,0,0,0,"NE",2200.91428571429,240.625714285714,430.412857142857,0.722333333333333,NA,2.96585714285714,0.409285714285714,0.264857142857143,30.0014285714286,7.14285714285714,13.2,3.3171201814059,77.4857142857143,4.60142857142857,430.412857142857,20.3428571428571,0,0,0,"E",NA,36.9636623041614,39.0193435210447,0.0256652108979607,2.56652108979607,NA,NA,9,0,0,0,0,0.0414044035693725,"2023-05",6.50752034871208,0.212704125621215,21.2704125621215,348848.906216011,2524796.44941603,2134661,14612847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.0442964193471183
2023-05-21,2990.29166666667,234.021666666667,436.825416666667,0.469818181818182,0.2,10.4603913043478,0.8275,0.758208333333333,136.54125,7.91666666666667,18.6625,6.12818321961933,2.42208333333333,436.825416666667,26.5791666666667,176.805067077198,1,0,0,"S",2691.77142857143,256.338571428571,443.625714285714,0.68,0.2,10.8781428571429,1.10614285714286,0.576285714285714,94.19,10.1428571428571,25.0285714285714,3.85800214377506,243.985714285714,1.69,443.625714285714,35.1714285714286,0,1,0,"SW",NA,37.0065685448775,39.0077262349304,0.0257665872950561,2.57665872950561,NA,NA,7,0,0,0,0,0.0625273461421237,"2023-05",6.50752034871208,0.212704125621215,21.2704125621215,348848.906216011,2524796.44941603,2134661,14612847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0638951186281866
2023-05-22,2415.09166666667,154.0725,429.597083333333,0.518,NA,10.2389583333333,0.457,0.554454545454545,69.5104545454546,9.33333333333333,18.7833333333333,4.55123212676061,3.19416666666667,429.597083333333,28.1166666666667,146.718895703325,1,0,0,"SE",2675.24285714286,154.634285714286,435.378571428571,0.630857142857143,NA,15.873,0.629142857142857,0.775857142857143,104.337142857143,7.78571428571429,16.7714285714286,5.69843346506684,157.028571428571,1.96714285714286,435.378571428571,24.5571428571429,1,0,0,"SE",NA,3.295315163698,37.7649604027179,0.0411909455719052,4.11909455719052,NA,NA,33,6,5,2,1,0.0433618423379787,"2023-05",6.50752034871208,0.212704125621215,21.2704125621215,348848.906216011,2524796.44941603,2134661,14612847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.0162939659373582,0,1,0.0162939659373582,3,4,0.0309121762374575,4,5,0.0309121762374575,11,10,0.0470402425909771
2023-05-23,2695.15833333333,176.050833333333,436.71125,0.570739130434783,NA,18.085125,0.94335,0.92895,125.7316,8.375,20.8625,6.70617906937559,2.08541666666667,436.71125,29.2375,147.419898171863,1,0,0,"SE",3271.94285714286,241.928571428571,450.235714285714,0.800166666666667,NA,26.7434285714286,1.31816666666667,1.516,195.2,9.71428571428571,28.7714285714286,11.6210222467365,195.328571428571,2.01,450.235714285714,38.4857142857143,0,0,0,"S",NA,3.74573923038782,37.6600921550088,0.0360239347959519,3.60239347959519,NA,NA,45,9,4,2,1,0.0256917703834841,"2023-05",6.50752034871208,0.212704125621215,21.2704125621215,348848.906216011,2524796.44941603,2134661,14612847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.0211347972889296,0,1,0.0211347972889296,0,1,0.0211347972889296,4,1,0.0211347972889296,17,4,0.0418711298072149
2023-05-24,2404.15,180.0225,428.60125,0.952227272727273,0.2,7.87926086956522,0.814318181818182,0.854636363636364,76.2563636363636,8.60416666666667,15.85,4.02020919062898,3.87125,428.60125,24.4541666666667,105.190871616125,0,0,0,"E",2910.48571428571,173.162857142857,434.561428571429,1.9718,0.2,14.4527142857143,1.182,0.680142857142857,161.077142857143,9.92857142857143,22.0571428571429,3.18426500964758,149.528571428571,2.83428571428571,434.561428571429,31.9857142857143,1,0,0,"SE",NA,10.9406442917264,34.373425965836,0.03640632617004,3.640632617004,NA,NA,28,8,6,0,0,0.0403405912524465,"2023-05",6.50752034871208,0.212704125621215,21.2704125621215,348848.906216011,2524796.44941603,2134661,14612847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,2,2,0.0395106060265931,3,3,0.0435588488345,10,11,0.0399282608689245
2023-05-25,2163.42083333333,158.694347826087,422.870833333333,0.736608695652174,NA,4.589125,0.282047619047619,0.262047619047619,33.312380952381,4.6875,9.24166666666667,4.19341687315952,5.22458333333333,422.870833333333,13.9291666666667,135.171099112701,1,0,0,"SE",2256.94285714286,142.01,423.881428571429,0.968,NA,5.73128571428571,0.468428571428571,0.339714285714286,52.7371428571429,4.28571428571429,10.2714285714286,5.97886427298192,114.614285714286,4.94428571428571,423.881428571429,14.5571428571429,0,0,0,"SE",NA,12.6944331530509,39.4954746440654,0.0275968594366779,2.75968594366779,NA,NA,20,1,1,0,0,0.0320754882254159,"2023-05",6.50752034871208,0.212704125621215,21.2704125621215,348848.906216011,2524796.44941603,2134661,14612847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,1,0,7,11,0.0410831400452594
2023-05-26,2174.45416666667,177.302083333333,421.139166666667,0.540434782608696,NA,4.94166666666667,0.223875,0.28475,24.8458333333333,4.64583333333333,10.6416666666667,4.32632813627912,4.83583333333333,421.139166666667,15.2875,129.218577469365,1,0,0,"SE",2238.37142857143,163.491428571429,422.69,0.556666666666667,NA,7.40742857142857,0.261,0.356714285714286,30.9142857142857,3.92857142857143,13.2285714285714,5.89631035631036,144.257142857143,4.44142857142857,422.69,17.1571428571429,1,0,0,"SE",NA,5.94971629007858,33.0041132528683,0.0443858207932498,4.43858207932498,NA,NA,27,7,7,3,0,0.0372007599966454,"2023-05",6.50752034871208,0.212704125621215,21.2704125621215,348848.906216011,2524796.44941603,2134661,14612847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0.0455618695029288,1,1,0.0455618695029288,1,1,0.0455618695029288,7,7,0.0424942202633989
2023-05-27,2444.75416666667,176.78,422.15625,0.395909090909091,0.2,6.81613043478261,0.441652173913043,0.486434782608696,64.945652173913,5.97916666666667,11.9583333333333,4.83830862163523,3.77291666666667,422.15625,17.9375,149.348110441624,1,0,0,"SE",2762.54285714286,227.838571428571,422.43,0.3996,0.2,8.70528571428571,0.51,0.707142857142857,101.671428571429,6.35714285714286,15.5571428571429,8.11438276009705,153.357142857143,3.17857142857143,422.43,21.9142857142857,1,0,0,"SE",NA,11.644487872964,34.1041191840785,0.0376585746618126,3.76585746618126,NA,NA,17,4,4,0,0,0.0454201810228061,"2023-05",6.50752034871208,0.212704125621215,21.2704125621215,348848.906216011,2524796.44941603,2134661,14612847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0.0454201810228061,0,0,0.0454201810228061,9,8,0.0438554341427409
2023-05-28,2799.3375,166.084166666667,431.52375,1.36570833333333,0.47675,18.5203333333333,0.885454545454545,1.063,139.131409090909,6.8125,16.1291666666667,4.12585564209077,3.00375,431.52375,22.9416666666667,204.239542226159,0,0,0,"SW",3688.17142857143,211.874285714286,442.23,1.895,NA,19.113,1.60042857142857,1.51042857142857,283.042857142857,8.78571428571429,21.3571428571429,2.7338004167929,146.942857142857,1.56285714285714,442.23,30.1428571428571,1,0,0,"SE",NA,15.6926479045957,35.4565670869135,0.0332460480808665,3.32460480808665,NA,NA,10,3,3,0,0,0.0562273975286285,"2023-05",6.50752034871208,0.212704125621215,21.2704125621215,348848.906216011,2524796.44941603,2134661,14612847,0.00437158320045229,0.0271140859448387,0.00615380995127873,0.0161230151362747,0.0161907106953385,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0.082711546839439,0,0,0.082711546839439,0,2,0.0572288223426947
