"Compound","Radius","Wind Direction","Adj R-sq","Significant_Variables"
"ethene",20,"SE,SW",0.4,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, wind_SE.night"
"ethene",20,"SE,NW",0.4,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, wind_SE.night"
"ethene",20,"SW,NW",0.37,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, wind_SW.night, wind_NW.night"
"ethene",20,"SE,SW,NW",0.4,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, wind_SE.night"
"ethene",30,"SE",0.4,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, wind_SE.night"
"ethene",30,"SW",0.35,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, wind_SW.night"
"ethene",30,"NW",0.35,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, wind_NW.night"
"ethene",30,"SE,SW",0.4,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, wind_SE.night"
"ethene",30,"SE,NW",0.4,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, wind_SE.night"
"ethene",30,"SW,NW",0.37,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, wind_SW.night, wind_NW.night"
"ethene",30,"SE,SW,NW",0.4,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, wind_SE.night"
"ethene",50,"SE",0.4,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, wind_SE.night"
"ethene",50,"SW",0.36,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, wind_SW.night"
"ethene",50,"NW",0.35,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, wind_NW.night"
"ethene",50,"SE,SW",0.4,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, wind_SE.night"
"ethene",50,"SE,NW",0.4,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, wind_SE.night"
"ethene",50,"SW,NW",0.37,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, wind_SW.night, wind_NW.night"
"ethene",50,"SE,SW,NW",0.4,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, wind_SE.night"
"total_radioactivity",5,"SE",0.48,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, wind_SE.night"
"total_radioactivity",5,"SW",0.44,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, n_flare_5"
"total_radioactivity",5,"NW",0.49,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, wind_NW.night"
"total_radioactivity",5,"SE,SW",0.48,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, wind_SE.night"
"total_radioactivity",5,"SE,NW",0.51,"(Intercept), wsp_ms.night, weighted_monthly_oil, wind_SE.night, wind_NW.night"
"total_radioactivity",5,"SW,NW",0.49,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, wind_NW.night"
"total_radioactivity",5,"SE,SW,NW",0.51,"(Intercept), wsp_ms.night, weighted_monthly_oil, wind_SE.night, wind_NW.night"
"total_radioactivity",10,"SE",0.48,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, wind_SE.night, n_flare_10"
"total_radioactivity",10,"SW",0.45,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, n_flare_10"
"total_radioactivity",10,"NW",0.5,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, wind_NW.night, n_flare_10"
"total_radioactivity",10,"SE,SW",0.48,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, wind_SE.night, n_flare_10"
"total_radioactivity",10,"SE,NW",0.52,"(Intercept), wsp_ms.night, weighted_monthly_oil, wind_SE.night, wind_NW.night, n_flare_10"
"total_radioactivity",10,"SW,NW",0.5,"(Intercept), wsp_ms.night, weighted_monthly_oil, wind_NW.night, n_flare_10"
"total_radioactivity",10,"SE,SW,NW",0.51,"(Intercept), wsp_ms.night, weighted_monthly_oil, wind_SE.night, wind_NW.night, n_flare_10"
"total_radioactivity",20,"SE",0.48,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, wind_SE.night"
"total_radioactivity",20,"SW",0.44,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas"
"total_radioactivity",20,"NW",0.49,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, wind_NW.night"
"total_radioactivity",20,"SE,SW",0.48,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, wind_SE.night"
"total_radioactivity",20,"SE,NW",0.51,"(Intercept), wsp_ms.night, weighted_monthly_oil, wind_SE.night, wind_NW.night"
"total_radioactivity",20,"SW,NW",0.49,"(Intercept), wsp_ms.night, weighted_monthly_oil, wind_NW.night"
"total_radioactivity",20,"SE,SW,NW",0.51,"(Intercept), wsp_ms.night, weighted_monthly_oil, wind_SE.night, wind_NW.night"
"total_radioactivity",30,"SE",0.48,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, wind_SE.night"
"total_radioactivity",30,"SW",0.44,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas"
"total_radioactivity",30,"NW",0.49,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, wind_NW.night"
"total_radioactivity",30,"SE,SW",0.48,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, wind_SE.night"
"total_radioactivity",30,"SE,NW",0.51,"(Intercept), wsp_ms.night, weighted_monthly_oil, wind_SE.night, wind_NW.night"
"total_radioactivity",30,"SW,NW",0.49,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, wind_NW.night"
"total_radioactivity",30,"SE,SW,NW",0.51,"(Intercept), wsp_ms.night, weighted_monthly_oil, wind_SE.night, wind_NW.night"
"total_radioactivity",50,"SE",0.48,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, wind_SE.night, n_flare_50"
"total_radioactivity",50,"SW",0.45,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, n_flare_50"
"total_radioactivity",50,"NW",0.5,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, wind_NW.night, n_flare_50"
"total_radioactivity",50,"SE,SW",0.49,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, wind_SE.night, n_flare_50"
"total_radioactivity",50,"SE,NW",0.52,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, wind_SE.night, wind_NW.night, n_flare_50"
"total_radioactivity",50,"SW,NW",0.5,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, wind_NW.night, n_flare_50"
"total_radioactivity",50,"SE,SW,NW",0.52,"(Intercept), wsp_ms.night, weighted_monthly_oil, weighted_monthly_gas, wind_SE.night, wind_NW.night, n_flare_50"
"Factor1",5,"SE",0.36,"wsp_ms.night, weighted_monthly_gas, wind_SE.night, n_flare_5"
"Factor1",5,"SW",0.34,"wsp_ms.night, weighted_monthly_gas, n_flare_5"
"Factor1",5,"NW",0.34,"wsp_ms.night, weighted_monthly_gas"
"Factor1",5,"SE,SW",0.36,"wsp_ms.night, weighted_monthly_gas, wind_SE.night, n_flare_5"
"Factor1",5,"SE,NW",0.36,"wsp_ms.night, weighted_monthly_gas, wind_SE.night, n_flare_5"
"Factor1",5,"SW,NW",0.34,"wsp_ms.night, weighted_monthly_gas"
"Factor1",5,"SE,SW,NW",0.36,"wsp_ms.night, weighted_monthly_gas, wind_SE.night, n_flare_5"
"Factor1",10,"SE",0.35,"wsp_ms.night, weighted_monthly_gas, wind_SE.night"
"Factor1",10,"SW",0.34,"wsp_ms.night, weighted_monthly_gas"
"Factor1",10,"NW",0.34,"wsp_ms.night, weighted_monthly_gas"
"Factor1",10,"SE,SW",0.35,"wsp_ms.night, weighted_monthly_gas, wind_SE.night"
"Factor1",10,"SE,NW",0.36,"wsp_ms.night, weighted_monthly_gas, wind_SE.night"
"Factor1",10,"SW,NW",0.34,"wsp_ms.night, weighted_monthly_gas"
"Factor1",10,"SE,SW,NW",0.35,"wsp_ms.night, weighted_monthly_gas, wind_SE.night"
"Factor1",20,"SE",0.35,"wsp_ms.night, weighted_monthly_gas, wind_SE.night"
"Factor1",20,"SW",0.33,"wsp_ms.night, weighted_monthly_gas"
"Factor1",20,"NW",0.33,"wsp_ms.night, weighted_monthly_gas"
"Factor1",20,"SE,SW",0.35,"wsp_ms.night, weighted_monthly_gas, wind_SE.night"
"Factor1",20,"SE,NW",0.35,"wsp_ms.night, weighted_monthly_gas, wind_SE.night"
"Factor1",20,"SW,NW",0.33,"wsp_ms.night, weighted_monthly_gas"
"Factor1",20,"SE,SW,NW",0.35,"wsp_ms.night, weighted_monthly_gas, wind_SE.night"
"Factor1",30,"SE",0.35,"wsp_ms.night, weighted_monthly_gas, wind_SE.night"
"Factor1",30,"SW",0.33,"wsp_ms.night, weighted_monthly_gas"
"Factor1",30,"NW",0.33,"wsp_ms.night, weighted_monthly_gas"
"Factor1",30,"SE,SW",0.34,"wsp_ms.night, weighted_monthly_gas, wind_SE.night"
"Factor1",30,"SE,NW",0.35,"wsp_ms.night, weighted_monthly_gas, wind_SE.night"
"Factor1",30,"SW,NW",0.33,"wsp_ms.night, weighted_monthly_gas"
"Factor1",30,"SE,SW,NW",0.35,"wsp_ms.night, weighted_monthly_gas, wind_SE.night"
"Factor1",50,"SE",0.35,"wsp_ms.night, weighted_monthly_gas, wind_SE.night"
"Factor1",50,"SW",0.33,"wsp_ms.night, weighted_monthly_gas"
"Factor1",50,"NW",0.33,"wsp_ms.night, weighted_monthly_gas"
"Factor1",50,"SE,SW",0.34,"wsp_ms.night, weighted_monthly_gas, wind_SE.night"
"Factor1",50,"SE,NW",0.35,"wsp_ms.night, weighted_monthly_gas, wind_SE.night"
"Factor1",50,"SW,NW",0.33,"wsp_ms.night, weighted_monthly_gas"
"Factor1",50,"SE,SW,NW",0.35,"wsp_ms.night, weighted_monthly_gas, wind_SE.night"
"Factor2",5,"SE",0.08,"(Intercept), wsp_ms.night"
"Factor2",5,"SW",0.08,"(Intercept), wsp_ms.night"
"Factor2",5,"NW",0.08,"(Intercept), wsp_ms.night"
"Factor2",5,"SE,SW",0.07,"(Intercept), wsp_ms.night"
"Factor2",5,"SE,NW",0.08,"(Intercept), wsp_ms.night"
"Factor2",5,"SW,NW",0.08,"(Intercept), wsp_ms.night"
"Factor2",5,"SE,SW,NW",0.07,"(Intercept), wsp_ms.night"
"Factor2",10,"SE",0.07,"(Intercept), wsp_ms.night"
"Factor2",10,"SW",0.07,"(Intercept), wsp_ms.night"
"Factor2",10,"NW",0.08,"(Intercept), wsp_ms.night"
"Factor2",10,"SE,SW",0.07,"(Intercept), wsp_ms.night"
"Factor2",10,"SE,NW",0.07,"(Intercept), wsp_ms.night"
"Factor2",10,"SW,NW",0.07,"(Intercept), wsp_ms.night"
"Factor2",10,"SE,SW,NW",0.07,"(Intercept), wsp_ms.night"
"Factor2",20,"SE",0.07,"(Intercept), wsp_ms.night"
"Factor2",20,"SW",0.07,"(Intercept), wsp_ms.night"
"Factor2",20,"NW",0.08,"(Intercept), wsp_ms.night"
"Factor2",20,"SE,SW",0.07,"(Intercept), wsp_ms.night"
"Factor2",20,"SE,NW",0.07,"(Intercept), wsp_ms.night"
"Factor2",20,"SW,NW",0.07,"(Intercept), wsp_ms.night"
"Factor2",20,"SE,SW,NW",0.07,"(Intercept), wsp_ms.night"
"Factor2",30,"SE",0.07,"(Intercept), wsp_ms.night"
"Factor2",30,"SW",0.07,"(Intercept), wsp_ms.night"
"Factor2",30,"NW",0.08,"(Intercept), wsp_ms.night"
"Factor2",30,"SE,SW",0.07,"(Intercept), wsp_ms.night"
"Factor2",30,"SE,NW",0.07,"(Intercept), wsp_ms.night"
"Factor2",30,"SW,NW",0.07,"(Intercept), wsp_ms.night"
"Factor2",30,"SE,SW,NW",0.07,"(Intercept), wsp_ms.night"
"Factor2",50,"SE",0.09,"(Intercept), wsp_ms.night, n_flare_50"
"Factor2",50,"SW",0.09,"(Intercept), wsp_ms.night, n_flare_50"
"Factor2",50,"NW",0.1,"(Intercept), wsp_ms.night, n_flare_50"
"Factor2",50,"SE,SW",0.09,"(Intercept), wsp_ms.night, n_flare_50"
"Factor2",50,"SE,NW",0.09,"(Intercept), wsp_ms.night, n_flare_50"
"Factor2",50,"SW,NW",0.09,"(Intercept), wsp_ms.night, n_flare_50"
"Factor2",50,"SE,SW,NW",0.09,"(Intercept), wsp_ms.night, n_flare_50"
"Factor3",5,"SE",0.43,"wsp_ms.night, weighted_monthly_oil"
"Factor3",5,"SW",0.42,"wsp_ms.night, weighted_monthly_oil"
"Factor3",5,"NW",0.43,"wsp_ms.night, weighted_monthly_oil"
"Factor3",5,"SE,SW",0.43,"wsp_ms.night, weighted_monthly_oil"
"Factor3",5,"SE,NW",0.43,"wsp_ms.night, weighted_monthly_oil"
"Factor3",5,"SW,NW",0.43,"wsp_ms.night, weighted_monthly_oil"
"Factor3",5,"SE,SW,NW",0.43,"wsp_ms.night, weighted_monthly_oil"
"Factor3",10,"SE",0.43,"wsp_ms.night, weighted_monthly_oil"
"Factor3",10,"SW",0.42,"wsp_ms.night, weighted_monthly_oil"
"Factor3",10,"NW",0.43,"wsp_ms.night, weighted_monthly_oil"
"Factor3",10,"SE,SW",0.42,"wsp_ms.night, weighted_monthly_oil"
"Factor3",10,"SE,NW",0.43,"wsp_ms.night, weighted_monthly_oil"
"Factor3",10,"SW,NW",0.43,"wsp_ms.night, weighted_monthly_oil"
"Factor3",10,"SE,SW,NW",0.43,"wsp_ms.night, weighted_monthly_oil"
"Factor3",20,"SE",0.43,"wsp_ms.night, weighted_monthly_oil"
"Factor3",20,"SW",0.42,"wsp_ms.night, weighted_monthly_oil"
"Factor3",20,"NW",0.43,"wsp_ms.night, weighted_monthly_oil"
"Factor3",20,"SE,SW",0.42,"wsp_ms.night, weighted_monthly_oil"
"Factor3",20,"SE,NW",0.43,"wsp_ms.night, weighted_monthly_oil"
"Factor3",20,"SW,NW",0.43,"wsp_ms.night, weighted_monthly_oil"
"Factor3",20,"SE,SW,NW",0.43,"wsp_ms.night, weighted_monthly_oil"
"Factor3",30,"SE",0.43,"wsp_ms.night, weighted_monthly_oil"
"Factor3",30,"SW",0.42,"wsp_ms.night, weighted_monthly_oil"
"Factor3",30,"NW",0.43,"wsp_ms.night, weighted_monthly_oil"
"Factor3",30,"SE,SW",0.42,"wsp_ms.night, weighted_monthly_oil"
"Factor3",30,"SE,NW",0.43,"wsp_ms.night, weighted_monthly_oil"
"Factor3",30,"SW,NW",0.43,"wsp_ms.night, weighted_monthly_oil"
"Factor3",30,"SE,SW,NW",0.43,"wsp_ms.night, weighted_monthly_oil"
"Factor3",50,"SE",0.43,"wsp_ms.night, weighted_monthly_oil"
"Factor3",50,"SW",0.42,"wsp_ms.night, weighted_monthly_oil"
"Factor3",50,"NW",0.43,"wsp_ms.night, weighted_monthly_oil"
"Factor3",50,"SE,SW",0.42,"wsp_ms.night, weighted_monthly_oil"
"Factor3",50,"SE,NW",0.43,"wsp_ms.night, weighted_monthly_oil"
"Factor3",50,"SW,NW",0.43,"wsp_ms.night, weighted_monthly_oil"
"Factor3",50,"SE,SW,NW",0.43,"wsp_ms.night, weighted_monthly_oil"
"Factor4",5,"SE",0.35,"wsp_ms.night, weighted_monthly_oil, wind_SE.night, n_flare_5"
"Factor4",5,"SW",0.29,"(Intercept), wsp_ms.night, weighted_monthly_oil"
"Factor4",5,"NW",0.31,"wsp_ms.night, weighted_monthly_oil, wind_NW.night, n_flare_5"
"Factor4",5,"SE,SW",0.35,"wsp_ms.night, weighted_monthly_oil, wind_SE.night, n_flare_5"
"Factor4",5,"SE,NW",0.36,"wsp_ms.night, weighted_monthly_oil, wind_SE.night, n_flare_5"
"Factor4",5,"SW,NW",0.31,"wsp_ms.night, weighted_monthly_oil, wind_NW.night, n_flare_5"
"Factor4",5,"SE,SW,NW",0.36,"wsp_ms.night, weighted_monthly_oil, wind_SE.night, n_flare_5"
"Factor4",10,"SE",0.34,"wsp_ms.night, weighted_monthly_oil, wind_SE.night"
"Factor4",10,"SW",0.29,"(Intercept), wsp_ms.night, weighted_monthly_oil"
"Factor4",10,"NW",0.3,"wsp_ms.night, weighted_monthly_oil, wind_NW.night"
"Factor4",10,"SE,SW",0.34,"wsp_ms.night, weighted_monthly_oil, wind_SE.night"
"Factor4",10,"SE,NW",0.34,"wsp_ms.night, weighted_monthly_oil, wind_SE.night"
"Factor4",10,"SW,NW",0.3,"wsp_ms.night, weighted_monthly_oil, wind_NW.night"
"Factor4",10,"SE,SW,NW",0.34,"wsp_ms.night, weighted_monthly_oil, wind_SE.night"
"Factor4",20,"SE",0.34,"wsp_ms.night, weighted_monthly_oil, wind_SE.night"
"Factor4",20,"SW",0.29,"(Intercept), wsp_ms.night, weighted_monthly_oil"
"Factor4",20,"NW",0.3,"wsp_ms.night, weighted_monthly_oil, wind_NW.night"
"Factor4",20,"SE,SW",0.34,"wsp_ms.night, weighted_monthly_oil, wind_SE.night"
"Factor4",20,"SE,NW",0.34,"wsp_ms.night, weighted_monthly_oil, wind_SE.night"
"Factor4",20,"SW,NW",0.3,"wsp_ms.night, weighted_monthly_oil, wind_NW.night"
"Factor4",20,"SE,SW,NW",0.34,"wsp_ms.night, weighted_monthly_oil, wind_SE.night"
"Factor4",30,"SE",0.34,"wsp_ms.night, weighted_monthly_oil, wind_SE.night"
"Factor4",30,"SW",0.29,"(Intercept), wsp_ms.night, weighted_monthly_oil"
"Factor4",30,"NW",0.3,"wsp_ms.night, weighted_monthly_oil, wind_NW.night"
"Factor4",30,"SE,SW",0.34,"wsp_ms.night, weighted_monthly_oil, wind_SE.night"
"Factor4",30,"SE,NW",0.34,"wsp_ms.night, weighted_monthly_oil, wind_SE.night"
"Factor4",30,"SW,NW",0.3,"wsp_ms.night, weighted_monthly_oil, wind_NW.night"
"Factor4",30,"SE,SW,NW",0.34,"wsp_ms.night, weighted_monthly_oil, wind_SE.night"
"Factor4",50,"SE",0.34,"wsp_ms.night, weighted_monthly_oil, wind_SE.night"
"Factor4",50,"SW",0.29,"(Intercept), wsp_ms.night, weighted_monthly_oil"
"Factor4",50,"NW",0.3,"wsp_ms.night, weighted_monthly_oil, wind_NW.night"
"Factor4",50,"SE,SW",0.34,"wsp_ms.night, weighted_monthly_oil, wind_SE.night"
"Factor4",50,"SE,NW",0.34,"wsp_ms.night, weighted_monthly_oil, wind_SE.night"
"Factor4",50,"SW,NW",0.3,"wsp_ms.night, weighted_monthly_oil, wind_NW.night"
"Factor4",50,"SE,SW,NW",0.34,"wsp_ms.night, weighted_monthly_oil, wind_SE.night"
"Factor5",5,"SE",0.03,"wsp_ms.night"
"Factor5",5,"SW",0.03,""
"Factor5",5,"NW",0.05,"wsp_ms.night, wind_NW.night"
"Factor5",5,"SE,SW",0.03,"wsp_ms.night"
"Factor5",5,"SE,NW",0.05,"wsp_ms.night, wind_NW.night"
"Factor5",5,"SW,NW",0.05,"wsp_ms.night, wind_NW.night"
"Factor5",5,"SE,SW,NW",0.05,"wsp_ms.night, wind_NW.night"
"Factor5",10,"SE",0.05,"n_flare_10"
"Factor5",10,"SW",0.05,"weighted_monthly_gas, n_flare_10"
"Factor5",10,"NW",0.07,"wsp_ms.night, wind_NW.night, n_flare_10"
"Factor5",10,"SE,SW",0.04,"n_flare_10"
"Factor5",10,"SE,NW",0.06,"wsp_ms.night, wind_NW.night, n_flare_10"
"Factor5",10,"SW,NW",0.06,"wsp_ms.night, wind_NW.night, n_flare_10"
"Factor5",10,"SE,SW,NW",0.06,"wsp_ms.night, wind_NW.night, n_flare_10"
"Factor5",20,"SE",0.02,"wsp_ms.night"
"Factor5",20,"SW",0.02,"wsp_ms.night"
"Factor5",20,"NW",0.05,"wsp_ms.night, wind_NW.night"
"Factor5",20,"SE,SW",0.02,"wsp_ms.night"
"Factor5",20,"SE,NW",0.04,"wsp_ms.night, wind_NW.night"
"Factor5",20,"SW,NW",0.04,"wsp_ms.night, wind_NW.night"
"Factor5",20,"SE,SW,NW",0.04,"wsp_ms.night, wind_NW.night"
"Factor5",30,"SE",0.02,"wsp_ms.night"
"Factor5",30,"SW",0.02,"wsp_ms.night"
"Factor5",30,"NW",0.05,"wsp_ms.night, wind_NW.night"
"Factor5",30,"SE,SW",0.02,"wsp_ms.night"
"Factor5",30,"SE,NW",0.04,"wsp_ms.night, wind_NW.night"
"Factor5",30,"SW,NW",0.04,"wsp_ms.night, wind_NW.night"
"Factor5",30,"SE,SW,NW",0.04,"wsp_ms.night, wind_NW.night"
"Factor5",50,"SE",0.02,"wsp_ms.night"
"Factor5",50,"SW",0.02,""
"Factor5",50,"NW",0.05,"wsp_ms.night, wind_NW.night"
"Factor5",50,"SE,SW",0.02,"wsp_ms.night"
"Factor5",50,"SE,NW",0.04,"wsp_ms.night, wind_NW.night"
"Factor5",50,"SW,NW",0.04,"wsp_ms.night, wind_NW.night"
"Factor5",50,"SE,SW,NW",0.04,"wsp_ms.night, wind_NW.night"
