Station:5ZR Carlsbad -  , Date Time                 , Solar Rad , Temp_2m  , Temp_10  , Delta_T  , Wind Speed S , Wind Dir S , Sigma    , Wind Max , O3       , PM25     , NOXppb   , NOppb    , NO2ppb  
 ,                           , w/m2     , DegC     , DegC     , DegC     , m/s      , Deg      , Deg      , m/s      , ppm      , ug/m3L   , ppb      , ppb      , ppb     
 , 4/14/2023 12:00 AM        ,0,20.6,21.2,0.5,5.2,256.5,7.2,7.8,0.047,          ,0,0,0
 , 4/14/2023 1:00 AM         ,0,20.4,20.8,0.3,5.1,256.6,8.2,8,0.048,          ,0,0,0
 , 4/14/2023 2:00 AM         ,0,20.8,21.4,0.6,5.6,253.1,9.7,9.5,0.05,          ,0,0,0
 , 4/14/2023 3:00 AM         ,0,20.6,21,0.4,5.3,257.6,14.4,10.3,0.05,          ,0,0,0
 , 4/14/2023 4:00 AM         ,0,19.1,19.5,0.3,5.7,273.2,7.3,10.3,0.048,          ,0,0,0
 , 4/14/2023 5:00 AM         ,18.1,18.5,18.7,0.1,6.1,279.3,7.6,11.3,0.047,          ,0,0,0
 , 4/14/2023 6:00 AM         ,182.8,19.5,20.3,0.8,8.3,266.1,10.9,11.9,0.048,          ,0,0,0
 , 4/14/2023 7:00 AM         ,405.6,20.8,21.5,0.7,8.9,272.6,9.6,14.5,0.051,          ,1,0,0
 , 4/14/2023 8:00 AM         ,613.3,22.3,23.2,0.9,7.6,261.1,14.3,14.7,0.054,          ,0,0,0
 , 4/14/2023 9:00 AM         ,783.2,23.6,24.5,0.8,8.7,256.8,12.3,14.3,0.056,          ,1,0,0
 , 4/14/2023 10:00 AM        ,902.6,24.9,25.6,0.7,10.8,263.3,11.6,16.5,0.058,          ,0,0,0
 , 4/14/2023 11:00 AM        ,957.2,25.6,26.4,0.8,10.3,255.7,12.8,17.4,0.057,          ,0,0,0
 , 4/14/2023 12:00 PM        ,947,26.5,27.5,0.9,8.6,248.7,18.1,14.2,0.059,          ,0,0,0
 , 4/14/2023 1:00 PM         ,876.3,27,27.8,0.8,9.3,236.6,14.6,14.7,0.06,          ,0,0,0
 , 4/14/2023 2:00 PM         ,728.2,27.2,28,0.8,9,235.2,15,15.7,0.061,          ,0,0,0
 , 4/14/2023 3:00 PM         ,384.9,26.6,27.3,0.7,8.8,232.9,13.1,14.7,0.06,          ,0,0,0
 , 4/14/2023 4:00 PM         ,173.3,25.7,26.2,0.4,8.4,228.4,10.7,15.3,0.06,          ,0,0,0
 , 4/14/2023 5:00 PM         ,185.4,26,26.7,0.6,7.5,242,15.6,13.3,0.059,          ,0,0,0
 , 4/14/2023 6:00 PM         ,8.7,24,24.4,0.4,5.2,258.2,10.1,10.8,0.055,          ,0,0,0
 , 4/14/2023 7:00 PM         ,0,21.2,21.5,0.2,2.7,258.4,8.3,4.7,0.051,          ,0,0,0
 , 4/14/2023 8:00 PM         ,0,18.7,20.2,1.5,2.6,255.2,6.3,3.3,0.047,          ,0,0,0
 , 4/14/2023 9:00 PM         ,0,18.9,19.9,1,3.9,256,7.7,5.4,0.047,          ,0,0,0
 , 4/14/2023 10:00 PM        ,0,19.6,20.3,0.6,4.8,260.8,9.2,6.9,0.048,          ,0,0,0
 , 4/14/2023 11:00 PM        ,0,20.4,20.5,0,6.7,274.6,8.6,10.1,0.049,          ,0,0,0
 , 4/15/2023 12:00 AM        ,0,20.2,20.7,0.5,6.9,269.4,8.6,9.3,0.051,          ,0,0,0
 , 4/15/2023 1:00 AM         ,0,19.5,20,0.5,7.5,267.7,5.4,10.6,0.052,          ,0,0,0
 , 4/15/2023 2:00 AM         ,0,16.1,16.6,0.4,5.2,305.3,10.4,8.2,0.045,          ,0,0,0
 , 4/15/2023 3:00 AM         ,0.1,15.3,15.4,0,4.3,293.7,5.9,5.9,0.045,          ,0,0,0
 , 4/15/2023 4:00 AM         ,0.1,13.9,14.9,1,3,279.2,21.9,4.4,0.046,          ,0,0,0
 , 4/15/2023 5:00 AM         ,19.9,11,11.8,0.7,1.7,180.4,39,3.9,0.035,          ,3,0,3
 , 4/15/2023 6:00 AM         ,184.1,13.2,13.7,0.5,1.9,282,18.5,4.6,0.033,          ,6,1,5
 , 4/15/2023 7:00 AM         ,404.6,17.3,18,0.6,3.4,245.7,23.8,6.2,0.04,          ,2,0,2
 , 4/15/2023 8:00 AM         ,610.7,20.1,20.9,0.8,4.6,322.7,13.3,7.5,0.05,          ,1,0,1
 , 4/15/2023 9:00 AM         ,779.9,22,23.1,1,4.3,307.6,15.1,7.9,0.055,          ,1,0,1
 , 4/15/2023 10:00 AM        ,836.5,24,24.8,0.7,3.4,169,33.4,7.1,0.058,          ,1,0,1
 , 4/15/2023 11:00 AM        ,954,24.3,26.1,1.7,3,235.4,41.7,7.8,0.058,          ,1,0,1
 , 4/15/2023 12:00 PM        ,946.1,25.5,27,1.5,3.4,240.9,37.8,8.8,0.059,          ,1,0,1
 , 4/15/2023 1:00 PM         ,875.2,26.1,27.8,1.7,3.1,235.5,42.7,7.5,0.059,          ,1,0,1
 , 4/15/2023 2:00 PM         ,746.4,27,28.2,1.2,2.5,218.8,41.3,5.6,0.06,          ,1,0,0
 , 4/15/2023 3:00 PM         ,566.9,28,27.9,0,3.4,87.9,24.3,6.5,0.06,          ,1,0,0
 , 4/15/2023 4:00 PM         ,355.3,27.5,27.4,0,2.5,91.4,30.1,5.4,0.059,          ,1,0,0
 , 4/15/2023 5:00 PM         ,139.9,26,25.9,-0.1,2.6,93.5,29.2,6.1,0.058,          ,1,0,1
 , 4/15/2023 6:00 PM         ,9,22.1,22.8,0.7,1.3,104.7,32.7,2.5,0.051,          ,3,0,3
 , 4/15/2023 7:00 PM         ,0,19.8,20.6,0.7,1.8,248.5,43.6,6,0.047,          ,4,0,4
 , 4/15/2023 8:00 PM         ,0.1,18.2,20,1.7,2.6,313,10.6,4.4,0.051,          ,1,0,1
 , 4/15/2023 9:00 PM         ,0.1,16.4,18.6,2.1,3.5,309.6,13.9,4.4,0.047,          ,2,0,2
 , 4/15/2023 10:00 PM        ,0.1,15.4,17.1,1.7,3.8,267.9,22.1,7.8,0.042,          ,3,0,3
 , 4/15/2023 11:00 PM        ,0,12.8,13.1,0.3,3.4,167.2,16.4,5.7,0.034,          ,4,0,4
 , 4/16/2023 12:00 AM        ,0,11.5,11.7,0.1,2,45.3,16.6,4.6,0.038,          ,2,0,2
 , 4/16/2023 1:00 AM         ,0,10.2,10.4,0.2,1.4,80.4,18,3.4,          ,          ,2,0,2
 , 4/16/2023 2:00 AM         ,0,8.9,9.3,0.3,0.9,205.9,25.2,1.8,0.039,          ,          ,          ,         
 , 4/16/2023 3:00 AM         ,0,7.7,9.1,1.4,1.7,300.4,12.8,2.2,0.021,          ,          ,          ,         
 , 4/16/2023 4:00 AM         ,0,6.9,7.9,0.9,1.7,175.2,17.7,2.5,0.038,          ,2,0,2
 , 4/16/2023 5:00 AM         ,19.3,6.6,7.3,0.7,1.6,302.9,13,2.4,0.033,          ,4,0,4
 , 4/16/2023 6:00 AM         ,180.8,9.5,9.9,0.4,1.1,67.2,24.3,3.3,0.036,          ,6,0,5
 , 4/16/2023 7:00 AM         ,399.2,12,12.5,0.4,3.2,108.9,14.9,5.6,0.044,          ,6,1,5
 , 4/16/2023 8:00 AM         ,603.9,13.9,13.9,0,3.7,110.9,20.2,6.8,0.049,          ,4,1,3
 , 4/16/2023 9:00 AM         ,767.4,15.8,15.4,-0.3,3.8,105.4,19.4,6.7,0.05,          ,6,1,4
 , 4/16/2023 10:00 AM        ,882.6,17.4,17.1,-0.2,4.4,125.4,23,8.4,0.057,          ,3,0,3
 , 4/16/2023 11:00 AM        ,936,18.9,18.4,-0.5,4.8,133.5,23.2,9,0.059,          ,3,0,2
 , 4/16/2023 12:00 PM        ,904.8,20.1,19.7,-0.3,5.1,136.9,20.6,9.3,0.063,          ,3,0,2
 , 4/16/2023 1:00 PM         ,845.3,21.6,21,-0.5,5,132.6,17.7,8.5,0.068,          ,3,0,2
 , 4/16/2023 2:00 PM         ,708.9,22.1,21.7,-0.3,5.5,142.7,20.2,9.8,0.069,          ,2,0,2
 , 4/16/2023 3:00 PM         ,562.4,22.5,22.2,-0.2,5.9,138.1,15.1,9.5,0.073,          ,3,0,2
 , 4/16/2023 4:00 PM         ,354.6,22.4,22.2,-0.2,5.9,142.3,15.4,9.8,0.072,          ,3,0,2
 , 4/16/2023 5:00 PM         ,141.4,21.3,21.3,0,5.4,142.3,14.6,9,0.07,          ,3,0,3
 , 4/16/2023 6:00 PM         ,9.5,19.3,19.4,0,3.9,135.8,9.1,7.1,0.06,          ,5,0,5
 , 4/16/2023 7:00 PM         ,0,17.5,17.4,0,3,144.6,9.7,4.4,0.051,          ,7,0,7
 , 4/16/2023 8:00 PM         ,0.1,14,14.5,0.5,3,185.6,11.6,3.5,0.038,          ,7,0,7
 , 4/16/2023 9:00 PM         ,0.1,13.1,13.3,0.2,3.5,192.3,3.8,4.3,0.032,          ,10,0,10
 , 4/16/2023 10:00 PM        ,0,12.6,13.4,0.8,3.4,191.1,3.6,4.1,0.034,          ,8,0,8
 , 4/16/2023 11:00 PM        ,0,10.9,12.3,1.4,2.8,172.6,5.5,3.5,0.03,          ,6,0,7
 , 4/17/2023 12:00 AM        ,0,12.3,12.6,0.3,3.1,162.4,7.1,4.6,0.028,          ,8,0,8
 , 4/17/2023 1:00 AM         ,0,10.6,11.7,1,2.1,157.6,7.6,3.2,0.026,          ,8,0,7
 , 4/17/2023 2:00 AM         ,0,10.1,11.3,1.1,1.3,114.2,25,2.3,0.023,          ,11,0,11
 , 4/17/2023 3:00 AM         ,0,9.7,10.3,0.6,1.1,187.5,45.2,2.4,0.017,          ,14,0,14
 , 4/17/2023 4:00 AM         ,0,10.1,10.4,0.3,1.5,148.3,23.5,3.8,0.017,          ,19,0,19
 , 4/17/2023 5:00 AM         ,9.9,9.8,10.5,0.6,1.3,183.6,12.2,2.1,0.013,          ,26,1,24
 , 4/17/2023 6:00 AM         ,157.4,12.1,12.9,0.7,1.2,125.8,27.6,3.7,0.015,          ,35,11,24
 , 4/17/2023 7:00 AM         ,387.1,15.7,16.1,0.3,3.7,128.7,13.7,6.2,0.036,          ,16,3,12
 , 4/17/2023 8:00 AM         ,502.7,18.1,18.3,0.1,3.3,122.1,17.9,6,0.04,          ,13,3,10
 , 4/17/2023 9:00 AM         ,625.2,21.4,21.2,-0.1,3.2,110.6,18.6,5.8,0.046,          ,11,2,9
 , 4/17/2023 10:00 AM        ,877.7,24.2,24.2,0,4.5,132.3,18,7.6,0.054,          ,8,1,7
 , 4/17/2023 11:00 AM        ,911.2,26.2,25.8,-0.4,5.9,129.2,15,10.2,0.06,          ,5,0,4
 , 4/17/2023 12:00 PM        ,913.6,28,27.4,-0.5,6.4,134.1,15.7,10.4,0.066,          ,4,0,3
 , 4/17/2023 1:00 PM         ,859.4,29,28.6,-0.4,7,137,14.8,11.3,0.068,          ,3,0,3
 , 4/17/2023 2:00 PM         ,703.7,29.3,28.7,-0.5,7.6,130.9,13,12.2,0.067,          ,3,0,3
 , 4/17/2023 3:00 PM         ,311.8,28.1,27.8,-0.2,6.5,131.9,15.6,10.4,0.064,          ,3,0,2
 , 4/17/2023 4:00 PM         ,104,27,27,0,6.1,133.9,12.8,9.9,0.06,          ,3,0,3
 , 4/17/2023 5:00 PM         ,64.1,26,26.1,0,6.6,133.7,13.4,11.4,0.056,          ,3,0,3
 , 4/17/2023 6:00 PM         ,9.6,23.4,23.6,0.1,5.9,148.2,10,9.5,0.052,          ,4,0,4
 , 4/17/2023 7:00 PM         ,0,21.3,21.2,0,4.5,143.9,10.3,8.8,0.046,          ,6,0,6
 , 4/17/2023 8:00 PM         ,0,19.7,19.7,0,5,148.6,9.7,9.5,0.048,          ,4,0,4
 , 4/17/2023 9:00 PM         ,0,18.4,18.4,0,4.1,150.9,8.9,7.1,0.043,          ,6,0,6
 , 4/17/2023 10:00 PM        ,0,17.6,17.4,-0.1,3.5,150,9.7,5.4,0.037,          ,7,0,9
 , 4/17/2023 11:00 PM        ,0,17,17,0,4.6,162.7,12.3,6.8,0.036,          ,7,0,7
 , 4/18/2023 12:00 AM        ,0,15.6,15.6,0,3.9,170.5,6.5,5.9,0.035,          ,6,0,6
 , 4/18/2023 1:00 AM         ,0.1,13.8,14.2,0.4,3.4,192.3,6,4.2,0.031,          ,6,0,6
 , 4/18/2023 2:00 AM         ,0.1,12.9,13.3,0.3,1.9,139.8,35,4.5,0.032,          ,6,0,5
 , 4/18/2023 3:00 AM         ,0.1,11.7,12.3,0.6,1,180.1,47.9,3.2,0.028,          ,8,0,8
 , 4/18/2023 4:00 AM         ,0.1,10.2,11,0.8,0.9,152.6,47.4,2.4,0.015,          ,19,0,18
 , 4/18/2023 5:00 AM         ,25.9,9.7,10.2,0.5,1,150.7,39.2,2.7,0.009,          ,24,4,19
 , 4/18/2023 6:00 AM         ,197.3,19.2,19.1,-0.1,5.6,238.9,18.5,10.5,0.044,          ,12,3,9
 , 4/18/2023 7:00 AM         ,423.1,23.7,24.5,0.7,8,254,8.4,11.8,0.055,          ,1,0,1
 , 4/18/2023 8:00 AM         ,628,26,26.8,0.8,6.9,251.2,11.7,10.2,0.058,          ,1,0,1
 , 4/18/2023 9:00 AM         ,750.5,27.2,28.2,0.9,7.8,259.1,13.3,11.7,          ,          ,          ,          ,         
 , 4/18/2023 10:00 AM        ,912.4,28.4,29.4,0.9,7.2,252,14,13.2,          ,          ,          ,          ,         
 , 4/18/2023 11:00 AM        ,970.8,29.5,30.6,1.1,7.4,250,16.5,13.2,          ,          ,          ,          ,         
 , 4/18/2023 12:00 PM        ,964.1,30.1,30.8,0.7,8.6,233.2,17.7,13.7,          ,          ,0,0,0
 , 4/18/2023 1:00 PM         ,891.5,30.6,31.4,0.8,9.1,246.4,13.2,14.5,          ,          ,1,0,0
 , 4/18/2023 2:00 PM         ,738.5,30.8,31.6,0.8,9,242.5,13,13.5,          ,          ,1,0,0
 , 4/18/2023 3:00 PM         ,581.9,30.6,31.5,0.8,9.2,246.4,13.7,16.3,0.057,          ,1,0,0
 , 4/18/2023 4:00 PM         ,372.7,29.9,30.7,0.8,9.2,257.4,11,14.2,0.059,          ,0,0,0
 , 4/18/2023 5:00 PM         ,153,28.8,29.6,0.7,8.3,251.1,9.1,13.9,0.058,          ,0,0,0
 , 4/18/2023 6:00 PM         ,6.6,26.3,26.8,0.5,5.6,251.9,7.5,11.9,0.055,          ,0,0,0
 , 4/18/2023 7:00 PM         ,0,23.5,24.2,0.7,4.6,250.8,6.3,5.9,0.05,          ,0,0,0
 , 4/18/2023 8:00 PM         ,0,21.5,22.7,1.2,3.6,238.5,10.3,5.7,0.048,          ,0,0,0
 , 4/18/2023 9:00 PM         ,0,20.3,21.4,1.1,3,230,19.5,4.8,0.047,          ,0,0,0
 , 4/18/2023 10:00 PM        ,0,20.5,21,0.5,3.1,248.2,11.1,5.2,0.049,          ,0,0,0
 , 4/18/2023 11:00 PM        ,0,19.9,20.4,0.4,2.9,211.5,44.5,5.8,0.046,          ,1,0,1
 , 4/19/2023 12:00 AM        ,0,18.6,19,0.3,2,168.8,29.4,6.1,0.046,          ,1,0,1
 , 4/19/2023 1:00 AM         ,0,21.4,21.7,0.3,3.7,251,22,8,0.052,          ,0,0,0
 , 4/19/2023 2:00 AM         ,0,18.2,19,0.8,3.9,203.6,37.5,7,0.046,          ,1,0,0
 , 4/19/2023 3:00 AM         ,0,16.9,18,1,4.4,209.3,11.5,6.8,0.046,          ,1,0,0
 , 4/19/2023 4:00 AM         ,0,16.5,18.8,2.3,5.5,240,7.2,7.5,0.047,          ,0,0,0
 , 4/19/2023 5:00 AM         ,28.4,19.5,20.3,0.8,7.2,234.5,6.1,9.8,0.054,          ,1,0,0
 , 4/19/2023 6:00 AM         ,209.8,22.2,23,0.7,7.3,233.2,7.9,11.6,0.054,          ,1,0,0
 , 4/19/2023 7:00 AM         ,432.9,23.9,24.6,0.7,7.8,235.9,10.2,12.8,0.054,          ,1,0,0
 , 4/19/2023 8:00 AM         ,638.6,25.2,25.7,0.5,8.3,221.7,11,12.9,0.056,          ,1,0,0
 , 4/19/2023 9:00 AM         ,797,26.4,26.9,0.5,7.5,216.7,18.3,13.1,0.056,          ,1,0,1
 , 4/19/2023 10:00 AM        ,912.2,27.9,28.4,0.4,8.6,222,13.6,13.4,          ,          ,          ,          ,         
 , 4/19/2023 11:00 AM        ,966.2,29.6,30.1,0.4,8.7,217.3,12.9,13.8,          ,          ,          ,          ,         
 , 4/19/2023 12:00 PM        ,957.6,30.2,30.7,0.5,10.1,226,12,16.4,          ,          ,          ,          ,         
 , 4/19/2023 1:00 PM         ,881.7,30.7,31.3,0.5,7.9,224,15.5,13.3,          ,          ,          ,          ,         
 , 4/19/2023 2:00 PM         ,747.6,30.7,31.3,0.6,7.8,218.8,17.4,14.2,          ,          ,          ,          ,         
 , 4/19/2023 3:00 PM         ,452.4,30.6,31.2,0.5,7.6,221.3,16.2,13.5,          ,          ,          ,          ,         
 , 4/19/2023 4:00 PM         ,364.7,30.3,31,0.7,7.7,233.5,20.8,12.9,0.062,          ,1,0,1
 , 4/19/2023 5:00 PM         ,157.4,29.3,29.8,0.5,6.9,224.7,10.9,13.4,0.06,          ,0,0,0
 , 4/19/2023 6:00 PM         ,10.8,27.1,27.4,0.3,5.6,219.9,8.7,9.4,0.057,          ,0,0,0
 , 4/19/2023 7:00 PM         ,0,25.3,26,0.6,5.3,235.5,12.3,9.4,0.055,          ,0,0,0
 , 4/19/2023 8:00 PM         ,0,24.1,24.5,0.4,3.9,247.5,10.3,9.1,0.053,          ,0,0,0
 , 4/19/2023 9:00 PM         ,0,21.5,21.9,0.4,2.1,202.2,44.8,5.5,0.047,          ,2,0,2
 , 4/19/2023 10:00 PM        ,0,21,22,1,2.1,243.8,16.4,3.4,0.05,          ,0,0,0
 , 4/19/2023 11:00 PM        ,0,20.6,21.1,0.5,1.4,175.8,24.1,3.6,0.051,          ,0,0,0
 , 4/20/2023 12:00 AM        ,0,19,21.2,2.2,2.6,224.5,11.1,4.3,0.05,          ,0,0,0
 , 4/20/2023 1:00 AM         ,0,20.4,21.4,0.9,5.3,263.6,8.1,8.8,0.052,          ,0,0,0
 , 4/20/2023 2:00 AM         ,0,18.9,19.2,0.6,3.6,192.2,45.9,7.8,0.049,          ,0,0,0
 , 4/20/2023 3:00 AM         ,0,16.5,17.6,1,2.2,268.2,31.7,3.9,0.045,          ,0,0,0
 , 4/20/2023 4:00 AM         ,0.1,14.8,15.5,0.6,2.9,296.4,24,8,0.04,          ,1,0,1
 , 4/20/2023 5:00 AM         ,7.7,14.6,14.8,0.1,4.1,301.8,8.7,6.1,0.038,          ,2,0,2
 , 4/20/2023 6:00 AM         ,69.1,14.9,14.9,0,3.9,297,10.1,6.1,0.041,          ,2,0,2
 , 4/20/2023 7:00 AM         ,288.5,16.4,16.6,0.1,4.7,291.2,9.7,7.5,0.046,          ,1,0,1
 , 4/20/2023 8:00 AM         ,569.8,18.6,19.5,0.8,3.8,226.3,32,7.3,0.047,          ,1,0,1
 , 4/20/2023 9:00 AM         ,742.9,20.4,20.8,0.4,4.5,91.8,21.2,7.7,0.05,          ,1,0,1
 , 4/20/2023 10:00 AM        ,848,21.1,21.4,0.2,3.7,62.7,18.2,9.1,0.051,          ,1,0,1
 , 4/20/2023 11:00 AM        ,940.7,22.6,22.8,0.1,2.2,114.8,39.6,5.5,0.053,          ,1,0,1
 , 4/20/2023 12:00 PM        ,928.9,23.5,23.8,0.3,2,114.3,47.6,5.4,0.056,          ,1,0,1
 , 4/20/2023 1:00 PM         ,860.1,24.5,24.9,0.4,2.4,124.3,48.6,6.3,0.058,          ,1,0,1
 , 4/20/2023 2:00 PM         ,740.3,25.8,25.6,-0.1,3.1,108.6,31.2,7.5,0.06,          ,1,0,1
 , 4/20/2023 3:00 PM         ,558.6,26.5,25.8,-0.6,3.6,94.8,19.6,6.6,0.063,          ,2,0,2
 , 4/20/2023 4:00 PM         ,357.3,26.1,25.7,-0.3,3,71.6,19,6,0.063,          ,3,0,3
 , 4/20/2023 5:00 PM         ,146.6,24.7,24.6,0,2.5,59.9,15.4,4.7,0.062,          ,3,0,3
 , 4/20/2023 6:00 PM         ,11.6,21.3,21.7,0.3,1.2,51.7,13,2.7,0.052,          ,9,0,9
 , 4/20/2023 7:00 PM         ,0.1,18.5,19.3,0.7,0.7,192.9,26.5,1.4,0.051,          ,8,0,8
 , 4/20/2023 8:00 PM         ,0.1,17.4,19.3,1.8,3,316,11.6,4.4,0.048,          ,4,0,5
 , 4/20/2023 9:00 PM         ,0.1,16.9,18.5,1.6,3.3,319.3,11.1,5.4,0.048,          ,2,0,3
 , 4/20/2023 10:00 PM        ,0,16.2,17,0.7,4.5,312.6,7.1,6,0.045,          ,2,0,2
 , 4/20/2023 11:00 PM        ,0,16,16.4,0.3,5.5,311.8,9.7,9.1,0.041,          ,1,0,2
 , 4/21/2023 12:00 AM        ,0,13.4,13.5,0.1,5.1,310.1,8,7.5,0.036,          ,1,0,1
 , 4/21/2023 1:00 AM         ,0,12.6,12.8,0.1,5.5,304.3,6.5,8.3,0.036,          ,0,0,1
 , 4/21/2023 2:00 AM         ,0,11.3,11.5,0.1,5.3,307,7.1,7.5,0.035,          ,1,0,1
 , 4/21/2023 3:00 AM         ,0,10.1,10.2,0,4.9,307.7,7.8,6.9,0.032,          ,1,0,1
 , 4/21/2023 4:00 AM         ,0,9.8,9.8,0,5.8,300.7,7.9,8.3,0.033,          ,1,0,1
 , 4/21/2023 5:00 AM         ,30.9,8.9,9.2,0.3,5.7,307.5,7.6,8.6,0.034,          ,1,0,1
 , 4/21/2023 6:00 AM         ,211.5,10.2,10.8,0.6,6.2,307.1,7.4,8.8,0.037,          ,1,0,1
 , 4/21/2023 7:00 AM         ,433,12.1,12.9,0.8,5.2,309.3,11.5,7.3,0.04,          ,1,0,1
 , 4/21/2023 8:00 AM         ,613.6,14,15.1,1,4.3,306.3,16.4,7.3,0.042,          ,1,0,1
 , 4/21/2023 9:00 AM         ,790.4,15.9,17.2,1.2,3.9,302.7,20.7,6.7,0.047,          ,1,0,1
 , 4/21/2023 10:00 AM        ,854.5,18.1,19.4,1.3,3.9,282.4,27.4,8,0.049,          ,0,0,0
 , 4/21/2023 11:00 AM        ,958.2,19.5,21.2,1.7,3.2,285.3,27.1,7.6,0.051,          ,0,0,0
 , 4/21/2023 12:00 PM        ,965,22.2,23,0.8,2,181.7,71.4,6.1,0.051,          ,0,0,0
 , 4/21/2023 1:00 PM         ,889,24.1,24.4,0.3,2.9,148.8,34.6,6.5,0.051,          ,0,0,0
 , 4/21/2023 2:00 PM         ,761,25.5,25.4,-0.1,4.3,137.8,21,9.3,0.051,          ,0,0,0
 , 4/21/2023 3:00 PM         ,586.2,27,26.8,-0.2,5.8,162.2,55,11.8,0.053,          ,0,0,0
 , 4/21/2023 4:00 PM         ,373.8,27.2,28,0.8,10,243.8,11.1,15.4,0.054,          ,0,0,0
 , 4/21/2023 5:00 PM         ,157.9,25.9,26.7,0.7,8.7,246.7,9.1,14,0.051,          ,0,0,0
 , 4/21/2023 6:00 PM         ,10.8,24.1,24.4,0.3,6.2,262.9,11.9,11.8,0.05,          ,0,0,0
 , 4/21/2023 7:00 PM         ,0,21.8,21.8,0,3.6,276.3,10.8,8.7,0.047,          ,0,0,0
 , 4/21/2023 8:00 PM         ,0,20.5,21.2,0.7,4.4,248.7,9.8,7.1,0.046,          ,0,0,0
 , 4/21/2023 9:00 PM         ,0,17.3,18.8,1.5,2.6,219.4,27.7,4.8,0.039,          ,0,0,0
 , 4/21/2023 10:00 PM        ,0.1,15.2,16.4,1.1,0.8,198.6,50.8,2.2,0.04,          ,0,0,0
 , 4/21/2023 11:00 PM        ,0,12.4,14.1,1.7,0.7,159.1,51.1,2.6,0.032,          ,1,0,1
 , 4/22/2023 12:00 AM        ,0,12.6,13.4,0.8,2.2,311,15.5,6,0.022,          ,9,0,9
 , 4/22/2023 1:00 AM         ,0,14.1,14.7,0.6,4.6,309.4,7.7,6.6,0.034,          ,1,0,1
 , 4/22/2023 2:00 AM         ,0,15.1,15.4,0.2,4.3,299.8,6.8,6.1,0.037,          ,0,0,0
 , 4/22/2023 3:00 AM         ,0,13.8,15.2,1.4,4.1,302.8,9,5,0.035,          ,0,0,0
 , 4/22/2023 4:00 AM         ,0,11.6,12.7,1,3.8,314.9,10.3,5.7,0.032,          ,0,0,0
 , 4/22/2023 5:00 AM         ,32.7,11.9,12.5,0.6,5.7,307.3,8.7,11.8,0.031,          ,0,0,1
 , 4/22/2023 6:00 AM         ,212.3,12.9,13.7,0.8,9.3,318.3,6.9,14.1,0.034,          ,1,0,1
 , 4/22/2023 7:00 AM         ,430.1,14,14.7,0.6,10.1,322.4,8.1,14.4,0.04,          ,2,0,1
 , 4/22/2023 8:00 AM         ,631.7,15.4,16,0.5,9.6,324.1,9.9,13.2,0.043,          ,1,0,1
 , 4/22/2023 9:00 AM         ,796.1,17,17.6,0.5,8.8,324,9.6,12.9,0.045,          ,1,0,1
 , 4/22/2023 10:00 AM        ,910.7,19,19.6,0.5,7.5,315.8,14.8,13.2,0.047,          ,1,0,1
 , 4/22/2023 11:00 AM        ,966.7,20.9,21.6,0.7,6.4,298.4,17.6,10.1,0.049,          ,1,0,1
 , 4/22/2023 12:00 PM        ,993.7,22.4,23.2,0.7,5.6,267.5,21.3,12,0.051,          ,0,0,1
 , 4/22/2023 1:00 PM         ,850.9,23.6,24.6,1,4.6,284.7,21.9,9,0.052,          ,1,0,1
 , 4/22/2023 2:00 PM         ,745.8,25.2,25.8,0.6,3.1,168.9,25.5,6.5,0.052,          ,1,0,1
 , 4/22/2023 3:00 PM         ,567.2,25.5,26.4,0.8,2.4,218.4,24.5,6.5,0.053,          ,1,0,1
 , 4/22/2023 4:00 PM         ,370.9,25.7,26,0.3,2.9,216.9,20.9,6.9,0.054,          ,1,0,1
 , 4/22/2023 5:00 PM         ,150.4,22.8,23.2,0.3,6.4,63.6,17.6,13,0.048,          ,1,0,1
 , 4/22/2023 6:00 PM         ,10.7,17.1,17.5,0.4,7.3,55.8,12.1,12.2,0.042,          ,2,0,2
 , 4/22/2023 7:00 PM         ,0,14.1,14.4,0.3,6,52.1,10.4,10.3,0.038,          ,1,0,2
 , 4/22/2023 8:00 PM         ,0,11.5,11.8,0.2,5.3,55.5,12.3,8.4,0.035,          ,2,0,2
 , 4/22/2023 9:00 PM         ,0,9.8,10.1,0.2,5,58,8.8,8.2,0.036,          ,1,0,1
 , 4/22/2023 10:00 PM        ,0,8.6,8.6,0,3.3,50.4,11.3,7.1,0.035,          ,1,0,1
 , 4/22/2023 11:00 PM        ,0,8,7.8,-0.1,2.6,39.5,8.7,4.8,0.034,          ,1,0,1
 , 4/23/2023 12:00 AM        ,0,8.8,8.7,0,3.1,39.4,17.9,5.3,0.036,          ,1,0,1
 , 4/23/2023 1:00 AM         ,0,8.7,8.7,0,3.6,29.1,15,6.1,          ,          ,1,0,1
 , 4/23/2023 2:00 AM         ,0,8.2,8.3,0,4,38.5,10.2,7,0.036,          ,          ,          ,         
 , 4/23/2023 3:00 AM         ,0,7.8,7.8,0,3.6,37.2,10.5,5.7,0.017,          ,          ,          ,         
 , 4/23/2023 4:00 AM         ,0,7.3,7.2,-0.1,2.9,59.4,13.3,5.1,0.036,          ,1,0,1
 , 4/23/2023 5:00 AM         ,10.2,7.4,7,-0.4,2.3,65.7,14.8,4,0.038,          ,0,0,1
 , 4/23/2023 6:00 AM         ,89.7,8.1,7.6,-0.4,2.6,79.2,14.3,4.9,0.041,          ,1,0,1
