Station:5ZR Carlsbad -  , Date Time                 , Solar Rad , Temp_2m  , Temp_10  , Delta_T  , Wind Speed S , Wind Dir S , Sigma    , Wind Max , O3       , PM2.5_Archive , NOXppb   , NOppb    , NO2ppb   , Benzene  , Toluene  , Ethylbenzene , Mp-Xylene , o-Xylene
 ,                           , w/m2     , DegC     , DegC     , DegC     , m/s      , Deg      , Deg      , m/s      , ppm      , ug/m3L   , ppb      , ppb      , ppb      , ppb      , ppb      , ppb      , ppb      , ppb     
 , 6/10/2024 11:00 PM        ,0,23.4,24.3,0.9,0.3,207,23.4,1.8,0.021,          ,8,0,9,0.159,0.17,0.009,0.05,0
 , 6/11/2024 12:00 AM        ,0,22.8,23.5,0.6,1.3,113.7,27.7,3.4,0.017,          ,11,0,11,0.079,0.159,0.029,0.1,0.009
 , 6/11/2024 1:00 AM         ,0,21.7,22.4,0.7,1.7,189.7,18.7,3.2,0.019,          ,12,0,11,0.15,0.28,0.029,0.119,0.019
 , 6/11/2024 2:00 AM         ,0,20.5,21.3,0.7,0.8,158.6,19.2,3,0.012,          ,14,0,14,0.2,0.36,0.029,0.14,0.019
 , 6/11/2024 3:00 AM         ,0,20.1,20.7,0.6,1,165.2,23.8,2.3,0.015,          ,14,0,14,0.319,0.769,0.059,0.289,0.05
 , 6/11/2024 4:00 AM         ,1.9,19.1,20,0.9,0,160.3,3.4,1.7,0.005,          ,17,0,17,0.31,0.68,0.05,0.27,0.039
 , 6/11/2024 5:00 AM         ,83.4,19.6,19.9,0.3,1.5,156.9,15.7,3.1,0.009,          ,22,3,18,0.449,1,0.079,0.379,0.07
 , 6/11/2024 6:00 AM         ,271,21.5,21.2,-0.2,1.6,201.4,20.9,3.5,0.022,          ,17,3,13,0.3,0.689,0.07,0.33,0.019
 , 6/11/2024 7:00 AM         ,468.7,23.5,23.3,-0.2,1.5,308.9,16.3,2.9,0.035,          ,13,2,11,0.23,0.259,0.039,0.17,0.009
 , 6/11/2024 8:00 AM         ,649.4,25.2,24.8,-0.4,1,263.2,30.7,3.3,0.042,          ,12,2,10,0.14,0.14,0.019,0.07,0.009
 , 6/11/2024 9:00 AM         ,797.7,27.8,27.1,-0.6,2.4,295.1,20.4,5.6,0.051,          ,9,1,7,0.109,0.109,0.019,0.029,0
 , 6/11/2024 10:00 AM        ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,         
 , 6/11/2024 11:00 AM        ,949.6,32.5,31.2,-1.2,4.2,268.9,19.4,9.7,0.063,          ,5,0,5,0.029,0.029,0.009,0.009,0
 , 6/11/2024 12:00 PM        ,941.1,33.8,32.2,-1.5,4,195.4,27,8.7,0.065,          ,4,0,4,0.029,0.019,0,0.009,0
 , 6/11/2024 1:00 PM         ,883.2,34.7,33.2,-1.4,5.6,286.1,20.6,9.8,0.058,          ,3,0,3,0.019,0.009,0,0,0
 , 6/11/2024 2:00 PM         ,771.8,35.5,34,-1.4,5.2,301.3,18,9.5,          ,          ,2,0,2,0.019,0.009,0,0,0
 , 6/11/2024 3:00 PM         ,621.4,35.8,34.6,-1.2,6,311.3,15.8,9.5,          ,          ,2,0,2,0.009,0.009,0,0,0
 , 6/11/2024 4:00 PM         ,438.2,35.9,34.7,-1.1,5.1,257.5,18.9,8.5,          ,          ,2,0,1,0.019,0,0,0,0
 , 6/11/2024 5:00 PM         ,235,35.3,34.6,-0.7,4.6,107.7,16.1,7.3,          ,          ,2,0,2,0.029,0.019,0,0,0
 , 6/11/2024 6:00 PM         ,36.6,33,33.4,0.3,3.3,29.3,13.2,6.2,          ,          ,5,0,5,0.029,0.05,0.009,0.019,0
 , 6/11/2024 7:00 PM         ,0.7,30.6,31.5,0.9,3.8,33.5,27.4,8.7,          ,          ,6,0,6,0.039,0.1,0.019,0.05,0.009
 , 6/11/2024 8:00 PM         ,0,29.2,29.6,0.4,4.2,78.2,11.8,7.6,          ,          ,5,0,5,0.05,0.07,0.009,0.019,0
 , 6/11/2024 9:00 PM         ,0,27.8,28.1,0.2,4.6,70.4,11.8,8.2,          ,          ,5,0,5,0.079,0.1,0.019,0.039,0
 , 6/11/2024 10:00 PM        ,0,26.4,26.8,0.4,2.6,103.9,24.6,6.4,          ,          ,4,0,5,0.15,0.189,0.019,0.05,0.009
 , 6/11/2024 11:00 PM        ,0,25.2,25.7,0.4,2.6,123.6,14.5,4.6,          ,          ,6,0,7,0.07,0.119,0.019,0.029,0
 , 6/12/2024 12:00 AM        ,0,24.6,24.8,0.2,2.8,148.6,15.8,5.5,          ,          ,7,0,7,0.15,0.17,0.029,0.09,0.009
 , 6/12/2024 1:00 AM         ,0,23.8,24.2,0.3,2.5,140.6,11.3,4.3,          ,          ,8,0,8,0.129,0.17,0.029,0.129,0.029
 , 6/12/2024 2:00 AM         ,0,23.2,23.5,0.2,2.5,150.3,13,4.4,          ,          ,9,0,9,0.119,0.159,0.05,0.15,0.029
 , 6/12/2024 3:00 AM         ,0,21.8,22.1,0.3,2.1,176.9,8.1,3.2,          ,          ,9,0,9,0.159,0.18,0.029,0.159,0.029
 , 6/12/2024 4:00 AM         ,1.5,22,22.2,0.2,2,159.5,8.7,2.9,          ,          ,10,0,10,0.15,0.189,0.029,0.14,0.009
 , 6/12/2024 5:00 AM         ,19.8,23.1,23.2,0,2.6,135.6,11.9,4.6,          ,          ,11,0,10,0.129,0.18,0.039,0.159,0.019
 , 6/12/2024 6:00 AM         ,91.7,24,23.8,-0.1,3.2,149.7,12.6,6.2,          ,          ,10,0,9,0.15,0.2,0.05,0.17,0.019
 , 6/12/2024 7:00 AM         ,361.7,25.3,24.8,-0.5,4.4,154.8,12.9,7.1,0.04,          ,6,0,5,0.059,0.059,0.009,0.05,0.009
 , 6/12/2024 8:00 AM         ,640.1,27.4,26.4,-0.9,4.2,146.7,16.7,6.6,0.051,          ,5,0,4,0.05,0.039,0.009,0.029,0.009
 , 6/12/2024 9:00 AM         ,788,29.1,27.8,-1.3,4.2,143.3,21,6.7,0.061,          ,5,0,5,0.059,0.039,0.009,0.019,0
 , 6/12/2024 10:00 AM        ,892.2,31.2,29.6,-1.5,4.2,143,19.3,7.2,0.069,          ,5,0,5,0.05,0.07,0,0.019,0.009
 , 6/12/2024 11:00 AM        ,943,33.4,31.6,-1.7,4.3,137,17,7.8,0.074,          ,5,0,5,0.039,0.039,0.009,0.019,0
 , 6/12/2024 12:00 PM        ,936.1,35.3,33.4,-1.9,4.5,132.4,22.1,8.3,0.074,          ,4,0,4,0.029,0.029,0.009,0.019,0
 , 6/12/2024 1:00 PM         ,875.7,36.9,34.8,-2,4.3,127.6,23.7,8.6,0.077,          ,4,0,3,0.029,0.039,0,0.019,0
 , 6/12/2024 2:00 PM         ,766.1,37.9,35.8,-2,4.2,127.2,21,7.7,0.08,          ,3,0,3,0.029,0.019,0,0.019,0
 , 6/12/2024 3:00 PM         ,608.4,38.4,36.5,-1.8,3.9,122.5,22.6,7.2,0.079,          ,3,0,3,0.029,0.019,0,0.009,0
 , 6/12/2024 4:00 PM         ,237.3,37.5,36.6,-0.8,2.4,112,17,5.9,0.076,          ,3,0,3,0.039,0.039,0,0.009,0
 , 6/12/2024 5:00 PM         ,99.4,34.8,34.8,0,6,91.3,47.4,21.9,0.059,          ,2,0,2,0.009,0.009,0,0.009,0
 , 6/12/2024 6:00 PM         ,57.3,34.2,34.6,0.3,1.9,139,49.1,4.2,0.055,          ,4,0,4,0.019,0.059,0.009,0.039,0
 , 6/12/2024 7:00 PM         ,1.4,31.9,32.7,0.7,2.1,180.6,27.5,4,0.043,          ,7,0,7,0.059,0.09,0.009,0.029,0.009
 , 6/12/2024 8:00 PM         ,0,28.7,30.2,1.4,2.4,200.2,12.6,4,0.028,          ,6,0,6,0.029,0.059,0.019,0.05,0.009
 , 6/12/2024 9:00 PM         ,0,26.9,28.1,1.1,1.9,158.3,35.4,3.6,0.02,          ,10,0,10,0.059,0.15,0.029,0.109,0.009
 , 6/12/2024 10:00 PM        ,0,25.6,26.2,0.5,2.5,182.6,11,4.2,0.023,          ,6,0,8,0.039,0.039,0.009,0.059,0.009
 , 6/12/2024 11:00 PM        ,0,24.9,26.1,1.1,2.6,185,8.8,3.6,0.021,          ,5,0,6,0.029,0.05,0.009,0.029,0
 , 6/13/2024 12:00 AM        ,0,24.8,26.4,1.6,2.8,183.4,7.1,3.7,0.023,          ,6,0,6,0.059,0.05,0.009,0.029,0
 , 6/13/2024 1:00 AM         ,0,23.5,25,1.5,2.1,165.4,9.4,3,0.019,          ,6,0,6,0.05,0.059,0.009,0.05,0.009
 , 6/13/2024 2:00 AM         ,0,24.4,25.6,1.2,1.6,152.7,11.1,2.9,0.03,          ,4,0,4,0.029,0.029,0.009,0.019,0
 , 6/13/2024 3:00 AM         ,0,22.6,24,1.4,0,134.6,14.8,1.8,0.017,          ,11,0,11,0.039,0.1,0.009,0.059,0
 , 6/13/2024 4:00 AM         ,2.7,21.7,23.3,1.5,0,169.2,36.2,0.5,0.009,          ,14,0,14,0.05,0.14,0.029,0.119,0.019
 , 6/13/2024 5:00 AM         ,84.7,23.3,23.7,0.3,0.3,187.4,13.2,1.9,0.012,          ,17,2,14,0.039,0.09,0.019,0.059,0.009
 , 6/13/2024 6:00 AM         ,261.7,25.7,25.5,-0.2,2,161.6,16.7,3.8,0.02,          ,19,4,15,0.2,0.389,0.05,0.18,0.019
 , 6/13/2024 7:00 AM         ,355.5,27.9,27.4,-0.4,2.3,149.9,22.9,5.4,0.029,          ,19,4,15,0.27,0.55,0.05,0.209,0.019
 , 6/13/2024 8:00 AM         ,450.7,29.5,28.7,-0.8,3.3,120.4,14.7,6.4,0.04,          ,15,2,13,0.289,0.49,0.039,0.159,0.019
 , 6/13/2024 9:00 AM         ,786.8,32.7,31.5,-1.2,4.1,132.5,16.7,6.8,0.06,          ,12,1,10,0.219,0.23,0.029,0.119,0.039
 , 6/13/2024 10:00 AM        ,892,35.8,34.3,-1.4,4.5,137.9,15.5,8.4,0.077,          ,7,0,6,0.09,0.079,0.009,0.039,0.009
 , 6/13/2024 11:00 AM        ,942.1,38.1,36.4,-1.7,4.9,139.1,19,8,0.08,          ,5,0,4,0.05,0.07,0.009,0.029,0.009
 , 6/13/2024 12:00 PM        ,940.3,39.7,37.9,-1.8,5.1,131.6,19.9,9.7,0.073,          ,3,0,3,0.019,0.019,0,0.009,0
 , 6/13/2024 1:00 PM         ,886.7,40.3,38.7,-1.6,5,146.4,19.1,10.2,0.071,          ,2,0,2,0.019,0.019,0,0.019,0
 , 6/13/2024 2:00 PM         ,753.3,41.1,39.3,-1.7,4.4,136.6,22.7,8.8,0.072,          ,2,0,2,0.029,0.019,0,0.009,0
 , 6/13/2024 3:00 PM         ,531.2,40.5,39.3,-1.2,5.7,128.7,17.2,10.3,0.073,          ,2,0,2,0.029,0.029,0,0.009,0
 , 6/13/2024 4:00 PM         ,422,40,38.9,-1,6.6,126.8,14.6,11.3,0.075,          ,2,0,2,0.039,0.029,0,0.009,0
 , 6/13/2024 5:00 PM         ,227.8,38.8,38.2,-0.6,5.8,127.9,11.5,9.1,0.073,          ,2,0,2,0.029,0.029,0,0.009,0
 , 6/13/2024 6:00 PM         ,32,36.5,36.8,0.2,5,133.3,10.2,8.6,0.064,          ,3,0,3,0.019,0.039,0.009,0.029,0
 , 6/13/2024 7:00 PM         ,0.9,34.4,34.8,0.4,4,135.3,10.3,6.1,0.05,          ,4,0,4,0.05,0.059,0.019,0.059,0.009
 , 6/13/2024 8:00 PM         ,0,32.7,32.9,0.4,3.5,140.2,10.3,6.7,0.043,          ,5,0,5,0.039,0.05,0.019,0.05,0.009
 , 6/13/2024 9:00 PM         ,0,30.6,31.3,0.7,2.2,170.2,19.3,5.1,0.032,          ,7,0,7,0.079,0.09,0.009,0.079,0.009
 , 6/13/2024 10:00 PM        ,0,28.3,29.1,0.7,3.2,184.6,10.4,4.8,0.027,          ,4,0,5,0.36,0.409,0.059,0.319,0.079
 , 6/13/2024 11:00 PM        ,0,27.2,28,0.7,3,182.3,5.9,4,0.023,          ,6,0,7,0.17,0.23,0.039,0.2,0.05
 , 6/14/2024 12:00 AM        ,0,27.4,27.9,0.4,3.7,172,10.2,5.2,0.024,          ,6,0,6,0.17,0.219,0.039,0.189,0.009
 , 6/14/2024 1:00 AM         ,0,26.4,26.7,0.6,2.4,155.7,7.8,3.8,0.022,          ,6,0,6,0.1,0.14,0.029,0.129,0.029
 , 6/14/2024 2:00 AM         ,0,25.1,25.8,0.6,2.5,157,13.6,4.4,0.021,          ,6,0,6,0.09,0.119,0.029,0.14,0.029
 , 6/14/2024 3:00 AM         ,0,23.4,24.1,0.6,2.2,146.4,37.3,5.7,0.011,          ,12,0,12,0.209,0.27,0.05,0.23,0.05
 , 6/14/2024 4:00 AM         ,2.3,22.8,23.5,0.7,2.5,164.1,16.9,4.3,0.015,          ,7,0,7,0.079,0.1,0.019,0.109,0.029
 , 6/14/2024 5:00 AM         ,89.6,24.2,24.4,0.2,2.2,137.6,16.2,3.5,0.014,          ,15,2,13,0.17,0.239,0.07,0.27,0.029
 , 6/14/2024 6:00 AM         ,266.4,26.4,26.2,-0.2,3.1,151.3,15,6.5,0.022,          ,17,4,13,0.25,0.34,0.05,0.259,0.059
 , 6/14/2024 7:00 AM         ,465.2,27.9,27.4,-0.5,4.3,155.6,12.9,6.9,0.034,          ,11,2,9,0.159,0.189,0.029,0.159,0.009
 , 6/14/2024 8:00 AM         ,646,29.7,28.8,-0.9,4.5,151.5,14.2,8,0.047,          ,9,1,7,0.17,0.219,0.039,0.15,0.009
 , 6/14/2024 9:00 AM         ,794.3,32.2,30.8,-1.3,5.1,133.2,18.6,10,0.059,          ,5,0,5,0.07,0.079,0.019,0.059,0.019
 , 6/14/2024 10:00 AM        ,893.8,33.8,32.4,-1.3,7.2,139.7,15.9,12.6,0.059,          ,3,0,3,0.039,0.029,0.009,0.029,0.009
 , 6/14/2024 11:00 AM        ,954.5,35.6,33.9,-1.6,6.5,141.5,19.3,11,0.059,          ,2,0,2,0.029,0.019,0.009,0.019,0.009
 , 6/14/2024 12:00 PM        ,947.4,36.9,35.1,-1.8,6,129.3,17.5,10.2,0.06,          ,2,0,2,0.019,0.019,0,0.019,0
 , 6/14/2024 1:00 PM         ,883.4,38.2,36.1,-2,6.4,121.7,17.8,11,0.061,          ,2,0,2,0.019,0.019,0,0.019,0
 , 6/14/2024 2:00 PM         ,771.8,38.9,37,-1.9,5.8,122.4,19.3,10.1,0.061,          ,2,0,2,0.019,0.019,0,0.009,0
 , 6/14/2024 3:00 PM         ,616.3,38.7,37.2,-1.5,6.7,126.2,18.1,11.1,0.06,          ,2,0,2,0.019,0.029,0,0.009,0
 , 6/14/2024 4:00 PM         ,415.6,38,36.8,-1.2,7.2,115.7,14.2,13.3,0.056,          ,2,0,2,0.029,0.029,0,0.009,0
 , 6/14/2024 5:00 PM         ,191.5,36.4,35.9,-0.5,7.3,118.4,11.3,11.2,0.054,          ,2,0,2,0.019,0.019,0,0.019,0
 , 6/14/2024 6:00 PM         ,29.6,34.6,34.7,0.1,5.8,116.9,10.4,10,0.048,          ,3,0,3,0.019,0.029,0.009,0.019,0
 , 6/14/2024 7:00 PM         ,0.8,33.1,33.3,0.2,6.2,118,10.3,10.3,0.041,          ,4,0,4,0.039,0.059,0.009,0.029,0.009
 , 6/14/2024 8:00 PM         ,0,32,32.3,0.2,5.7,121.7,9.1,9.8,0.038,          ,5,0,5,0.039,0.039,0.009,0.039,0
 , 6/14/2024 9:00 PM         ,0,31.1,31.4,0.2,6,127.1,10.3,9.3,0.039,          ,4,0,4,0.05,0.059,0.009,0.039,0
 , 6/14/2024 10:00 PM        ,0,30.3,30.5,0.2,5.7,137.8,10.9,9.5,0.039,          ,2,0,3,0.039,0.09,0.009,0.059,0.009
 , 6/14/2024 11:00 PM        ,0,29.1,29.5,0.3,3.9,118.4,13.7,7.4,0.037,          ,3,0,4,0.05,0.05,0.009,0.029,0
 , 6/15/2024 12:00 AM        ,0,28.3,28.7,0.4,4,115.1,10.7,7.9,0.035,          ,4,0,4,0.039,0.05,0.009,0.029,0
 , 6/15/2024 1:00 AM         ,0,27.9,28.1,0.2,4.1,93,11,7,0.033,          ,4,0,4,0.07,0.079,0.019,0.07,0.009
 , 6/15/2024 2:00 AM         ,0,27.4,27.6,0.2,4.1,104.7,9.4,7.1,0.033,          ,4,0,4,0.059,0.059,0.009,0.029,0
 , 6/15/2024 3:00 AM         ,0,26.5,26.9,0.3,3.5,110.2,10,6.7,0.03,          ,5,0,5,0.079,0.119,0.009,0.039,0
 , 6/15/2024 4:00 AM         ,1.3,25.8,26.2,0.3,3.1,125.9,9.8,5.7,0.029,          ,6,0,6,0.059,0.109,0.019,0.07,0.009
 , 6/15/2024 5:00 AM         ,74.7,25.7,25.9,0.1,3.8,130.7,11.2,7.2,0.03,          ,6,0,6,0.109,0.159,0.019,0.079,0.009
 , 6/15/2024 6:00 AM         ,249,26.5,26.3,-0.2,5.8,140.6,11.5,10.5,0.042,          ,3,0,3,0.039,0.059,0.009,0.029,0.009
 , 6/15/2024 7:00 AM         ,443.2,27.5,26.9,-0.6,5.9,143.3,14.3,9.7,0.045,          ,3,0,3,0.029,0.05,0.009,0.019,0.009
 , 6/15/2024 8:00 AM         ,623.5,28.6,27.6,-1,5.3,151.2,15,8.7,0.047,          ,3,0,3,0.029,0.029,0.009,0.019,0.009
 , 6/15/2024 9:00 AM         ,772.3,30.3,28.8,-1.4,4.3,141.7,22.4,8.3,0.05,          ,3,0,3,0.039,0.059,0,0.019,0.009
 , 6/15/2024 10:00 AM        ,878.9,32.1,30.4,-1.6,4.2,143.1,20.1,7.7,0.055,          ,3,0,3,0.039,0.029,0.009,0.019,0.009
 , 6/15/2024 11:00 AM        ,936.3,34,32.1,-1.9,4.3,139.5,22.2,7.9,0.055,          ,3,0,3,0.05,0.029,0,0.019,0.009
 , 6/15/2024 12:00 PM        ,933.5,35.9,34,-1.8,3.9,144,19.2,8.8,0.055,          ,2,0,2,0.029,0.029,0,0.009,0
 , 6/15/2024 1:00 PM         ,876.1,37.5,35.3,-2.1,3.6,130.4,30.1,7.4,0.055,          ,2,0,2,0.029,0.009,0,0.009,0
 , 6/15/2024 2:00 PM         ,761.6,38.6,36.6,-2,2.7,133.9,31.3,7.2,0.055,          ,1,0,1,0.019,0.009,0,0,0
 , 6/15/2024 3:00 PM         ,578,39.2,37.2,-1.9,3.2,119.7,27.6,8.6,0.056,          ,1,0,1,0.019,0.009,0,0.009,0
 , 6/15/2024 4:00 PM         ,370,39.1,37.6,-1.4,4.8,94.9,14,8.2,0.06,          ,1,0,1,0.019,0.019,0,0.009,0
 , 6/15/2024 5:00 PM         ,237,38.7,37.7,-0.9,4.8,90,12.2,7.9,0.058,          ,2,0,2,0.019,0.029,0,0.019,0
 , 6/15/2024 6:00 PM         ,78.2,37.5,37.3,-0.1,3,98.4,11.1,6.1,0.051,          ,3,0,3,0.029,0.039,0.009,0.019,0
 , 6/15/2024 7:00 PM         ,1.7,34.9,35.6,0.6,3.6,116.6,11.1,9.4,0.041,          ,4,0,4,0.05,0.09,0.009,0.05,0.009
 , 6/15/2024 8:00 PM         ,0,33.4,33.8,0.3,5.7,120.5,10.4,10.2,0.033,          ,3,0,3,0.039,0.05,0.009,0.059,0
 , 6/15/2024 9:00 PM         ,0,31.9,32.2,0.3,6,122.8,10.4,11,0.033,          ,3,0,3,0.059,0.1,0.009,0.039,0
 , 6/15/2024 10:00 PM        ,0,30.3,30.7,0.3,5.2,121.5,12.7,9.3,0.033,          ,3,0,4,0.079,0.1,0.019,0.109,0.019
 , 6/15/2024 11:00 PM        ,0,29.2,29.5,0.3,3.3,146.4,16.7,5.7,0.033,          ,3,0,4,0.079,0.09,0.019,0.1,0.019
 , 6/16/2024 12:00 AM        ,0,28,28.3,0.3,2.9,155.8,10.2,5.5,0.031,          ,4,0,4,0.07,0.09,0.019,0.079,0.009
 , 6/16/2024 1:00 AM         ,0,25.5,26.5,0.9,2.7,180.8,9.7,4,0.025,          ,3,0,3,0.059,0.059,0.009,0.039,0.009
 , 6/16/2024 2:00 AM         ,0,24.2,25.6,1.4,2.3,168.3,7.4,3.1,0.023,          ,4,0,4,0.109,0.14,0.019,0.119,0.029
 , 6/16/2024 3:00 AM         ,0,23.8,24.9,1.1,1.2,123.9,10.2,2.7,0.019,          ,8,0,8,0.17,0.27,0.05,0.209,0.039
 , 6/16/2024 4:00 AM         ,1.7,22.6,23.6,1,0.2,87,23,1.9,0.012,          ,11,0,11,0.25,0.479,0.039,0.18,0.039
 , 6/16/2024 5:00 AM         ,78.2,23.8,24,0.2,2.1,159.6,29.8,4.3,0.017,          ,11,1,9,0.219,0.28,0.039,0.159,0.029
 , 6/16/2024 6:00 AM         ,264.6,26.1,25.9,-0.2,3.5,159.5,21.8,7.1,0.024,          ,8,1,6,0.18,0.37,0.039,0.17,0.029
 , 6/16/2024 7:00 AM         ,466.2,28.2,27.6,-0.6,4.8,154.9,13.1,7.7,0.033,          ,4,0,3,0.059,0.079,0.019,0.059,0.009
 , 6/16/2024 8:00 AM         ,650.7,29.8,28.9,-0.9,4.7,153.5,14.1,8,0.04,          ,4,0,4,0.05,0.079,0.009,0.029,0
 , 6/16/2024 9:00 AM         ,803.8,32.2,30.8,-1.4,4.7,137.6,17.9,7.6,0.052,          ,4,0,3,0.09,0.119,0.019,0.059,0.009
 , 6/16/2024 10:00 AM        ,914,34.9,33.2,-1.6,4.3,136.2,19.2,8,0.064,          ,3,0,3,0.07,0.119,0.019,0.039,0.009
 , 6/16/2024 11:00 AM        ,967.8,37.3,35.3,-1.9,4.5,130.1,20.3,8.8,0.074,          ,3,0,3,0.059,0.059,0.009,0.029,0.009
 , 6/16/2024 12:00 PM        ,957.1,39.4,37.1,-2.3,5.2,106.5,18.8,8.9,0.082,          ,3,0,3,0.05,0.059,0.009,0.019,0
 , 6/16/2024 1:00 PM         ,887,41.2,38.7,-2.5,5.2,80.4,19.4,9.4,0.081,          ,3,0,2,0.029,0.039,0,0.019,0
 , 6/16/2024 2:00 PM         ,782.9,41.9,39.8,-2,4.5,123.5,33,9.9,0.079,          ,2,0,2,0.019,0.029,0,0.009,0
 , 6/16/2024 3:00 PM         ,638.7,42,40.8,-1.2,3.6,200.3,41.6,10.7,0.073,          ,0,0,0,0.009,0,0,0.009,0
 , 6/16/2024 4:00 PM         ,449.3,42,41.2,-0.8,4.9,196.7,22.8,9.9,0.071,          ,0,0,0,0.009,0,0,0,0
 , 6/16/2024 5:00 PM         ,248.6,41.1,40.7,-0.4,5.5,202.7,24.3,9.5,0.072,          ,0,0,0,0.019,0,0,0,0
 , 6/16/2024 6:00 PM         ,67.3,39,39.3,0.2,4,225.4,12.7,6.8,0.069,          ,0,0,0,0.009,0,0,0,0
 , 6/16/2024 7:00 PM         ,1.4,34.9,36,1,3.5,183.9,48.2,8,0.051,          ,2,0,2,0.019,0.039,0.009,0.009,0
 , 6/16/2024 8:00 PM         ,0,34,34.2,0.2,7,129.6,11.4,11.8,0.036,          ,3,0,3,0.039,0.05,0.009,0.059,0.019
 , 6/16/2024 9:00 PM         ,0,32.5,32.7,0.2,7.1,131.3,11.5,15.6,0.032,          ,3,0,3,0.05,0.05,0.009,0.05,0
 , 6/16/2024 10:00 PM        ,0,31.1,31.4,0.2,7.3,132.5,11.7,12,0.032,          ,2,0,2,0.05,0.05,0.009,0.059,0.009
 , 6/16/2024 11:00 PM        ,0,30,30.2,0.2,5.8,138.2,11.7,11.3,0.033,          ,2,0,2,0.05,0.05,0.009,0.05,0.009
 , 6/17/2024 12:00 AM        ,0,28.9,29.2,0.2,4.7,151.6,11.9,8.1,0.032,          ,3,0,3,0.039,0.039,0,0.039,0.009
 , 6/17/2024 1:00 AM         ,0,27.4,27.7,0.3,3.5,160.6,9.2,7,0.028,          ,3,0,3,          ,          ,          ,          ,         
 , 6/17/2024 2:00 AM         ,0,26.2,26.6,0.3,3.3,152.9,10.4,5.5,0.024,          ,          ,          ,          ,0.1,0.14,0.029,0.18,0.019
 , 6/17/2024 3:00 AM         ,0,25.6,25.9,0.3,2.8,151.8,9.3,5.2,0.012,          ,          ,          ,          ,0.1,0.15,0.029,0.17,0.009
 , 6/17/2024 4:00 AM         ,2.1,25,25.3,0.3,3.4,147.1,10.3,6.4,0.019,          ,9,0,9,0.09,0.1,0.019,0.1,0.019
 , 6/17/2024 5:00 AM         ,82.3,24.8,24.8,0,3.7,163.5,11.6,6,0.016,          ,11,1,10,0.1,0.129,0.019,0.09,0.019
 , 6/17/2024 6:00 AM         ,264.9,26.6,26.4,-0.2,5.6,158,11,9.8,0.024,          ,7,1,6,0.109,0.129,0.029,0.109,0.019
 , 6/17/2024 7:00 AM         ,462.7,28.4,27.9,-0.5,5.1,153.3,13.2,8.3,          ,          ,5,1,4,0.07,0.079,0.019,0.07,0.019
 , 6/17/2024 8:00 AM         ,645,30.7,29.8,-0.9,5.2,147.9,15.6,8.4,          ,          ,6,0,5,0.09,0.1,0.019,0.079,0.019
 , 6/17/2024 9:00 AM         ,795,33.8,32.5,-1.3,5,145.8,16.8,8.9,0.051,          ,4,0,4,0.079,0.09,0.019,0.05,0.019
 , 6/17/2024 10:00 AM        ,896.6,36.7,35.1,-1.6,4.9,128.7,15.4,8.8,0.06,          ,3,0,3,0.059,0.059,0.009,0.039,0.009
 , 6/17/2024 11:00 AM        ,957.3,40.3,38.7,-1.6,5.8,140.3,30.6,11.2,0.059,          ,2,0,2,0.029,0.029,0,0.019,0
 , 6/17/2024 12:00 PM        ,944.2,41.9,40.4,-1.5,7,211.2,20.4,12.8,0.055,          ,0,0,0,0.009,0,0,0,0
 , 6/17/2024 1:00 PM         ,896.1,42.2,40.7,-1.5,8.5,191,15.6,13.2,0.057,          ,0,0,0,0.009,0,0,0,0
 , 6/17/2024 2:00 PM         ,768.6,42.2,40.9,-1.3,8.6,196.8,18.3,15,0.057,          ,0,0,0,0.009,0,0,0,0
 , 6/17/2024 3:00 PM         ,625.9,42.1,40.9,-1.1,7.8,200.5,20.2,13.2,0.057,          ,0,0,0,0.009,0,0,0,0
 , 6/17/2024 4:00 PM         ,439.4,41.5,40.6,-0.8,6.5,222.4,17.3,11.7,0.057,          ,0,0,0,0.009,0,0,0,0
 , 6/17/2024 5:00 PM         ,242.8,40.5,40,-0.5,6.6,235.8,17.6,10.8,0.056,          ,0,0,0,0.009,0,0,0,0
 , 6/17/2024 6:00 PM         ,65.5,38.8,38.8,0,5,251.9,12,8.9,0.055,          ,0,0,0,0.009,0,0,0,0
 , 6/17/2024 7:00 PM         ,1.4,36.5,37,0.5,4.1,266.9,7,6.4,0.052,          ,0,0,0,0.019,0.009,0,0,0
 , 6/17/2024 8:00 PM         ,0,32.7,32.9,0.2,6.3,140.3,22.3,12.7,0.034,          ,2,0,2,0.05,0.05,0.009,0.05,0
 , 6/17/2024 9:00 PM         ,0,30.6,30.8,0.1,6.1,141.1,11.4,10.1,0.034,          ,3,0,3,0.039,0.05,0.019,0.07,0.009
 , 6/17/2024 10:00 PM        ,0,29.6,29.6,0,6.3,153.1,11.2,11.6,0.031,          ,2,0,3,0.07,0.09,0.029,0.1,0.009
 , 6/17/2024 11:00 PM        ,0,28.6,28.7,0,5.4,159.7,10.4,10.4,0.025,          ,2,0,2,0.05,0.14,0.009,0.07,0.009
 , 6/18/2024 12:00 AM        ,0,27.9,28.1,0.1,4.3,168.4,14.1,6.9,0.024,          ,2,0,2,0.059,0.079,0.009,0.07,0.019
 , 6/18/2024 1:00 AM         ,0,26.3,26.6,0.3,3.3,175.9,11,6.9,0.019,          ,2,0,2,0.029,0.029,0.009,0.029,0.009
