Station:5ZR Carlsbad -  , Date Time                 , Solar Rad , Temp_2m  , Temp_10  , Delta_T  , Wind Speed S , Wind Dir S , Sigma    , Wind Max , O3       , PM2.5_Archive , NOXppb   , NOppb    , NO2ppb   , Benzene  , Toluene  , Ethylbenzene , Mp-Xylene , o-Xylene
 ,                           , w/m2     , DegC     , DegC     , DegC     , m/s      , Deg      , Deg      , m/s      , ppm      , ug/m3L   , ppb      , ppb      , ppb      , ppb      , ppb      , ppb      , ppb      , ppb     
 , 7/17/2024 11:00 PM        ,0,24,23.7,-0.3,7.6,189.7,20.6,10.8,0.041,          ,1,0,2,0.07,0.1,0.009,0.029,0
 , 7/18/2024 12:00 AM        ,0,22.9,22.6,-0.2,5.7,220.4,16.5,9,0.047,          ,1,0,1,0.05,0.07,0.009,0.019,0
 , 7/18/2024 1:00 AM         ,0,22.3,22.1,-0.2,4.1,320.2,13.9,6.2,0.044,          ,1,0,1,0.039,0.039,0.009,0.009,0
 , 7/18/2024 2:00 AM         ,0,22.4,22.2,-0.1,4.4,305.5,10.1,7.6,0.042,          ,1,0,1,0.029,0.039,0.009,0.019,0
 , 7/18/2024 3:00 AM         ,0,22.4,22.2,-0.1,5.3,315.9,9,8.8,0.04,          ,1,0,1,0.019,0.029,0.009,0.019,0
 , 7/18/2024 4:00 AM         ,0.2,22.4,22.3,0,3.5,302.8,15.3,6.5,0.04,          ,1,0,1,0.029,0.029,0.009,0.019,0
 , 7/18/2024 5:00 AM         ,19.1,22.9,22.8,0,2.3,292,16,3.8,0.036,          ,1,0,1,0.019,0.019,0,0.009,0
 , 7/18/2024 6:00 AM         ,110.2,23,22.7,-0.2,2.5,194.5,12.8,6.3,0.033,          ,2,0,2,0.05,0.109,0.019,0.039,0
 , 7/18/2024 7:00 AM         ,430.8,24.7,24,-0.7,3.6,315.3,12.6,5.6,0.044,          ,3,0,2,0.079,0.09,0.009,0.009,0
 , 7/18/2024 8:00 AM         ,477.7,27.6,26.2,-1.3,1.8,141,37.5,4.6,0.048,          ,3,0,3,0.079,0.079,0.009,0.009,0
 , 7/18/2024 9:00 AM         ,636.9,29.1,27.6,-1.4,2,133.6,35.2,6.4,0.052,          ,3,0,3,0.1,0.129,0.009,0.029,0.009
 , 7/18/2024 10:00 AM        ,315.2,26.6,25.2,-1.4,6.6,99.5,12.6,11.1,0.048,          ,3,0,3,0.05,0.05,0.009,0.019,0
 , 7/18/2024 11:00 AM        ,279.9,26.2,24.9,-1.2,4.3,115.1,14.7,7.1,0.049,          ,3,0,3,0.039,0.119,0.009,0.019,0
 , 7/18/2024 12:00 PM        ,357.9,27,25.9,-1,3.6,142.4,19,6.1,0.05,          ,3,0,3,0.079,0.1,0.009,0.039,0
 , 7/18/2024 1:00 PM         ,578.8,29,27.7,-1.3,3.7,154.6,17.5,6.6,0.051,          ,2,0,2,0.039,0.039,0.009,0.019,0.009
 , 7/18/2024 2:00 PM         ,622,30.6,28.6,-1.9,3.7,133.6,21.5,6.9,0.052,          ,2,0,2,0.039,0.05,0.009,0.009,0
 , 7/18/2024 3:00 PM         ,609.6,31.8,29.5,-2.2,3.8,127.1,19.9,7.3,0.059,          ,2,0,2,0.039,0.029,0,0.009,0
 , 7/18/2024 4:00 PM         ,426.7,31.7,29.8,-1.9,4.6,128.2,17.1,11,0.061,          ,2,0,2,0.05,0.05,0.009,0.019,0
 , 7/18/2024 5:00 PM         ,197.9,29.2,28.4,-0.7,7,144.7,12.4,12.4,0.056,          ,2,0,2,0.029,0.039,0.009,0.019,0.009
 , 7/18/2024 6:00 PM         ,55.5,27.9,27.6,-0.3,5.3,157.6,11.6,8.3,0.051,          ,2,0,2,0.039,0.05,0.009,0.019,0.009
 , 7/18/2024 7:00 PM         ,0.6,26.7,26.7,0,3.5,146.6,10.9,6.2,0.045,          ,3,0,3,0.039,0.07,0.009,0.039,0
 , 7/18/2024 8:00 PM         ,0,25.8,25.8,0,2.7,169.3,15.1,4.5,0.037,          ,4,0,4,0.039,0.07,0.009,0.039,0
 , 7/18/2024 9:00 PM         ,0,24.9,25.2,0.2,2,145.1,10.8,2.8,0.031,          ,3,0,4,0.09,0.14,0.019,0.109,0.019
 , 7/18/2024 10:00 PM        ,0,24.1,24.5,0.3,1.6,165.9,15.6,2.8,0.026,          ,2,0,2,0.029,0.039,0.009,0.05,0.009
 , 7/18/2024 11:00 PM        ,0,23.2,23.7,0.4,0.7,186,7.3,2.3,0.022,          ,2,0,2,0.029,0.019,0.009,0.029,0
 , 7/19/2024 12:00 AM        ,0,23,23.6,0.6,0.7,139.6,53.6,1.9,0.019,          ,3,0,3,0.039,0.029,0,0.019,0
 , 7/19/2024 1:00 AM         ,0,22.6,23.2,0.5,0.4,212.3,5.8,1.1,0.017,          ,3,0,3,0.039,0.09,0.009,0.039,0
 , 7/19/2024 2:00 AM         ,0,21.8,22.8,1,0.1,108.8,23.4,1,0.013,          ,4,0,4,0.05,0.189,0.019,0.09,0.009
 , 7/19/2024 3:00 AM         ,0,21.3,21.8,0.5,0.7,106,38.9,1.9,0.008,          ,8,0,8,0.159,0.379,0.05,0.15,0.019
 , 7/19/2024 4:00 AM         ,0.3,21,21.4,0.3,1.1,121.8,18.1,2.2,0.003,          ,16,1,15,0.4,0.759,0.07,0.28,0.019
 , 7/19/2024 5:00 AM         ,27.6,21.1,21.2,0,1,174.1,26.6,2.3,0.001,          ,29,10,18,1.009,2.019,0.239,0.839,0.1
 , 7/19/2024 6:00 AM         ,200,22.7,22.3,-0.3,1.8,167.6,19.4,3.3,0.011,          ,21,7,14,0.519,1.169,0.109,0.5,0.05
 , 7/19/2024 7:00 AM         ,411.1,26.2,25.5,-0.6,3.6,140.3,13.9,6.4,0.03,          ,8,1,6,0.09,0.129,0.029,0.1,0.009
 , 7/19/2024 8:00 AM         ,616.2,28.3,27.1,-1.1,4.6,145.7,18,7.7,0.042,          ,5,0,5,0.05,0.05,0.009,0.039,0.009
 , 7/19/2024 9:00 AM         ,693,29.5,28.1,-1.3,5.2,148.4,16.8,10.2,0.052,          ,6,0,5,0.09,0.1,0.009,0.05,0
 , 7/19/2024 10:00 AM        ,857,30.9,29.4,-1.5,5.7,150.8,16.1,9.6,0.068,          ,6,0,5,0.119,0.129,0.019,0.07,0.019
 , 7/19/2024 11:00 AM        ,915.7,32.8,31,-1.8,5.7,149.1,20.8,9.9,0.07,          ,3,0,3,0.079,0.079,0.009,0.039,0
 , 7/19/2024 12:00 PM        ,913.5,34.4,32.1,-2.2,5.4,138.4,21.6,9.7,0.07,          ,3,0,3,0.059,0.05,0.009,0.029,0.009
 , 7/19/2024 1:00 PM         ,859.8,35.2,33.2,-1.9,5.2,147,22.1,9.4,0.071,          ,2,0,2,0.05,0.039,0.009,0.019,0.009
 , 7/19/2024 2:00 PM         ,751.6,35.9,33.7,-2.1,5.8,140.9,23.7,10.2,0.07,          ,2,0,2,0.05,0.029,0,0.019,0
 , 7/19/2024 3:00 PM         ,599.3,35.9,34.2,-1.7,5.4,143,20.9,9.3,0.066,          ,1,0,1,0.039,0.039,0.009,0.019,0.009
 , 7/19/2024 4:00 PM         ,418.3,35.8,34.2,-1.5,5.6,129.9,14.7,9.2,0.067,          ,1,0,1,0.029,0.019,0,0.009,0
 , 7/19/2024 5:00 PM         ,224.5,35,34,-1,5.4,128.3,15.2,9.7,0.067,          ,1,0,1,0.019,0.029,0.009,0.009,0
 , 7/19/2024 6:00 PM         ,56.1,33.5,33.3,-0.2,4.9,125.9,10.8,8.1,0.064,          ,2,0,2,0.019,0.029,0.009,0.019,0
 , 7/19/2024 7:00 PM         ,0.6,31.7,32,0.3,3.7,130.7,9.6,6,0.056,          ,3,0,3,0.029,0.18,0.009,0.019,0
 , 7/19/2024 8:00 PM         ,0,30.4,30.7,0.3,3.2,139.1,10.5,5.2,0.045,          ,5,0,5,0.07,0.1,0.019,0.05,0.009
 , 7/19/2024 9:00 PM         ,0,28.8,29.2,0.3,2.7,170.8,20,4.9,0.035,          ,5,0,5,0.07,0.1,0.009,0.079,0.009
 , 7/19/2024 10:00 PM        ,0,26.6,27.3,0.6,2.3,181.5,9.8,3.4,0.025,          ,4,0,6,0.219,0.27,0.039,0.219,0.05
 , 7/19/2024 11:00 PM        ,0,25.6,26.5,0.9,2.5,181,7,3.4,0.022,          ,6,0,7,0.189,0.37,0.029,0.159,0.039
 , 7/20/2024 12:00 AM        ,0,26.1,26.7,0.5,3.1,173.9,8.5,4.6,0.033,          ,4,0,4,0.07,0.07,0.019,0.09,0.019
 , 7/20/2024 1:00 AM         ,0,26.6,27.1,0.4,2.8,172.4,8.9,4.2,0.041,          ,2,0,2,0.029,0.029,0.009,0.029,0.009
 , 7/20/2024 2:00 AM         ,0,26.1,26.9,0.7,1.5,138.2,13.5,4.5,0.039,          ,1,0,1,0.019,0.029,0,0.019,0
 , 7/20/2024 3:00 AM         ,0,24.6,26,1.3,0.3,162.7,8.2,1.8,0.033,          ,3,0,3,0.019,0.029,0,0.019,0
 , 7/20/2024 4:00 AM         ,0.2,22.8,23.7,0.8,0.4,104.5,15.9,2.5,0.023,          ,10,0,10,0.079,0.15,0.019,0.059,0.009
 , 7/20/2024 5:00 AM         ,18.6,22.9,23.2,0.3,0.6,154.1,19.6,2.8,0.006,          ,27,3,24,0.43,0.85,0.07,0.3,0.029
 , 7/20/2024 6:00 AM         ,90.1,24,23.9,-0.1,2.2,205.9,11.9,3.3,0.012,          ,28,6,22,0.569,1.09,0.079,0.4,0.09
 , 7/20/2024 7:00 AM         ,392.1,27.2,26.7,-0.4,1.7,246.1,42.2,3.4,0.03,          ,16,3,13,0.25,0.319,0.05,0.23,0.019
 , 7/20/2024 8:00 AM         ,400.8,29.4,28.6,-0.7,1.5,215.4,34.7,3.5,0.042,          ,6,0,5,0.159,0.159,0.029,0.09,0.019
 , 7/20/2024 9:00 AM         ,560.1,31.7,30.3,-1.3,1.2,111.6,29,4.5,0.053,          ,4,0,4,0.15,0.15,0.019,0.059,0.009
 , 7/20/2024 10:00 AM        ,883.7,34.4,32.3,-2.1,1.3,137.2,51.6,4.3,0.062,          ,3,0,3,0.07,0.079,0.009,0.029,0.009
 , 7/20/2024 11:00 AM        ,942.7,36.4,33.6,-2.7,2.4,99,31.7,6.9,0.07,          ,3,0,3,0.079,0.09,0.009,0.019,0.009
 , 7/20/2024 12:00 PM        ,768.6,37.3,34.2,-3,2.1,79.1,40.5,5.2,0.07,          ,3,0,2,0.059,0.059,0.009,0.019,0
 , 7/20/2024 1:00 PM         ,488.8,36.6,34.5,-2,2.6,116.1,31.5,6.6,0.076,          ,2,0,2,0.039,0.05,0,0.009,0
 , 7/20/2024 2:00 PM         ,865.2,38.4,35.1,-3.2,3.6,96,23.5,7.8,0.087,          ,3,0,3,0.05,0.05,0.009,0.019,0
 , 7/20/2024 3:00 PM         ,253,35.4,34.3,-1.1,6.5,185.2,23.9,10.3,0.061,          ,1,0,1,0.019,0.019,0,0.009,0
 , 7/20/2024 4:00 PM         ,388.4,35.3,34.3,-1,5.5,201.6,12.2,9.2,0.059,          ,1,0,1,0.009,0.009,0,0,0
 , 7/20/2024 5:00 PM         ,211.4,35.2,34.4,-0.7,4.1,171.5,19.3,7.3,0.067,          ,1,0,1,0.019,0.019,0,0.009,0
 , 7/20/2024 6:00 PM         ,67.3,34.7,34.3,-0.3,2.4,174,13,5.2,0.065,          ,1,0,1,0.019,0.009,0,0.009,0
 , 7/20/2024 7:00 PM         ,0.2,33.5,33.7,0.1,0.4,222.3,17.7,1.7,0.054,          ,1,0,1,0.019,0.019,0,0,0
 , 7/20/2024 8:00 PM         ,0,31.8,31.9,0.1,4,140.3,18.5,11.7,0.045,          ,3,0,3,0.029,0.05,0.009,0.029,0
 , 7/20/2024 9:00 PM         ,0.1,28.6,28.4,-0.2,4.7,73.6,32.5,7.6,0.042,          ,5,0,5,0.07,0.09,0.019,0.059,0.009
 , 7/20/2024 10:00 PM        ,5.1,23.8,24.1,0.3,4.7,114.1,33.2,8,0.04,          ,3,0,4,0.079,0.109,0.019,0.09,0.019
 , 7/20/2024 11:00 PM        ,3.9,23.1,23.5,0.3,4.4,138.6,23.6,8.9,0.039,          ,4,0,4,0.079,0.09,0.019,0.05,0.009
 , 7/21/2024 12:00 AM        ,5.5,22.3,22.5,0.1,6.2,286.7,21.7,15.4,0.045,          ,2,0,2,0.05,0.059,0.009,0.029,0
 , 7/21/2024 1:00 AM         ,3.5,21.4,21.3,0,5.6,312.8,11.2,8.4,0.042,          ,1,0,1,0.039,0.039,0.009,0.019,0
 , 7/21/2024 2:00 AM         ,2.1,20.9,20.8,0,5.3,313.9,7.2,7.5,0.038,          ,1,0,1,0.059,0.05,0.009,0.019,0
 , 7/21/2024 3:00 AM         ,4.8,20.5,20.5,0,4.6,303.8,11.6,7.3,0.04,          ,1,0,1,0.05,0.05,0.009,0.009,0
 , 7/21/2024 4:00 AM         ,0.5,21,21,0,5.4,284,7.6,9.4,0.045,          ,1,0,1,0.029,0.019,0,0.009,0
 , 7/21/2024 5:00 AM         ,10.5,21.1,21.4,0.2,5.5,284.2,6.5,7.6,0.047,          ,1,0,1,0.019,0.019,0,0.009,0
 , 7/21/2024 6:00 AM         ,35.9,20.8,21.1,0.2,4.5,251.3,27.3,6.8,0.046,          ,1,0,1,0.019,0.009,0,0.009,0
 , 7/21/2024 7:00 AM         ,84.7,20.8,20.7,0,3.7,232.7,13.4,5.4,0.031,          ,2,0,2,0.05,0.05,0.009,0.009,0
 , 7/21/2024 8:00 AM         ,154.2,21.5,21.2,-0.2,3.3,175.8,14.3,5.4,0.037,          ,4,0,3,0.17,0.2,0.029,0.07,0.009
 , 7/21/2024 9:00 AM         ,202.5,22.4,22.2,-0.2,2.5,321.4,15.6,3.8,0.043,          ,3,0,3,0.1,0.1,0.009,0.019,0
 , 7/21/2024 10:00 AM        ,279.7,23.5,23.2,-0.3,2.8,311.3,13,4.3,0.047,          ,2,0,2,0.059,0.05,0.009,0.009,0
 , 7/21/2024 11:00 AM        ,596.9,25,24.4,-0.5,2,298.5,21.3,3.8,0.051,          ,3,0,3,0.039,0.05,0.009,0.009,0
 , 7/21/2024 12:00 PM        ,563.8,26.7,25.8,-0.9,1.3,233.2,33.6,3.1,0.056,          ,3,0,3,0.029,0.029,0,0.009,0
 , 7/21/2024 1:00 PM         ,498,27.3,26.6,-0.7,1,244.5,46.1,3.2,0.06,          ,3,0,3,0.029,0.019,0,0,0
 , 7/21/2024 2:00 PM         ,349.3,28.5,27.3,-1.1,1.6,130,37.9,4.5,0.062,          ,3,0,3,0.029,0.009,0,0,0
 , 7/21/2024 3:00 PM         ,82,27.8,27.4,-0.4,2,63.8,24.7,4,0.064,          ,4,0,4,0.029,0.029,0.009,0.019,0
 , 7/21/2024 4:00 PM         ,73.8,26,25.7,-0.3,5,59.3,12,9,0.051,          ,4,0,4,0.029,0.05,0.009,0.029,0.009
 , 7/21/2024 5:00 PM         ,100.8,25.6,25.2,-0.4,2.9,48.7,11.7,6.4,0.046,          ,5,0,5,0.079,0.1,0.019,0.05,0.009
 , 7/21/2024 6:00 PM         ,52.6,25.7,25.4,-0.2,1.5,102.3,16.4,3.9,0.052,          ,3,0,3,0.019,0.029,0.009,0.019,0
 , 7/21/2024 7:00 PM         ,0.2,25,25.2,0.2,0,209.7,30.5,1.3,0.047,          ,4,0,4,0.029,0.029,0,0.009,0
 , 7/21/2024 8:00 PM         ,0,24.4,24.7,0.3,0,175,0,0.3,0.031,          ,6,0,6,0.019,0.019,0,0.029,0
 , 7/21/2024 9:00 PM         ,0,23.8,24.1,0.2,2.3,55,12.7,8.7,0.03,          ,9,0,9,0.09,0.28,0.029,0.1,0.009
 , 7/21/2024 10:00 PM        ,0,22.2,22.3,0,3,96.4,18.9,7.8,0.046,          ,3,0,4,0.159,0.23,0.05,0.18,0.039
 , 7/21/2024 11:00 PM        ,0,21.5,21.5,0,1.9,57.6,22.4,3.2,0.039,          ,5,0,5,0.189,0.27,0.05,0.189,0.029
 , 7/22/2024 12:00 AM        ,4.2,20.9,20.9,0,2.6,50.3,13.7,4.7,0.041,          ,4,0,3,0.059,0.15,0.019,0.079,0.019
 , 7/22/2024 1:00 AM         ,6.9,20,20.1,0,1.7,48.2,9.7,4.8,0.041,          ,4,0,4,          ,          ,          ,          ,         
 , 7/22/2024 2:00 AM         ,1.1,20.1,20.1,0,0,207.6,0,0.1,0.037,          ,          ,          ,          ,0.059,0.07,0.029,0.1,0.009
 , 7/22/2024 3:00 AM         ,0,20.2,20.2,0,0.6,223.7,16.1,2.3,0.015,          ,          ,          ,          ,0.05,0.059,0.009,0.039,0
 , 7/22/2024 4:00 AM         ,0.1,20.3,20.3,0,2.5,322.5,19.5,3.9,0.031,          ,4,0,4,0.759,0.949,0.05,0.15,0.009
 , 7/22/2024 5:00 AM         ,10.1,20,19.9,0,3.9,332.6,8.3,5.7,0.031,          ,4,0,4,0.159,0.18,0.019,0.059,0.009
 , 7/22/2024 6:00 AM         ,115.9,20.4,20.2,-0.2,4.6,290.1,15.6,6.9,0.037,          ,3,0,3,0.09,0.09,0.009,0.029,0
 , 7/22/2024 7:00 AM         ,282.9,21.8,21.3,-0.5,5.1,313.7,11.9,7.2,0.045,          ,3,0,3,0.019,0.019,0,0.009,0
 , 7/22/2024 8:00 AM         ,528.2,23.7,22.5,-1.1,4.9,248.1,17.2,8.1,          ,          ,3,0,3,0.019,0.009,0,0,0
 , 7/22/2024 9:00 AM         ,291.6,23.9,23,-0.9,4.1,286,17.5,6.7,          ,          ,2,0,2,0.05,0.029,0,0.009,0
 , 7/22/2024 10:00 AM        ,369.9,24.7,23.6,-1.1,2.9,173.5,21.9,5.8,0.054,          ,2,0,2,0.029,0.009,0,0.009,0
 , 7/22/2024 11:00 AM        ,708.2,26.7,24.9,-1.8,1.4,132.9,33,4.8,0.059,          ,3,0,3,0.029,0.019,0,0,0
 , 7/22/2024 12:00 PM        ,409.1,26.8,25.6,-1.2,2.3,161.7,42.6,7.7,0.063,          ,3,0,2,0.039,0.029,0,0.009,0
 , 7/22/2024 1:00 PM         ,673.9,27.7,25.4,-2.2,4.7,93.7,17.1,7.9,0.066,          ,4,0,4,0.079,0.07,0.009,0.009,0
 , 7/22/2024 2:00 PM         ,745.4,29.1,26.3,-2.8,3.5,104.7,24.5,7.2,0.069,          ,3,0,3,0.05,0.039,0.009,0.009,0
 , 7/22/2024 3:00 PM         ,591.5,29.5,26.8,-2.6,3.1,103.3,20.7,6.2,0.069,          ,3,0,3,0.039,0.029,0,0.009,0
 , 7/22/2024 4:00 PM         ,367.5,28.7,26.8,-1.8,5.5,109.8,20,10.8,0.069,          ,4,0,4,0.059,0.05,0.009,0.009,0
 , 7/22/2024 5:00 PM         ,149.3,25.5,24.8,-0.6,6.8,128.6,12.3,11.1,0.058,          ,3,0,3,0.05,0.09,0.009,0.039,0
 , 7/22/2024 6:00 PM         ,47.4,24.6,24.3,-0.2,5.7,131,11.2,8.7,0.057,          ,3,0,3,0.039,0.039,0.009,0.019,0
 , 7/22/2024 7:00 PM         ,0.5,23.5,23.5,0,4.7,137.3,13,8.2,0.056,          ,4,0,4,0.079,0.079,0.009,0.059,0.009
 , 7/22/2024 8:00 PM         ,0,22.4,22.4,0,4.4,159.9,12.1,7.6,0.052,          ,3,0,3,0.059,0.059,0.009,0.019,0.009
 , 7/22/2024 9:00 PM         ,0,21.5,21.6,0,3,184.3,9.7,5.9,0.043,          ,3,0,3,0.05,0.039,0.009,0.029,0.009
 , 7/22/2024 10:00 PM        ,0,20.5,20.8,0.2,1.4,169.3,8.2,2.3,0.034,          ,3,0,4,0.05,0.05,0.009,0.029,0
 , 7/22/2024 11:00 PM        ,0,20.4,20.5,0.1,1.5,159.8,12.7,3.1,0.034,          ,3,0,3,0.05,0.05,0.009,0.029,0.009
 , 7/23/2024 12:00 AM        ,0,19.7,19.9,0.2,1.3,205.7,11.3,2.6,0.028,          ,4,0,4,0.059,0.05,0.009,0.059,0
 , 7/23/2024 1:00 AM         ,0,18.7,19.6,0.9,0.2,148.4,31.3,1.8,0.023,          ,3,0,3,0.059,0.079,0.019,0.059,0
 , 7/23/2024 2:00 AM         ,0.1,18,18.9,0.9,0,162.3,8,0.6,0.019,          ,5,0,5,0.079,0.18,0.019,0.1,0.009
 , 7/23/2024 3:00 AM         ,0.1,17.8,18.9,1,0,214.8,46.6,0.8,0.013,          ,7,0,7,0.14,0.17,0.029,0.1,0.009
 , 7/23/2024 4:00 AM         ,0.3,17.4,18.3,0.9,1.2,278.5,7,3.1,0.011,          ,5,0,4,0.079,0.1,0.019,0.07,0.009
 , 7/23/2024 5:00 AM         ,32.1,17.7,18.3,0.5,0.8,261,15.7,2.2,0.012,          ,7,0,6,0.289,0.419,0.029,0.15,0.009
 , 7/23/2024 6:00 AM         ,178.6,19.4,19.3,-0.1,0.6,304.9,17.2,1.9,0.017,          ,8,1,7,0.15,0.27,0.019,0.109,0.009
 , 7/23/2024 7:00 AM         ,380.4,21.6,21.4,-0.2,0.3,222.8,33.5,1.7,0.029,          ,8,1,7,0.18,0.18,0.029,0.1,0.009
 , 7/23/2024 8:00 AM         ,568,24.1,23.4,-0.6,0.6,186.9,71,2.2,0.048,          ,4,0,3,0.059,0.05,0.009,0.039,0
 , 7/23/2024 9:00 AM         ,729.9,26.7,24.8,-1.8,0.9,87.3,36.8,3.6,0.058,          ,3,0,3,0.039,0.039,0.009,0.019,0
 , 7/23/2024 10:00 AM        ,842.1,28.2,26,-2.2,1.4,107.9,38.3,5,0.064,          ,3,0,3,0.029,0.029,0,0.009,0
 , 7/23/2024 11:00 AM        ,904,29.6,27.1,-2.4,1.9,113,39,5.4,0.069,          ,2,0,2,0.029,0.029,0,0.009,0
 , 7/23/2024 12:00 PM        ,905.4,30.5,28.1,-2.3,2,130.2,33,5.6,0.076,          ,3,0,3,0.029,0.019,0,0.009,0
 , 7/23/2024 1:00 PM         ,850,31.6,29,-2.5,2.6,116,31.6,6.4,0.077,          ,2,0,2,0.059,0.05,0.009,0.009,0
 , 7/23/2024 2:00 PM         ,715.2,32.2,29.8,-2.4,2.5,109.6,36.2,6.9,0.086,          ,3,0,3,0.079,0.09,0.009,0.009,0.009
 , 7/23/2024 3:00 PM         ,579.7,32.9,30.3,-2.5,2,103.8,33.8,5.7,0.091,          ,3,0,3,0.079,0.059,0.009,0.009,0
 , 7/23/2024 4:00 PM         ,394.6,32.5,30.7,-1.7,1.5,121.5,41.4,5.2,0.098,          ,3,0,3,0.09,0.05,0.009,0.009,0.009
 , 7/23/2024 5:00 PM         ,183.1,31.8,30.6,-1.2,1.6,97.6,21.7,4.5,0.093,          ,3,0,3,0.07,0.059,0.009,0.009,0
 , 7/23/2024 6:00 PM         ,42.7,30.4,30.2,-0.2,1,124.6,28.7,3.4,0.087,          ,2,0,2,0.07,0.059,0.009,0.019,0
 , 7/23/2024 7:00 PM         ,0.5,28.8,29,0.1,2.6,163.8,15.6,5.2,0.077,          ,3,0,3,0.079,0.1,0.009,0.039,0.009
 , 7/23/2024 8:00 PM         ,0,26.9,27.3,0.3,2.3,192.5,5.8,3.3,0.057,          ,4,0,4,0.09,0.09,0.009,0.05,0.019
 , 7/23/2024 9:00 PM         ,0,26.1,26.6,0.5,2.2,199.8,7.3,3.4,0.052,          ,5,0,5,0.079,0.1,0.009,0.039,0.009
 , 7/23/2024 10:00 PM        ,0,25.4,26,0.6,2.2,211.4,9.8,3.3,0.051,          ,3,0,5,0.1,0.119,0.009,0.039,0.009
 , 7/23/2024 11:00 PM        ,0,24.7,25.6,0.8,2.1,218.5,7.2,2.8,0.053,          ,4,0,4,0.05,0.039,0.009,0.009,0.009
 , 7/24/2024 12:00 AM        ,0,22.5,24.5,2,1.6,198.3,8.8,2.5,0.042,          ,4,0,5,0.05,0.039,0.009,0.039,0
 , 7/24/2024 1:00 AM         ,0,21.2,23.6,2.4,1.2,196.9,8,1.9,0.039,          ,3,0,3,0.039,0.039,0.009,0.029,0
 , 7/24/2024 2:00 AM         ,0,20.5,22,1.5,0,205.9,0,0,0.03,          ,6,0,6,0.059,0.119,0.019,0.07,0.009
 , 7/24/2024 3:00 AM         ,0,20.2,21.9,1.6,0.1,271.2,3,1.7,0.032,          ,5,0,5,0.07,0.079,0.019,0.059,0
 , 7/24/2024 4:00 AM         ,0.2,20,21.2,1.1,2.2,318.5,5.5,3.5,0.026,          ,6,0,6,0.259,0.439,0.039,0.15,0.009
 , 7/24/2024 5:00 AM         ,30.5,20.1,21.2,1.1,2.1,272.2,17.5,3.6,0.024,          ,9,0,9,0.28,0.49,0.05,0.2,0.019
 , 7/24/2024 6:00 AM         ,164,22.6,22.5,-0.1,2.7,314.2,6.8,3.8,0.039,          ,7,0,6,0.219,0.31,0.029,0.119,0.019
 , 7/24/2024 7:00 AM         ,362,24.9,24.6,-0.3,1.9,311.3,14.4,2.9,0.049,          ,8,0,7,0.17,0.23,0.019,0.079,0.009
 , 7/24/2024 8:00 AM         ,559.9,28.4,27.2,-1.2,0.5,152.7,49.2,2.7,0.064,          ,5,0,5,0.15,0.189,0.019,0.05,0.009
 , 7/24/2024 9:00 AM         ,715.1,31.3,29.3,-1.9,1.9,100.4,27,5.2,0.071,          ,5,0,5,0.079,0.119,0.019,0.029,0.009
 , 7/24/2024 10:00 AM        ,837.9,33.1,31.1,-1.9,2.7,128.2,25.7,5.5,0.077,          ,3,0,3,0.039,0.039,0.009,0.009,0
 , 7/24/2024 11:00 AM        ,896.3,34.7,32,-2.7,2.7,97.7,34.9,8,0.078,          ,2,0,2,0.029,0.019,0,0.009,0
 , 7/24/2024 12:00 PM        ,903.1,35.2,32.6,-2.5,2.4,127.6,41.2,6.6,0.08,          ,2,0,2,0.029,0.019,0,0.009,0
 , 7/24/2024 1:00 PM         ,859.9,36.1,33.2,-2.8,3.4,113.9,27,7.7,0.085,          ,2,0,2,0.039,0.019,0,0.009,0
 , 7/24/2024 2:00 PM         ,734.3,36.2,33.5,-2.6,2.8,112.9,36.1,6.6,0.089,          ,2,0,2,0.039,0.019,0,0.009,0
 , 7/24/2024 3:00 PM         ,575.1,36.5,33.9,-2.6,1.9,86.8,27.3,5.4,0.091,          ,2,0,2,0.039,0.019,0,0,0
 , 7/24/2024 4:00 PM         ,381.4,36.2,34.1,-2,1.8,102.5,24.8,5.8,0.092,          ,2,0,2,0.039,0.029,0,0.009,0
 , 7/24/2024 5:00 PM         ,189.4,35,33.8,-1.1,2.7,106.5,18.3,5.6,0.094,          ,2,0,2,0.059,0.039,0,0.009,0
 , 7/24/2024 6:00 PM         ,42.6,33.1,33,0,3.5,124.9,11.1,5.8,0.095,          ,3,0,3,0.079,0.05,0.009,0.019,0.009
 , 7/24/2024 7:00 PM         ,0.4,31.5,31.8,0.2,3.3,130.5,9.4,5.4,0.087,          ,5,0,5,0.239,0.2,0.019,0.079,0.009
 , 7/24/2024 8:00 PM         ,0,30.6,30.8,0.2,2.5,147.5,16.8,4.8,0.079,          ,5,0,5,0.74,1.11,0.05,0.259,0.029
 , 7/24/2024 9:00 PM         ,0,28.3,28.9,0.6,2,174.6,15.6,3.3,0.057,          ,5,0,5,0.129,0.15,0.029,0.109,0.019
 , 7/24/2024 10:00 PM        ,0,26.7,27.6,0.9,2,182.9,14.5,2.9,0.046,          ,4,0,5,0.14,0.129,0.019,0.109,0.019
 , 7/24/2024 11:00 PM        ,0,25.3,26.5,1.1,1.9,191,5.1,3,0.037,          ,6,0,6,0.319,0.73,0.059,0.3,0.07
 , 7/25/2024 12:00 AM        ,0,24.2,25.8,1.6,0.2,186.4,1.8,2.3,0.038,          ,5,0,5,0.18,0.219,0.029,0.159,0.029
