Station:5ZR Carlsbad -  , Date Time                 , Solar Rad , Temp_2m  , Temp_10  , Delta_T  , Wind Speed S , Wind Dir S , Sigma    , Wind Max , O3       , PM2.5_Archive , NOXppb   , NOppb    , NO2ppb   
 ,                           , w/m2     , DegC     , DegC     , DegC     , m/s      , Deg      , Deg      , m/s      , ppm      , ug/m3L   , ppb      , ppb      , ppb      
 , 1/19/2024 1:00 PM         ,565.7,4,1.6,-2.4,2.1,112,36.3,4.7,0.036,          ,2,0,1
 , 1/19/2024 2:00 PM         ,450.7,4.7,2.1,-2.5,2.3,105.1,28.7,4.8,0.037,          ,3,1,2
 , 1/19/2024 3:00 PM         ,291.4,4.6,2.6,-2,2.4,108.8,26.3,4.5,0.036,          ,4,1,3
 , 1/19/2024 4:00 PM         ,111.9,4.4,3.1,-1.2,2.4,115.5,18.7,4.7,0.034,          ,6,0,5
 , 1/19/2024 5:00 PM         ,3.5,2.3,2.7,0.4,1.4,148,13.6,3.1,0.031,          ,8,0,8
 , 1/19/2024 6:00 PM         ,0,1,2.4,1.4,1.4,175.8,11.1,3.1,0.021,          ,14,0,14
 , 1/19/2024 7:00 PM         ,0,-0.4,0.2,0.7,2.3,182.4,7.4,2.9,0.02,          ,9,0,8
 , 1/19/2024 8:00 PM         ,0,-1.2,-0.5,0.6,2.6,189.1,5.4,3.4,0.018,          ,11,0,11
 , 1/19/2024 9:00 PM         ,0,-1.6,-0.6,0.9,2.5,191.6,5.2,3.3,0.021,          ,9,0,8
 , 1/19/2024 10:00 PM        ,0,-2.2,-1.1,1,2.4,159.4,28.2,4.5,0.02,          ,5,0,7
 , 1/19/2024 11:00 PM        ,0,-2.1,-1.8,0.2,2,138.8,11.2,3.6,0.014,          ,13,0,14
 , 1/20/2024 12:00 AM        ,0,-2.2,-2.1,0.1,2.6,143.1,12.7,4.1,0.007,          ,23,0,22
 , 1/20/2024 1:00 AM         ,0,-3,-2.7,0.2,1.7,148.3,10,4,0.003,          ,28,2,26
 , 1/20/2024 2:00 AM         ,0,-4,-3.6,0.3,2,173.3,20.9,2.8,0.004,          ,21,0,20
 , 1/20/2024 3:00 AM         ,0,-5,-4.5,0.4,2,173.4,14.9,4.1,0.007,          ,14,0,14
 , 1/20/2024 4:00 AM         ,0,-5,-4.8,0.2,2.9,168.1,6.6,4.1,0.008,          ,16,0,16
 , 1/20/2024 5:00 AM         ,0,-5.6,-5.3,0.3,2.2,166.2,8.4,3.2,0.006,          ,18,1,17
 , 1/20/2024 6:00 AM         ,1.2,-6.3,-5.7,0.5,1.9,168.9,9.8,2.7,0.006,          ,16,0,16
 , 1/20/2024 7:00 AM         ,74.2,-5.4,-5.3,0.1,2.3,158.5,9.1,3.9,0.011,          ,15,2,12
 , 1/20/2024 8:00 AM         ,242.2,-3.4,-3.9,-0.5,4.2,150.7,11.4,7.4,0.021,          ,12,4,8
 , 1/20/2024 9:00 AM         ,400.6,-1.8,-2.9,-1.1,4.7,140.2,13.9,7.2,0.026,          ,10,3,6
 , 1/20/2024 10:00 AM        ,475.4,-0.5,-1.9,-1.3,5.1,137.4,16.1,8.6,0.028,          ,8,3,4
 , 1/20/2024 11:00 AM        ,623.3,0.9,-0.5,-1.4,4.9,146.3,15,7.7,0.03,          ,7,3,4
 , 1/20/2024 12:00 PM        ,593.2,2.8,1,-1.8,4.7,135.9,17.7,7.6,0.031,          ,7,3,4
 , 1/20/2024 1:00 PM         ,564.4,4.3,2.2,-2,5.3,128.4,16,8.9,0.033,          ,7,2,4
 , 1/20/2024 2:00 PM         ,235.2,3.3,2.4,-0.9,5.2,138.1,13.5,8.6,0.034,          ,5,1,4
 , 1/20/2024 3:00 PM         ,192.3,3.4,2.7,-0.7,5.6,139.1,14.2,8.7,0.036,          ,4,0,3
 , 1/20/2024 4:00 PM         ,55.9,2.9,2.7,-0.2,5.3,144.5,11.6,8.2,0.035,          ,4,0,3
 , 1/20/2024 5:00 PM         ,1.8,2.6,2.5,0,4.6,136,10.5,7.7,0.03,          ,6,0,6
 , 1/20/2024 6:00 PM         ,0,2.6,2.6,0,4.1,142.5,10.7,6,0.027,          ,7,0,6
 , 1/20/2024 7:00 PM         ,0,2.4,2.4,0,4.5,143.3,10.5,7.7,0.027,          ,6,0,6
 , 1/20/2024 8:00 PM         ,0,1.5,1.6,0.1,4.1,150.4,9.7,7.6,0.022,          ,9,0,9
 , 1/20/2024 9:00 PM         ,0,-0.1,0.1,0.3,2.6,165.5,11.9,4.5,0.021,          ,7,0,7
 , 1/20/2024 10:00 PM        ,0,-0.7,-0.5,0.1,2.4,174.4,9.7,3.7,0.02,          ,4,0,5
 , 1/20/2024 11:00 PM        ,0,0.8,0.9,0.1,3.1,164.5,14,5.1,0.024,          ,3,0,4
 , 1/21/2024 12:00 AM        ,0,1.1,1.2,0,3,144.8,12.8,5.1,0.022,          ,7,0,7
 , 1/21/2024 1:00 AM         ,0,0.9,0.8,-0.1,3.1,132,11,5.4,0.015,          ,13,0,13
 , 1/21/2024 2:00 AM         ,0,0.8,0.7,-0.1,3.3,139.9,22.6,6.5,0.014,          ,16,0,16
 , 1/21/2024 3:00 AM         ,0,0.6,0.5,-0.1,3.8,128.4,12,7.2,0.023,          ,7,0,7
 , 1/21/2024 4:00 AM         ,0,0.4,0.2,-0.1,3.7,133.2,16.1,6.4,0.024,          ,6,0,6
 , 1/21/2024 5:00 AM         ,0,0.2,0.1,-0.1,2.8,141.5,13.6,5.4,0.025,          ,6,0,5
 , 1/21/2024 6:00 AM         ,0.1,0.2,0,-0.1,3.2,140,14.2,5.8,0.023,          ,7,0,7
 , 1/21/2024 7:00 AM         ,21.8,0.3,0,-0.2,2.9,130.7,25.1,5,0.021,          ,9,0,9
 , 1/21/2024 8:00 AM         ,126.9,1.1,0.4,-0.6,2.7,125.1,15.9,4.9,0.021,          ,12,2,10
 , 1/21/2024 9:00 AM         ,160.5,1.9,1.3,-0.6,3.7,139.3,13.7,6.1,0.022,          ,12,3,9
 , 1/21/2024 10:00 AM        ,107.4,1.7,1.3,-0.4,3,151.8,17,5,0.023,          ,9,1,8
 , 1/21/2024 11:00 AM        ,330,3.5,2.2,-1.2,3.1,128.4,15.8,5.1,0.025,          ,9,2,6
 , 1/21/2024 12:00 PM        ,360.2,5.3,3.9,-1.4,3.8,125.2,17.5,6.9,0.027,          ,9,2,6
 , 1/21/2024 1:00 PM         ,446.5,7.1,5.3,-1.7,2,123.8,28.3,4.6,0.029,          ,9,3,6
 , 1/21/2024 2:00 PM         ,376.4,8.6,6.7,-1.8,2.7,123.8,24,4.9,0.029,          ,9,2,6
 , 1/21/2024 3:00 PM         ,216.3,8.8,7.5,-1.2,2.6,116.4,20.5,4.5,0.028,          ,10,2,8
 , 1/21/2024 4:00 PM         ,77.9,8.8,8.1,-0.6,1.7,112.4,19.9,4,0.025,          ,11,1,10
 , 1/21/2024 5:00 PM         ,1.7,7.9,7.9,0,2.6,161.5,15.5,4,0.023,          ,9,0,9
 , 1/21/2024 6:00 PM         ,0,6.2,6.6,0.3,2.6,179.2,6.7,4.6,0.02,          ,8,0,8
 , 1/21/2024 7:00 PM         ,0,4.7,5.1,0.3,3,184.2,6.3,3.9,0.016,          ,10,0,9
 , 1/21/2024 8:00 PM         ,0,4.3,4.9,0.5,2.2,200.1,11.9,3.1,0.016,          ,9,0,9
 , 1/21/2024 9:00 PM         ,0,3.5,4.8,1.2,2.2,176.9,25.6,2.9,0.014,          ,10,0,9
 , 1/21/2024 10:00 PM        ,0,3.9,4.1,0.2,1.5,142.2,16.2,3.8,0.006,          ,12,0,15
 , 1/21/2024 11:00 PM        ,0,4.5,4.6,0,3,143.5,10.7,5.3,0.011,          ,13,0,14
 , 1/22/2024 12:00 AM        ,0,4.1,4.1,0,3.5,146.8,9.6,6,0.01,          ,16,0,16
 , 1/22/2024 1:00 AM         ,0,3.6,3.5,0,3.1,151,9.1,4.7,          ,          ,19,0,18
 , 1/22/2024 2:00 AM         ,0,3,3,0,2.4,142.9,12.7,4.3,0.008,          ,          ,          ,          
 , 1/22/2024 3:00 AM         ,0,2.5,2.6,0,2,148.4,12.7,3.7,0.004,          ,          ,          ,          
 , 1/22/2024 4:00 AM         ,0,2.1,2.3,0.1,2,178.6,13,2.9,0.003,          ,17,0,16
 , 1/22/2024 5:00 AM         ,0,0.5,1.8,1.3,0.7,184.3,15.7,1.9,0.001,          ,19,2,16
 , 1/22/2024 6:00 AM         ,0.6,-0.5,1.7,2.3,0.6,294.1,20.6,1.3,0,          ,32,13,19
 , 1/22/2024 7:00 AM         ,78.4,0.6,1.6,1,0.5,240.2,26,1.5,0.004,          ,21,7,13
 , 1/22/2024 8:00 AM         ,269.4,3.5,3.3,-0.1,1,264.4,23.1,2,          ,          ,20,9,10
 , 1/22/2024 9:00 AM         ,439.4,7.4,5.9,-1.4,0.9,97.8,35.9,2.3,          ,          ,19,9,10
 , 1/22/2024 10:00 AM        ,556.1,10.6,8.5,-2.1,1.4,103.1,31,3.1,0.018,          ,21,9,12
 , 1/22/2024 11:00 AM        ,635.6,14,11.7,-2.2,1.6,97.1,33.1,3.1,0.022,          ,22,8,13
 , 1/22/2024 12:00 PM        ,568.8,17.3,15.6,-1.7,4.3,156.1,68.3,10.3,0.03,          ,13,4,8
 , 1/22/2024 1:00 PM         ,574.6,19.2,18.2,-0.9,7.6,243.9,15.5,11.6,0.038,          ,1,0,1
 , 1/22/2024 2:00 PM         ,459.7,19.3,18.3,-0.9,7.1,236.9,11.7,11.4,0.039,          ,1,0,0
 , 1/22/2024 3:00 PM         ,282.4,19,18.4,-0.5,7.1,234.6,9.3,10.3,0.041,          ,1,0,0
 , 1/22/2024 4:00 PM         ,62.5,17.6,17.7,0,5,236.5,10.8,8.4,0.041,          ,1,0,1
 , 1/22/2024 5:00 PM         ,4,15.3,16,0.7,3.6,246.9,7.4,5.4,0.036,          ,2,0,2
 , 1/22/2024 6:00 PM         ,0,13.1,15.3,2.2,2.8,265.9,11.9,4.4,0.032,          ,3,0,3
 , 1/22/2024 7:00 PM         ,0,12.1,14,1.8,2.6,255.1,29.1,4.5,0.034,          ,1,0,1
 , 1/22/2024 8:00 PM         ,0,12.9,13.9,1,3.6,254.7,10.5,5,0.036,          ,1,0,1
 , 1/22/2024 9:00 PM         ,0,11.9,14.2,2.3,3.1,260.3,6.6,4.4,0.035,          ,1,0,1
 , 1/22/2024 10:00 PM        ,0,10,11.9,1.8,3,219.4,50.3,4.2,0.03,          ,1,0,1
 , 1/22/2024 11:00 PM        ,0,8.7,10.3,1.5,3,208.2,14.7,4.7,0.023,          ,3,0,3
 , 1/23/2024 12:00 AM        ,0,7.2,8.7,1.5,0.9,158.8,69.8,2.4,0.017,          ,5,0,5
 , 1/23/2024 1:00 AM         ,0,6,7.6,1.5,1,194.1,37,2.5,0.01,          ,9,0,9
 , 1/23/2024 2:00 AM         ,0,6.2,7.1,0.8,1.1,274.9,32.4,2.7,0.007,          ,12,0,12
 , 1/23/2024 3:00 AM         ,0,7.2,8.2,1,1.3,251.6,55.7,2.4,0.001,          ,28,3,25
 , 1/23/2024 4:00 AM         ,0,7.4,7.8,0.3,1.1,166.5,76.4,4.9,0.004,          ,20,1,18
 , 1/23/2024 5:00 AM         ,0,7.5,7.9,0.4,1.4,263,37,3.6,0.009,          ,11,0,11
 , 1/23/2024 6:00 AM         ,0.2,6.9,7.3,0.3,0.4,152.1,62.6,1.3,0.002,          ,22,4,17
 , 1/23/2024 7:00 AM         ,11.6,8,8.4,0.4,2.4,206.8,18.6,3.7,0.003,          ,30,8,22
 , 1/23/2024 8:00 AM         ,48.8,8.1,7.9,-0.1,1.2,238.2,22.3,2.2,0.002,          ,45,23,21
 , 1/23/2024 9:00 AM         ,213.3,10.1,9.2,-0.8,1.6,35.8,12.7,2.4,0.007,          ,46,24,22
 , 1/23/2024 10:00 AM        ,335.3,13.1,12.3,-0.8,1.3,165.8,21.5,2.7,0.017,          ,29,12,17
 , 1/23/2024 11:00 AM        ,385,15.7,14.6,-1,1.4,104.1,40.7,4.8,0.032,          ,10,2,7
 , 1/23/2024 12:00 PM        ,356.9,16.3,15.3,-0.9,2.2,176.1,49.5,4.3,0.041,          ,1,0,0
 , 1/23/2024 1:00 PM         ,340.8,15.7,15,-0.6,3.3,300.2,17.7,6.5,0.037,          ,2,0,2
 , 1/23/2024 2:00 PM         ,442.3,16.5,15.6,-0.9,1.9,270.6,36.7,4.4,0.041,          ,1,0,1
 , 1/23/2024 3:00 PM         ,275.7,16.7,15.7,-1,1.7,205.2,33.9,3.6,0.042,          ,0,0,0
 , 1/23/2024 4:00 PM         ,89.9,15.8,15.5,-0.3,1,95.6,37.9,2.1,0.04,          ,1,0,1
 , 1/23/2024 5:00 PM         ,3.2,12.7,14.3,1.6,1.1,50.1,17.7,1.9,0.03,          ,6,0,6
 , 1/23/2024 6:00 PM         ,0,12.4,13.9,1.5,1.2,291.9,26.3,2.2,0.024,          ,10,0,10
 , 1/23/2024 7:00 PM         ,0,11.9,12.6,0.6,2.1,108.9,47.3,6.9,0.02,          ,12,0,12
 , 1/23/2024 8:00 PM         ,0,11,11.2,0.2,2.4,185.9,10.9,5.2,0.03,          ,1,0,1
 , 1/23/2024 9:00 PM         ,0,9.7,10,0.3,1.5,174,31.8,2.9,0.023,          ,3,0,2
 , 1/23/2024 10:00 PM        ,0,9.1,9.2,0,1.8,141.8,52.9,3.5,0.018,          ,3,0,4
 , 1/23/2024 11:00 PM        ,0,9,8.9,0,1.9,124.8,25.1,3.2,0.017,          ,8,0,8
 , 1/24/2024 12:00 AM        ,0,8.9,8.9,0,1.3,157.5,12.5,2.5,0.016,          ,11,0,11
 , 1/24/2024 1:00 AM         ,0,8.7,8.7,0,0.8,132.5,54.5,1.9,0.011,          ,15,0,15
 , 1/24/2024 2:00 AM         ,0,8.1,8.2,0.1,1.3,243.4,22.6,2.1,0.005,          ,13,0,13
 , 1/24/2024 3:00 AM         ,0,7.7,8.2,0.4,0.6,137.8,14,1.8,0.004,          ,15,0,15
 , 1/24/2024 4:00 AM         ,0,7.2,7.7,0.4,1.2,297.2,25.6,2.3,0.004,          ,8,0,8
 , 1/24/2024 5:00 AM         ,0,7.3,7.4,0.1,0.9,296.2,26.7,1.9,0.009,          ,8,0,7
 , 1/24/2024 6:00 AM         ,0.4,7,7,0,0.5,239.7,29.9,1.5,0.008,          ,8,0,8
 , 1/24/2024 7:00 AM         ,30.9,6.4,6.4,0,1.8,180.9,14.7,3.1,0.009,          ,9,1,8
 , 1/24/2024 8:00 AM         ,123,6.9,6.7,-0.1,0.9,206.2,34.6,2.2,0.011,          ,11,2,8
 , 1/24/2024 9:00 AM         ,387.3,9.1,8.6,-0.4,1.5,112.2,22.6,3.7,0.016,          ,13,5,7
 , 1/24/2024 10:00 AM        ,435.6,12.5,11.4,-1.1,2,123.9,30.1,4.4,0.022,          ,12,5,7
 , 1/24/2024 11:00 AM        ,250.5,13.3,12.4,-0.8,2.5,164.4,58.7,6.8,0.031,          ,4,1,3
 , 1/24/2024 12:00 PM        ,454.9,14.8,14.1,-0.7,5.3,249.1,15.9,9.1,0.04,          ,1,0,0
 , 1/24/2024 1:00 PM         ,562.6,16.5,15.5,-1,6.6,241.4,13.6,10.7,0.041,          ,0,0,0
 , 1/24/2024 2:00 PM         ,482.8,17,15.9,-1,6.1,245.3,13.2,10.8,0.04,          ,0,0,0
 , 1/24/2024 3:00 PM         ,329,16.6,15.8,-0.8,6.9,251.3,12.6,9.9,0.04,          ,0,0,0
 , 1/24/2024 4:00 PM         ,67.9,14.1,14,-0.1,5,262.5,12.2,9.8,0.039,          ,1,0,1
 , 1/24/2024 5:00 PM         ,7,12.7,12.9,0.1,4.2,254.9,8.1,9.6,0.036,          ,1,0,1
 , 1/24/2024 6:00 PM         ,0,11.2,11.7,0.4,3.3,255.4,8.3,5.4,0.036,          ,0,0,0
 , 1/24/2024 7:00 PM         ,0,8.9,10.3,1.3,1.3,246.5,44.4,2.7,0.029,          ,2,0,2
 , 1/24/2024 8:00 PM         ,0,9.9,10.6,0.7,2.4,265.1,35.6,5.8,0.033,          ,1,0,1
 , 1/24/2024 9:00 PM         ,0,9,10.2,1.1,2.3,253.3,27.2,5.2,0.032,          ,1,0,1
 , 1/24/2024 10:00 PM        ,0,8.1,9.1,0.9,1.6,158.9,51.3,4.7,0.029,          ,1,0,1
 , 1/24/2024 11:00 PM        ,0,8.2,9.4,1.2,2.6,228.9,20.9,6.5,0.03,          ,1,0,1
 , 1/25/2024 12:00 AM        ,0,7.2,8.1,0.8,1.6,134.3,70.1,6.4,0.024,          ,4,0,4
 , 1/25/2024 1:00 AM         ,0,4.3,5.4,1,0.8,106.8,37.7,2,0.013,          ,8,0,8
 , 1/25/2024 2:00 AM         ,0,3.5,4.5,0.9,1.6,87.9,25.3,2.6,0.011,          ,7,0,6
 , 1/25/2024 3:00 AM         ,0,2.5,3.6,1,0.7,146.8,59.7,2.1,0.005,          ,12,0,12
 , 1/25/2024 4:00 AM         ,0,2.1,4.1,2,0.7,244.4,47.1,2.3,0.004,          ,13,0,13
 , 1/25/2024 5:00 AM         ,0,2.3,4.4,2,1,185,42,2.7,0.003,          ,15,0,15
 , 1/25/2024 6:00 AM         ,1.6,1.5,3.2,1.7,1.3,174.1,39,3.7,0,          ,29,12,16
 , 1/25/2024 7:00 AM         ,88.9,4.6,5.2,0.5,1.4,207.8,17.3,3.1,0.005,          ,29,9,19
 , 1/25/2024 8:00 AM         ,262.4,7.3,6.7,-0.6,0.8,112.4,46,2.3,0.012,          ,30,13,16
 , 1/25/2024 9:00 AM         ,372.2,9.4,8.3,-1.1,1.4,131.2,24.1,2.9,0.015,          ,32,14,17
 , 1/25/2024 10:00 AM        ,361,10.7,9.6,-1,1.8,134.5,29.6,3.1,0.014,          ,33,13,19
 , 1/25/2024 11:00 AM        ,603,14,12,-1.9,1.6,115.1,29.7,4.5,0.019,          ,31,14,17
 , 1/25/2024 12:00 PM        ,642.3,16.2,15,-1.2,5.2,223.3,30.8,12.3,0.032,          ,11,4,6
 , 1/25/2024 1:00 PM         ,592.9,16.8,15.7,-1.1,7.6,241.6,12.4,11.8,0.038,          ,1,0,0
 , 1/25/2024 2:00 PM         ,478,17.1,16,-1,5.6,243.7,18.3,9.8,0.039,          ,1,0,0
 , 1/25/2024 3:00 PM         ,293.6,17.3,16.5,-0.7,5.7,242,15.3,9.6,0.04,          ,0,0,0
 , 1/25/2024 4:00 PM         ,105.1,16.4,16.3,-0.1,5.7,230.5,15,8.8,0.041,          ,1,0,0
 , 1/25/2024 5:00 PM         ,10.1,14.8,15.2,0.4,3.5,224.5,19.2,8.3,0.038,          ,2,0,1
 , 1/25/2024 6:00 PM         ,0,12.5,13.5,0.9,2,187.2,22.7,4.2,0.035,          ,2,0,2
 , 1/25/2024 7:00 PM         ,0,11.8,13,1.2,2.6,206.8,9.5,3.7,0.035,          ,2,0,2
 , 1/25/2024 8:00 PM         ,0,11,12.4,1.3,3.2,212.5,17.1,4.9,0.033,          ,2,0,2
 , 1/25/2024 9:00 PM         ,0,11.5,12.6,1,2.5,237.9,28,4.9,0.037,          ,1,0,1
 , 1/25/2024 10:00 PM        ,0,11.4,12.9,1.6,2.9,267.7,15.6,4.6,0.037,          ,1,0,1
 , 1/25/2024 11:00 PM        ,0,9.9,11.1,1.2,2.7,233.3,51.5,4.3,0.031,          ,2,0,2
 , 1/26/2024 12:00 AM        ,0,8.5,9.7,1.1,1.7,170,31.7,3.7,0.026,          ,3,0,3
 , 1/26/2024 1:00 AM         ,0,7.9,10,2,3.2,198.7,22.1,6.1,0.029,          ,2,0,2
 , 1/26/2024 2:00 AM         ,0,7.6,8.9,1.2,1.9,257.5,51.6,4.6,0.028,          ,1,0,1
 , 1/26/2024 3:00 AM         ,0,9.7,10.2,0.5,4.3,242.3,11.5,9.6,0.034,          ,0,0,0
 , 1/26/2024 4:00 AM         ,0,10.7,10.8,0.1,7.1,248,8,12.6,0.041,          ,0,0,0
 , 1/26/2024 5:00 AM         ,0,10.1,10.2,0.1,1.6,207,73.8,5.9,0.038,          ,0,0,0
 , 1/26/2024 6:00 AM         ,1.2,8.2,9.6,1.4,1.7,274.2,37.8,3.9,0.031,          ,4,0,3
 , 1/26/2024 7:00 AM         ,83.9,7.9,9,1.1,1.2,223.1,44.9,2.8,0.024,          ,7,1,6
 , 1/26/2024 8:00 AM         ,375.5,11.5,11,-0.5,2.7,282.6,26.6,5.6,0.032,          ,2,0,2
 , 1/26/2024 9:00 AM         ,393.9,11.9,10.9,-0.9,3.5,296.6,19.8,5.2,0.026,          ,6,2,4
 , 1/26/2024 10:00 AM        ,566.1,13,12.1,-0.8,2.8,296.6,22.6,5.4,0.033,          ,2,0,1
 , 1/26/2024 11:00 AM        ,681.7,14.6,13.1,-1.4,4.6,250.4,20.6,8,0.035,          ,1,0,0
 , 1/26/2024 12:00 PM        ,613.8,15.3,13.7,-1.6,6.2,274.1,17.9,9.9,0.036,          ,0,0,0
 , 1/26/2024 1:00 PM         ,561.8,15.2,13.8,-1.4,7.8,323.5,11.1,12,0.037,          ,0,0,0
 , 1/26/2024 2:00 PM         ,424.3,14.5,13.4,-1,9.3,325.9,11,13,0.034,          ,0,0,0
 , 1/26/2024 3:00 PM         ,343.5,14.4,13.4,-0.9,8.7,322.9,11.2,12.5,0.035,          ,0,0,0
 , 1/26/2024 4:00 PM         ,123.8,13.8,13.3,-0.5,7.5,295.7,11.9,11.9,0.036,          ,0,0,0
 , 1/26/2024 5:00 PM         ,6.5,12.1,12.2,0.1,5.4,313.3,10.7,8.6,0.034,          ,0,0,0
 , 1/26/2024 6:00 PM         ,0,11.7,11.8,0,5.3,301,15.8,9.1,0.03,          ,1,0,0
 , 1/26/2024 7:00 PM         ,0,10.1,10.2,0.1,6,161.9,20.9,9.7,0.024,          ,2,0,2
 , 1/26/2024 8:00 PM         ,0,8.3,8.4,0.1,4.8,334.4,7.5,7.2,0.019,          ,1,0,1
 , 1/26/2024 9:00 PM         ,0,6.9,7.1,0.2,4.3,311.8,9,7.4,0.016,          ,1,0,1
 , 1/26/2024 10:00 PM        ,0,6.6,6.7,0.1,5.9,316.3,8.8,8.4,0.016,          ,1,0,1
 , 1/26/2024 11:00 PM        ,0,6,6.2,0.1,5.4,305,7.9,8.1,0.021,          ,1,0,1
 , 1/27/2024 12:00 AM        ,0,5.3,5.5,0.2,4.8,319.1,7.7,7.4,0.026,          ,0,0,0
 , 1/27/2024 1:00 AM         ,0,4.7,5,0.3,4.6,301.9,6.6,8.1,0.027,          ,1,0,1
 , 1/27/2024 2:00 AM         ,0,5.2,5.5,0.3,4.8,301.1,6.8,7.1,0.032,          ,0,0,0
 , 1/27/2024 3:00 AM         ,0,5.2,5.6,0.4,4.5,305.5,7.1,6.8,0.034,          ,0,0,0
 , 1/27/2024 4:00 AM         ,0,5.1,5.7,0.5,4.3,299.6,7.5,6.7,0.035,          ,0,0,0
 , 1/27/2024 5:00 AM         ,0,5.3,5.9,0.5,4.1,291.7,14.4,6,0.036,          ,0,0,0
 , 1/27/2024 6:00 AM         ,1.7,3.5,4.7,1.2,2.3,251.5,23.2,5.1,0.03,          ,1,0,1
 , 1/27/2024 7:00 AM         ,103,3.9,3.9,0,1.9,135.7,60.4,5.2,0.027,          ,2,0,2
 , 1/27/2024 8:00 AM         ,291,4.8,3.9,-0.9,1.3,72,23.3,2.4,0.019,          ,7,3,4
 , 1/27/2024 9:00 AM         ,459,8,7.4,-0.5,1.5,276.7,23.8,3.7,0.024,          ,5,1,3
 , 1/27/2024 10:00 AM        ,583.1,11.4,10.5,-0.9,2.7,277.9,21.7,4.7,0.037,          ,1,0,0
 , 1/27/2024 11:00 AM        ,651.8,12.8,11.8,-1,2.4,250.8,30,5.3,0.04,          ,0,0,0
 , 1/27/2024 12:00 PM        ,658.4,13.7,12.8,-0.9,1.2,233,45.2,3.6,0.042,          ,0,0,0
 , 1/27/2024 1:00 PM         ,601.5,15.6,13.8,-1.8,1.4,135.7,48.5,3.6,0.044,          ,0,0,0
 , 1/27/2024 2:00 PM         ,489.4,16.1,14.3,-1.7,1.3,136.6,47.7,4,0.044,          ,0,0,0
 , 1/27/2024 3:00 PM         ,329.3,16.3,14.7,-1.6,1.9,126,39.5,4.4,0.045,          ,0,0,0
 , 1/27/2024 4:00 PM         ,144.3,15.9,14.6,-1.3,1.9,90.8,17.8,3.5,0.044,          ,1,0,1
 , 1/27/2024 5:00 PM         ,8.5,12.6,13.3,0.6,1.9,98.5,7.3,3.2,0.037,          ,3,0,2
 , 1/27/2024 6:00 PM         ,0,10.2,11.6,1.4,1.5,152.1,23.4,2.3,0.024,          ,13,0,13
 , 1/27/2024 7:00 PM         ,0,9,10.7,1.6,2.7,204.8,14.2,3.9,0.026,          ,10,0,10
 , 1/27/2024 8:00 PM         ,0,9.4,10.5,1,3.6,223.2,8.9,5,0.036,          ,4,0,3
 , 1/27/2024 9:00 PM         ,0,9,10,0.9,4,236.4,4.7,4.9,0.038,          ,1,0,1
 , 1/27/2024 10:00 PM        ,0,9.1,9.8,0.7,4.4,234.8,5.9,5.7,0.039,          ,1,0,1
 , 1/27/2024 11:00 PM        ,0,8.8,9.6,0.7,4,233.7,6.2,5.3,0.039,          ,0,0,0
 , 1/28/2024 12:00 AM        ,0,4.9,6,1.1,1.2,162.5,73.4,4.3,0.024,          ,5,0,5
 , 1/28/2024 1:00 AM         ,0,2.5,4.3,1.7,2.2,327.4,6.9,3,0.006,          ,17,0,17
 , 1/28/2024 2:00 AM         ,0,2.6,3.9,1.2,3.1,321.7,6.1,4.4,0.008,          ,17,0,17
 , 1/28/2024 3:00 AM         ,0,1.8,3.3,1.5,2.7,319.5,8.2,3.3,0.009,          ,15,0,15
 , 1/28/2024 4:00 AM         ,0,0.3,3.1,2.8,2.5,314.4,19.1,3.9,0.008,          ,11,0,11
 , 1/28/2024 5:00 AM         ,0,0.7,2.1,1.3,2.2,299.5,10.6,3.7,0.014,          ,6,0,6
 , 1/28/2024 6:00 AM         ,2,-0.9,1.1,2,0.5,229.9,52.2,1.1,0.006,          ,12,0,12
 , 1/28/2024 7:00 AM         ,110.2,1.4,2,0.5,2.2,318,11.5,4.4,0.014,          ,8,1,6
 , 1/28/2024 8:00 AM         ,301.2,5.2,4.8,-0.3,3,319.5,9,4.5,0.021,          ,5,2,3
 , 1/28/2024 9:00 AM         ,471.2,8,7.1,-0.8,1.8,210.8,26.9,3.2,0.022,          ,8,3,4
 , 1/28/2024 10:00 AM        ,597,11.4,9.6,-1.7,1.5,75.4,26.3,2.9,0.027,          ,5,2,3
 , 1/28/2024 11:00 AM        ,665.9,14.3,12.1,-2.1,1.8,106.6,34.1,4.3,0.033,          ,7,2,4
 , 1/28/2024 12:00 PM        ,671.3,16.5,14.6,-1.8,2.8,135.6,25.2,6,0.037,          ,8,2,5
 , 1/28/2024 1:00 PM         ,605,18.7,16.8,-1.9,3.8,137.9,19.6,6.9,0.04,          ,5,1,4
 , 1/28/2024 2:00 PM         ,471.3,19.3,17.6,-1.6,4.4,137,15.8,7.7,0.041,          ,4,1,3
 , 1/28/2024 3:00 PM         ,304.2,19,17.7,-1.3,5,124.5,11.3,8.2,0.044,          ,5,0,4
 , 1/28/2024 4:00 PM         ,129.8,17.9,17.3,-0.5,4.4,122.7,11,7.6,0.043,          ,5,0,5
 , 1/28/2024 5:00 PM         ,11.8,15.2,15.6,0.4,3.1,135.2,11.8,6.5,0.036,          ,8,0,8
 , 1/28/2024 6:00 PM         ,0,12.7,13.9,1.2,2.4,204,23.8,3.7,0.032,          ,8,0,8
 , 1/28/2024 7:00 PM         ,0,10.7,12.9,2.2,2.4,203.8,9.3,3.3,0.032,          ,7,0,6
