Station:5ZR Carlsbad -  , Date Time                 , Solar Rad , Temp_2m  , Temp_10  , Delta_T  , Wind Speed S , Wind Dir S , Sigma    , Wind Max , O3       , PM2.5_Archive , NOXppb   , NOppb    , NO2ppb   
 ,                           , w/m2     , DegC     , DegC     , DegC     , m/s      , Deg      , Deg      , m/s      , ppm      , ug/m3L   , ppb      , ppb      , ppb      
 , 11/6/2023 1:00 AM         ,0.8,9.9,13.9,3.9,0.9,225.9,67.1,2.2,          ,          ,26,0,26
 , 11/6/2023 2:00 AM         ,0.8,8.6,12,3.3,0.7,132.4,68.8,1.8,0.004,          ,          ,          ,          
 , 11/6/2023 3:00 AM         ,0.6,8.8,11.3,2.4,1.7,216.1,27.5,2.7,0.004,          ,          ,          ,          
 , 11/6/2023 4:00 AM         ,0.6,9.2,11.5,2.2,2.8,328.8,8.6,4.3,0.003,          ,27,0,26
 , 11/6/2023 5:00 AM         ,0.8,10,12,2,2.9,324.7,7.2,3.7,0.002,          ,28,0,28
 , 11/6/2023 6:00 AM         ,2,10.1,12.2,2,2.9,325.8,7.1,3.8,0.005,          ,27,2,24
 , 11/6/2023 7:00 AM         ,17.7,14,14,0,2.8,324.3,11.7,3.8,0.014,          ,23,7,16
 , 11/6/2023 8:00 AM         ,12.5,17.4,16.9,-0.4,2.2,301.6,12.4,3.8,0.023,          ,17,5,12
 , 11/6/2023 9:00 AM         ,10.3,21,19.5,-1.5,1.1,92.9,42.2,2.8,0.028,          ,16,4,12
 , 11/6/2023 10:00 AM        ,29.5,24.2,22.5,-1.6,1.8,133.7,23.2,3.2,0.037,          ,          ,          ,          
 , 11/6/2023 11:00 AM        ,30,28.4,27.1,-1.3,2.4,159.4,49,8.9,0.044,          ,          ,          ,          
 , 11/6/2023 12:00 PM        ,11.8,31.2,30.4,-0.8,8.1,243.2,12.5,13.4,          ,          ,          ,          ,          
 , 11/6/2023 1:00 PM         ,10.6,31.1,30.3,-0.7,9.4,249.9,12,14.7,          ,          ,          ,          ,          
 , 11/6/2023 2:00 PM         ,8.3,30.9,30.3,-0.6,9.1,248,10.7,14,          ,          ,          ,          ,          
 , 11/6/2023 3:00 PM         ,222.2,30.7,30.3,-0.3,6.4,245.8,11.2,10.3,          ,          ,          ,          ,          
 , 11/6/2023 4:00 PM         ,70.7,29.1,29.5,0.3,4.9,258.9,10.8,9.9,0.035,          ,0,0,0
 , 11/6/2023 5:00 PM         ,0.9,24.9,27.2,2.2,3.4,253.1,5.2,4.2,0.031,          ,1,0,1
 , 11/6/2023 6:00 PM         ,0,22.7,25.4,2.6,4.2,246.7,6.8,4.7,0.029,          ,0,0,0
 , 11/6/2023 7:00 PM         ,0,21.3,24.1,2.7,4.6,247.6,4.2,5.3,0.027,          ,0,0,0
 , 11/6/2023 8:00 PM         ,0,22,23.3,1.3,4.3,251.6,4.9,5.5,0.029,          ,0,0,0
 , 11/6/2023 9:00 PM         ,0,21.2,23,1.8,4.6,249,3.4,5.4,0.03,          ,0,0,0
 , 11/6/2023 10:00 PM        ,0,21.3,23.1,1.7,4.7,252.1,3.3,5.6,0.03,          ,0,0,0
 , 11/6/2023 11:00 PM        ,0,20.8,22.7,1.8,4.4,255.2,4.2,5.5,0.029,          ,0,0,0
 , 11/7/2023 12:00 AM        ,0,21.5,23.2,1.6,4.3,258.6,6.4,5.7,0.029,          ,0,0,0
 , 11/7/2023 1:00 AM         ,0,20.6,23.3,2.7,4.4,252.7,4.3,5.4,0.028,          ,0,0,0
 , 11/7/2023 2:00 AM         ,0,20.4,22.3,1.9,4.5,254,4.7,6,0.028,          ,0,0,0
 , 11/7/2023 3:00 AM         ,0,21,22,1,5.1,259,7.1,6.7,0.029,          ,0,0,0
 , 11/7/2023 4:00 AM         ,0,19.7,21.2,1.5,4.8,259.6,7,6.5,0.027,          ,0,0,0
 , 11/7/2023 5:00 AM         ,0,19.7,21.2,1.4,4.7,264.5,6.7,5.9,0.027,          ,0,0,0
 , 11/7/2023 6:00 AM         ,37.4,14.1,14.9,0.7,1.3,162.2,64.8,4.4,0.006,          ,24,11,13
 , 11/7/2023 7:00 AM         ,214.5,16.4,16.3,0,0.7,173.8,28.9,3.1,0.009,          ,15,7,8
 , 11/7/2023 8:00 AM         ,402.9,22.2,21.4,-0.8,0.8,117.7,30.6,3,0.021,          ,4,1,3
 , 11/7/2023 9:00 AM         ,555.1,27.5,27,-0.5,5,229,23.4,10,0.032,          ,1,0,1
 , 11/7/2023 10:00 AM        ,653,29.4,28.7,-0.6,8.2,255.2,11.2,13.1,0.035,          ,0,0,0
 , 11/7/2023 11:00 AM        ,691.4,30.1,29.3,-0.7,9,255.2,10.8,14,0.035,          ,0,0,0
 , 11/7/2023 12:00 PM        ,663.9,30.8,30,-0.8,8.9,247.3,11.2,13.1,0.036,          ,0,0,0
 , 11/7/2023 1:00 PM         ,576.5,31.4,30.6,-0.8,8.9,242.7,12.9,13,0.037,          ,0,0,0
 , 11/7/2023 2:00 PM         ,434.1,31.4,30.7,-0.6,8.7,245.3,11.2,12.9,0.041,          ,0,0,0
 , 11/7/2023 3:00 PM         ,254.7,30.8,30.5,-0.3,8,241.4,10.9,13.7,0.038,          ,0,0,0
 , 11/7/2023 4:00 PM         ,67.4,29,29.3,0.2,5.4,247.3,13.2,9.8,0.037,          ,0,0,0
 , 11/7/2023 5:00 PM         ,0.8,25.4,26.7,1.5,3,242.4,14.9,5.3,0.037,          ,1,0,1
 , 11/7/2023 6:00 PM         ,0,21.9,25.1,3.1,2.3,216.5,17.2,3.4,0.033,          ,2,0,2
 , 11/7/2023 7:00 PM         ,0,21.2,24.6,3.3,2.8,237.1,8,3.9,0.031,          ,1,0,1
 , 11/7/2023 8:00 PM         ,0,21.8,24.4,2.5,3.9,245.5,4.6,4.7,0.03,          ,0,0,0
 , 11/7/2023 9:00 PM         ,0,22.3,24.5,2.2,4.6,243.3,7.7,6.1,0.031,          ,0,0,0
 , 11/7/2023 10:00 PM        ,0,20.1,23.3,3.1,2.9,235,7,3.8,0.027,          ,0,0,0
 , 11/7/2023 11:00 PM        ,0,22,22.9,1.3,4.1,255.3,6.1,5.8,0.029,          ,0,0,0
 , 11/8/2023 12:00 AM        ,0,21.9,23.4,1.5,4.4,255.1,5,5.6,0.029,          ,0,0,0
 , 11/8/2023 1:00 AM         ,0,22.9,24.1,1.2,4.9,263.7,5,6.2,0.031,          ,0,0,0
 , 11/8/2023 2:00 AM         ,0,19.4,20.5,1.1,4.4,227.3,21.1,6.4,0.026,          ,0,0,0
 , 11/8/2023 3:00 AM         ,0,19.7,21.5,1.8,4,242.2,9.1,5.4,0.028,          ,0,0,0
 , 11/8/2023 4:00 AM         ,0,18.8,22.4,3.6,2.7,228.4,12.6,4.3,0.028,          ,0,0,0
 , 11/8/2023 5:00 AM         ,0,19.9,21.8,1.9,3.9,236.9,11,6.1,0.03,          ,0,0,0
 , 11/8/2023 6:00 AM         ,34.6,19.3,20.3,0.9,4,251.5,6.7,5.4,0.029,          ,1,0,1
 , 11/8/2023 7:00 AM         ,210,22.4,22.6,0.2,2.7,248.6,10.5,4.6,0.031,          ,1,0,1
 , 11/8/2023 8:00 AM         ,398.3,25.4,25.1,-0.2,4.2,247.1,12.3,10.5,0.034,          ,0,0,0
 , 11/8/2023 9:00 AM         ,551,27.2,26.7,-0.5,8.1,249.7,12.6,13.3,0.036,          ,0,0,0
 , 11/8/2023 10:00 AM        ,646.6,28,27.4,-0.6,10,258.9,10.7,15.3,0.037,          ,0,0,0
 , 11/8/2023 11:00 AM        ,687.8,28.9,28.2,-0.7,10.5,260.4,10.9,16.4,0.038,          ,0,0,0
 , 11/8/2023 12:00 PM        ,654.7,29.8,29,-0.8,8.8,251.9,12.2,13.8,0.038,          ,0,0,0
 , 11/8/2023 1:00 PM         ,562.9,30.4,29.5,-0.8,7.8,254.9,14.5,14.7,0.038,          ,0,0,0
 , 11/8/2023 2:00 PM         ,416.7,30.2,29.5,-0.7,8.3,249.9,13,13,0.039,          ,0,0,0
 , 11/8/2023 3:00 PM         ,217,29.1,28.9,-0.2,7.6,246.4,9.1,12.2,0.039,          ,0,0,0
 , 11/8/2023 4:00 PM         ,62.1,27.7,27.8,0.1,5.9,250.8,10.7,9.7,0.038,          ,0,0,0
 , 11/8/2023 5:00 PM         ,0.4,25.2,26,0.7,3.9,261,9.4,6,0.034,          ,0,0,0
 , 11/8/2023 6:00 PM         ,0,23.8,25.4,1.5,3.5,259.2,4.7,4.4,0.033,          ,0,0,0
 , 11/8/2023 7:00 PM         ,0,22,23.9,1.9,2.4,252.7,16.4,4,0.029,          ,0,0,1
 , 11/8/2023 8:00 PM         ,0,19.6,21.9,2.3,1.1,149.5,57.3,2.7,0.023,          ,2,0,2
 , 11/8/2023 9:00 PM         ,0,20.2,21.8,1.5,0.6,140.1,69.6,2.5,0.026,          ,0,0,1
 , 11/8/2023 10:00 PM        ,0,20.9,21.9,1,1.8,181.6,41.6,5,0.026,          ,0,0,0
 , 11/8/2023 11:00 PM        ,0,20.4,20.9,0.4,3.5,155.8,77.3,10.3,0.024,          ,2,0,3
 , 11/9/2023 12:00 AM        ,0,15.5,16,0.4,4.5,62.1,18.7,10.3,0.028,          ,2,0,2
 , 11/9/2023 1:00 AM         ,0,15,15.2,0.1,3.6,238.2,35.7,6.5,0.027,          ,2,0,2
 , 11/9/2023 2:00 AM         ,0,14.6,14.7,0.1,4.5,290.2,15.8,7.1,0.028,          ,2,0,2
 , 11/9/2023 3:00 AM         ,0,14.5,14.5,0,4.9,187.9,15.8,7.4,0.029,          ,2,0,2
 , 11/9/2023 4:00 AM         ,0,14.4,14.3,0,4.1,86.1,11,6.6,0.029,          ,2,0,3
 , 11/9/2023 5:00 AM         ,0,13,12.8,-0.1,5,263.1,18.6,9.6,0.027,          ,2,0,2
 , 11/9/2023 6:00 AM         ,1.9,12.1,12,-0.1,5,224.7,14.1,9.5,0.027,          ,2,0,2
 , 11/9/2023 7:00 AM         ,14.7,12.3,12.2,-0.1,4.6,86.6,18.1,7.4,0.029,          ,2,0,2
 , 11/9/2023 8:00 AM         ,64.8,12.5,12.3,-0.2,2.9,158.8,33.6,5.6,0.025,          ,2,0,2
 , 11/9/2023 9:00 AM         ,144.8,13,12.3,-0.6,3.6,98.2,22,6.3,0.027,          ,1,0,1
 , 11/9/2023 10:00 AM        ,153.5,12.9,12.1,-0.7,4.4,31.4,10.6,6.2,0.028,          ,2,0,2
 , 11/9/2023 11:00 AM        ,210.6,13.1,12.2,-0.9,4,38.4,13.8,6.8,0.03,          ,1,0,1
 , 11/9/2023 12:00 PM        ,260,13.6,12.6,-1,3.7,66.9,15.9,6.5,0.03,          ,2,0,2
 , 11/9/2023 1:00 PM         ,120.1,13.3,12.7,-0.6,2.9,181.4,20.9,4.8,0.031,          ,1,0,1
 , 11/9/2023 2:00 PM         ,113.1,13,12.6,-0.3,2.7,139.8,16.2,4.7,0.031,          ,1,0,1
 , 11/9/2023 3:00 PM         ,77.5,12.8,12.5,-0.3,1.9,34,13.9,2.9,0.029,          ,2,0,2
 , 11/9/2023 4:00 PM         ,32.6,12.7,12.5,-0.1,2.2,48.5,19.5,3.7,0.027,          ,3,0,3
 , 11/9/2023 5:00 PM         ,0.2,12.1,12.1,0,2.8,43,10.1,5,0.024,          ,3,0,4
 , 11/9/2023 6:00 PM         ,0,11.7,11.6,-0.1,3.5,46.8,10.2,6,0.026,          ,2,0,2
 , 11/9/2023 7:00 PM         ,0,11.3,11.2,-0.1,3.7,47.2,9.2,7.5,0.026,          ,1,0,1
 , 11/9/2023 8:00 PM         ,0,10.9,10.8,-0.1,4.3,52.5,9.2,7.4,0.032,          ,0,0,1
 , 11/9/2023 9:00 PM         ,0,10.5,10.4,-0.1,3.2,58.8,12,5.1,0.03,          ,1,0,1
 , 11/9/2023 10:00 PM        ,0,10.3,10.1,-0.1,1.6,55.9,17.6,3,0.029,          ,1,0,1
 , 11/9/2023 11:00 PM        ,0,10.2,10,-0.1,1.6,47.4,13.7,3.2,0.029,          ,1,0,1
 , 11/10/2023 12:00 AM       ,0,10.1,10,-0.1,1.7,38.4,16.4,3.7,0.032,          ,1,0,1
 , 11/10/2023 1:00 AM        ,0,10,9.9,-0.1,1.8,53,25.5,4.7,0.034,          ,1,0,1
 , 11/10/2023 2:00 AM        ,0,9.9,9.8,-0.1,2.6,38.8,16,5.5,0.032,          ,2,0,2
 , 11/10/2023 3:00 AM        ,0,9.7,9.6,-0.1,1.4,100.9,20.5,2.8,0.026,          ,4,0,4
 , 11/10/2023 4:00 AM        ,0,9.5,9.5,0,1.9,150.7,27.3,3.6,0.029,          ,2,0,2
 , 11/10/2023 5:00 AM        ,0,9.3,9.1,-0.1,2,44.5,11.7,3.6,0.031,          ,2,0,2
 , 11/10/2023 6:00 AM        ,3.4,9,8.9,-0.1,2.9,67.1,10.5,4.7,0.03,          ,4,0,4
 , 11/10/2023 7:00 AM        ,26.4,8.8,8.6,-0.2,2.8,105.9,28.8,5.6,0.036,          ,2,0,2
 , 11/10/2023 8:00 AM        ,35.8,6.9,6.8,-0.1,2.3,266.1,29.4,4.3,0.038,          ,0,0,1
 , 11/10/2023 9:00 AM        ,88,6.1,5.8,-0.2,4,326.4,8.7,6.7,0.033,          ,1,0,1
 , 11/10/2023 10:00 AM       ,162.2,5.9,5.5,-0.3,5.1,325.6,12.2,7.3,0.033,          ,1,0,1
 , 11/10/2023 11:00 AM       ,78.6,5.8,5.6,-0.2,5.4,326.8,10.3,7.6,0.031,          ,1,0,1
 , 11/10/2023 12:00 PM       ,133.5,5.3,5,-0.3,5.2,334,8.6,7.8,0.035,          ,0,0,0
 , 11/10/2023 1:00 PM        ,100.8,5.3,5,-0.3,4.6,299.3,14,6.3,0.034,          ,0,0,0
 , 11/10/2023 2:00 PM        ,56.2,5.5,5.2,-0.2,4.6,317.2,10.4,6.6,0.032,          ,1,0,1
 , 11/10/2023 3:00 PM        ,33.5,5,4.8,-0.1,5,312.3,8.9,7,0.032,          ,0,0,1
 , 11/10/2023 4:00 PM        ,12.4,4.9,4.8,-0.1,4.3,315.1,7.4,5.9,0.031,          ,0,0,1
 , 11/10/2023 5:00 PM        ,0.5,4.9,4.8,0,4.3,313.3,8.8,5.9,0.031,          ,0,0,1
 , 11/10/2023 6:00 PM        ,0.2,5,4.9,0,3.7,319.5,7.5,5.4,0.03,          ,1,0,1
 , 11/10/2023 7:00 PM        ,0,5.2,5.1,0,4.2,318,6.4,5.8,0.03,          ,1,0,1
 , 11/10/2023 8:00 PM        ,0,5.3,5.2,0,3.5,320.4,8.6,5.3,0.029,          ,0,0,1
 , 11/10/2023 9:00 PM        ,0,5.5,5.4,-0.1,3.2,326.3,6.5,4.5,0.028,          ,0,0,1
 , 11/10/2023 10:00 PM       ,0,5.6,5.5,0,3.7,317.5,7.1,4.8,0.028,          ,0,0,0
 , 11/10/2023 11:00 PM       ,0,5.7,5.7,0,3,308.5,8.6,4.6,0.028,          ,1,0,1
 , 11/11/2023 12:00 AM       ,0,5.8,5.7,0,3.4,313.5,7.4,4.9,0.029,          ,0,0,0
 , 11/11/2023 1:00 AM        ,0,5.8,5.8,0,3.1,323.9,7.5,4.3,0.028,          ,0,0,0
 , 11/11/2023 2:00 AM        ,0,5.9,5.8,0,2.8,333,6.3,3.9,0.026,          ,0,0,0
 , 11/11/2023 3:00 AM        ,0,5.9,5.8,-0.1,3.3,324.4,6.6,4.5,0.026,          ,0,0,0
 , 11/11/2023 4:00 AM        ,0,5.9,5.9,0,3.5,320,6.7,4.8,0.023,          ,1,0,1
 , 11/11/2023 5:00 AM        ,0,6,5.9,0,3.6,319.5,7.5,5,0.025,          ,0,0,0
 , 11/11/2023 6:00 AM        ,6.9,6.1,6,0,3.4,319.5,7.5,5.2,0.024,          ,1,0,1
 , 11/11/2023 7:00 AM        ,59.5,6.5,6.3,-0.1,3.3,319.4,8.1,5.3,0.024,          ,1,0,1
 , 11/11/2023 8:00 AM        ,148.2,7.1,6.7,-0.3,2.7,318.2,11.4,4.2,0.026,          ,1,0,1
 , 11/11/2023 9:00 AM        ,235.9,8.2,7.6,-0.5,1.3,236.3,41.4,3.5,0.029,          ,1,0,1
 , 11/11/2023 10:00 AM       ,318.5,9.2,8.4,-0.8,1.4,140,23.1,3.8,0.032,          ,2,0,1
 , 11/11/2023 11:00 AM       ,624.6,10.6,9.5,-1,2.6,164.7,19.8,5.1,0.033,          ,3,0,2
 , 11/11/2023 12:00 PM       ,639.6,11.9,10.6,-1.2,3.1,160.8,19.3,5.7,0.035,          ,3,0,2
 , 11/11/2023 1:00 PM        ,554.5,13.4,11.9,-1.4,3.2,153.1,21.4,5.7,0.036,          ,2,0,2
 , 11/11/2023 2:00 PM        ,416.4,13.9,12.7,-1.1,3.6,161.1,18.1,6,0.036,          ,2,0,2
 , 11/11/2023 3:00 PM        ,226.1,13.8,13.1,-0.7,4.1,155,12.5,6.1,0.038,          ,1,0,1
 , 11/11/2023 4:00 PM        ,60.1,12.6,12.5,-0.1,3.9,148.4,10.2,6,0.037,          ,2,0,2
 , 11/11/2023 5:00 PM        ,0.7,10.8,11.2,0.3,2.6,137.5,11.1,4.6,0.031,          ,4,0,4
 , 11/11/2023 6:00 PM        ,0,9.5,10,0.5,2,152.5,12.7,3.2,0.024,          ,6,0,7
 , 11/11/2023 7:00 PM        ,0,7.9,8.6,0.6,2.7,189.6,5.7,3.7,0.014,          ,6,0,7
 , 11/11/2023 8:00 PM        ,0,6.9,7.7,0.8,2.2,191.2,5.7,3.1,0.011,          ,6,0,6
 , 11/11/2023 9:00 PM        ,0,6.3,7.4,1.1,2.2,177.8,8.7,3.2,0.01,          ,6,0,6
 , 11/11/2023 10:00 PM       ,0,6.4,7.2,0.8,2.7,186.4,10,3.7,0.013,          ,3,0,4
 , 11/11/2023 11:00 PM       ,0,6.2,6.9,0.6,2.6,167.9,11.6,3.9,0.013,          ,3,0,4
 , 11/12/2023 12:00 AM       ,0,5.4,6.5,1.1,2,180.3,8.5,2.9,0.011,          ,3,0,3
 , 11/12/2023 1:00 AM        ,0,4.9,6,1.1,0.7,149.8,56.4,1.9,0.009,          ,5,0,6
 , 11/12/2023 2:00 AM        ,0,4.6,6,1.4,0.8,207,38.4,1.8,0.006,          ,7,0,7
 , 11/12/2023 3:00 AM        ,0,4.5,5.5,0.9,2.3,311.3,8.9,3.6,0.004,          ,8,0,8
 , 11/12/2023 4:00 AM        ,0,4.6,5.1,0.5,2.5,319.3,6.5,3.6,0.004,          ,7,0,7
 , 11/12/2023 5:00 AM        ,0.4,3.6,3.5,0,0.9,296.5,34.6,2.3,0.003,          ,6,0,6
 , 11/12/2023 6:00 AM        ,13.2,4,3.9,0,0.4,269.7,39.5,1.5,0.002,          ,9,1,7
 , 11/12/2023 7:00 AM        ,102.5,4.1,3.8,-0.3,1.4,207.3,21.4,2.5,0.005,          ,11,4,6
 , 11/12/2023 8:00 AM        ,163.1,5.7,5,-0.7,1.5,60.2,22.6,2.8,0.007,          ,21,10,10
 , 11/12/2023 9:00 AM        ,260,6.7,6.1,-0.6,1.8,194,23.7,3.3,0.01,          ,21,10,10
 , 11/12/2023 10:00 AM       ,366.4,8.1,7.2,-0.9,1.2,143.1,50.7,3.8,0.018,          ,16,6,10
 , 11/12/2023 11:00 AM       ,623.1,11.1,9.3,-1.8,1,154,56.1,3,0.026,          ,17,6,11
 , 11/12/2023 12:00 PM       ,620.1,15.1,12.8,-2.2,2,118.4,27.2,4.1,0.035,          ,10,2,7
 , 11/12/2023 1:00 PM        ,515.9,16.1,14.2,-1.9,3.4,124.1,22.1,7,0.037,          ,10,2,8
 , 11/12/2023 2:00 PM        ,394.2,16.3,14.8,-1.5,3.5,140.5,16.5,5.6,0.039,          ,4,0,4
 , 11/12/2023 3:00 PM        ,154.7,15.8,15.1,-0.7,3,134.9,13.6,5.5,0.032,          ,6,0,6
 , 11/12/2023 4:00 PM        ,26.7,14.2,14.3,0,3.1,130.9,11.1,6.2,0.029,          ,6,0,6
 , 11/12/2023 5:00 PM        ,0.6,12.5,13,0.4,2,152.3,17,2.9,0.023,          ,8,0,8
 , 11/12/2023 6:00 PM        ,0,12.7,13,0.2,2.2,161.5,9,3.5,0.02,          ,10,0,10
 , 11/12/2023 7:00 PM        ,0,13.3,13.3,0,2.2,159.9,9,3.9,0.02,          ,8,0,8
 , 11/12/2023 8:00 PM        ,0,13.2,13.2,0,1.8,151.6,10.4,3.2,0.018,          ,7,0,7
 , 11/12/2023 9:00 PM        ,0,13.1,13.1,0,1.3,165.5,15.5,1.9,0.016,          ,7,0,7
 , 11/12/2023 10:00 PM       ,0,13,13,0,1,168.9,25.1,2.2,0.015,          ,5,0,7
 , 11/12/2023 11:00 PM       ,0,12.8,12.8,0,1.2,215.1,12.6,2.6,0.017,          ,5,0,6
 , 11/13/2023 12:00 AM       ,0.1,12.1,12,0,1.2,208.3,10.2,2,0.017,          ,4,0,4
 , 11/13/2023 1:00 AM        ,0.6,11.9,11.9,0,0.2,235.1,7.5,1,          ,          ,5,0,5
 , 11/13/2023 2:00 AM        ,0.7,12,11.9,0,0.5,304.1,10.3,1.4,0.011,          ,          ,          ,          
 , 11/13/2023 3:00 AM        ,0.9,12.1,12.1,0,1.9,322.1,7.7,2.9,0.005,          ,          ,          ,          
 , 11/13/2023 4:00 AM        ,1.5,12,12,0,2.1,271.2,14.8,3.1,0.003,          ,10,0,10
 , 11/13/2023 5:00 AM        ,4.2,11.7,11.5,-0.1,1.1,155.6,14.7,2.1,0,          ,14,2,12
 , 11/13/2023 6:00 AM        ,5.7,11.8,11.6,-0.1,0.9,110.3,14.9,2.8,0,          ,12,1,11
 , 11/13/2023 7:00 AM        ,34.1,11.8,11.6,-0.1,1.4,60.7,11.8,2.7,0.006,          ,10,1,9
 , 11/13/2023 8:00 AM        ,61,11.9,11.6,-0.2,2.1,86.8,10.9,3.5,0.013,          ,10,1,9
 , 11/13/2023 9:00 AM        ,65.9,12.1,11.8,-0.3,1.7,72.7,11.7,2.8,0.017,          ,8,0,7
 , 11/13/2023 10:00 AM       ,92.8,12.2,11.7,-0.4,1.5,59.1,27.7,2.6,0.023,          ,7,0,6
 , 11/13/2023 11:00 AM       ,106,12.1,11.7,-0.3,2.1,245.4,25.3,4.1,          ,          ,          ,          ,          
 , 11/13/2023 12:00 PM       ,131.7,11.7,11.3,-0.3,2.8,322.6,8.2,4.3,          ,          ,          ,          ,          
 , 11/13/2023 1:00 PM        ,87.4,12,11.7,-0.3,2,292.4,15,3.7,          ,          ,          ,          ,          
 , 11/13/2023 2:00 PM        ,109.7,12.4,12,-0.3,1,190.1,42.3,2.4,          ,          ,          ,          ,          
 , 11/13/2023 3:00 PM        ,40.9,12.4,12,-0.4,1.6,69.2,15.7,2.4,          ,          ,          ,          ,          
 , 11/13/2023 4:00 PM        ,11.2,12,11.8,-0.2,2.2,114.3,15.7,3.7,0.014,          ,          ,          ,          
 , 11/13/2023 5:00 PM        ,4.5,11.8,11.7,0,2,131.7,11.3,3.7,0.02,          ,9,0,9
 , 11/13/2023 6:00 PM        ,3.5,11.8,11.8,0,2.4,149.2,11,4.5,0.02,          ,8,0,8
 , 11/13/2023 7:00 PM        ,2.4,11.7,11.7,0,2.9,152.2,11.3,5.3,0.022,          ,6,0,6
 , 11/13/2023 8:00 PM        ,1.6,11.6,11.6,0,2.8,164.5,8.6,4.1,0.025,          ,3,0,2
 , 11/13/2023 9:00 PM        ,0.6,11.5,11.4,0,2.5,166.6,9.1,4.6,0.023,          ,3,0,3
 , 11/13/2023 10:00 PM       ,0.2,11.5,11.5,0,3.1,170.9,8.3,4.7,0.025,          ,3,0,3
 , 11/13/2023 11:00 PM       ,0.1,11.5,11.5,0,2.3,170.6,12.9,3.6,0.023,          ,1,0,1
 , 11/14/2023 12:00 AM       ,0.1,11.5,11.5,0,1.9,159.1,12.7,3.4,0.022,          ,2,0,1
 , 11/14/2023 1:00 AM        ,0.1,11.3,11.3,0,2.2,144.9,16.8,3.6,0.021,          ,1,0,1
 , 11/14/2023 2:00 AM        ,0.1,10.5,10.6,0.1,1.9,137.3,16.7,3.1,0.016,          ,3,0,3
 , 11/14/2023 3:00 AM        ,0.2,9.6,9.9,0.3,1.8,183.5,13.7,2.8,0.015,          ,1,0,1
 , 11/14/2023 4:00 AM        ,0.4,10,10,0,1.4,155.6,18.9,2.8,0.011,          ,4,0,4
 , 11/14/2023 5:00 AM        ,0.4,9.7,10,0.3,1.4,151.7,9.5,2.6,0.009,          ,6,0,5
 , 11/14/2023 6:00 AM        ,34.8,9.2,9.8,0.5,1.9,144.9,17.6,3.1,0.005,          ,12,2,9
 , 11/14/2023 7:00 AM        ,154.3,10.6,10.5,-0.1,2.2,143.4,13.8,3.5,0.012,          ,9,2,6
 , 11/14/2023 8:00 AM        ,172.6,12,11.8,-0.2,3.4,153.5,10.6,5.1,0.023,          ,2,0,1
 , 11/14/2023 9:00 AM        ,210.1,12.8,12.4,-0.3,3.6,164.4,12.2,5.9,0.027,          ,1,0,0
 , 11/14/2023 10:00 AM       ,382.2,13.8,13.2,-0.6,3.9,160.5,14.4,6,          ,          ,          ,          ,          
 , 11/14/2023 11:00 AM       ,561.8,15.3,14.2,-1.1,4,144.9,13.8,6.6,          ,          ,          ,          ,          
 , 11/14/2023 12:00 PM       ,423.9,15.5,14.6,-0.8,4.2,148,15.2,6.8,          ,          ,          ,          ,          
 , 11/14/2023 1:00 PM        ,320.3,15.8,15,-0.7,4,150.3,14,6.3,          ,          ,          ,          ,          
 , 11/14/2023 2:00 PM        ,178.9,15.5,15,-0.4,4.1,139.5,11.6,6.6,          ,          ,          ,          ,          
 , 11/14/2023 3:00 PM        ,111.6,14.9,14.7,-0.2,4.6,146.3,10.4,6.8,          ,          ,          ,          ,          
 , 11/14/2023 4:00 PM        ,29.2,13.9,13.9,0,4.1,154.1,8.9,7.6,0.018,          ,          ,          ,          
 , 11/14/2023 5:00 PM        ,0.3,12.8,13.1,0.2,2.5,146.2,9.1,4.7,0.022,          ,7,0,6
 , 11/14/2023 6:00 PM        ,0,11.6,12,0.3,2.7,162.5,8.5,3.7,0.015,          ,9,0,8
 , 11/14/2023 7:00 PM        ,0,11.6,11.7,0.1,2.6,159.8,9.3,4.1,0.017,          ,7,0,7
 , 11/14/2023 8:00 PM        ,0,11.9,11.8,0,3.6,152.2,10.6,5.9,0.02,          ,6,0,6
 , 11/14/2023 9:00 PM        ,0,11.7,11.6,0,3.9,148,11,6.4,0.017,          ,7,0,7
 , 11/14/2023 10:00 PM       ,0,11.4,11.3,-0.1,3.5,139,10.6,5.9,0.015,          ,8,1,9
 , 11/14/2023 11:00 PM       ,0.1,11,10.8,-0.1,3.6,142.5,9.6,5.7,0.013,          ,6,0,7
 , 11/15/2023 12:00 AM       ,0.5,10.9,10.8,-0.1,2.8,149.9,14.6,5.1,0.014,          ,5,0,5
 , 11/15/2023 1:00 AM        ,2.8,10.7,10.6,-0.1,2.7,144.2,12.6,4.6,0.015,          ,4,0,4
 , 11/15/2023 2:00 AM        ,2.4,10.6,10.5,-0.1,2.3,137.9,10.8,3.8,0.014,          ,4,0,4
 , 11/15/2023 3:00 AM        ,1.9,10.5,10.4,-0.1,1.8,144.6,15.8,3.4,0.014,          ,4,0,4
 , 11/15/2023 4:00 AM        ,1.5,10.4,10.2,-0.1,1.6,144.4,15.9,3.2,0.016,          ,4,0,4
 , 11/15/2023 5:00 AM        ,1.1,10.2,10.1,-0.1,1.4,139.2,17,2.7,0.015,          ,4,0,4
 , 11/15/2023 6:00 AM        ,6.4,10.2,10,-0.1,0.9,132.4,34.4,2.1,0.017,          ,4,0,4
