rd,tz=0,v=1.6
time,radon_B,rd_particle_B,radon_pCi,rd_particle_pCi
1704089400,1.672e+01,9.501e+00,4.520e-01,2.568e-01
1704090000,2.120e+01,1.048e+01,5.730e-01,2.833e-01
1704090600,1.927e+01,4.501e+00,5.209e-01,1.216e-01
1704091200,4.880e+01,1.450e+01,1.319e+00,3.920e-01
1704091800,2.804e+01,8.501e+00,7.578e-01,2.298e-01
1704092400,3.287e+01,1.000e+00,8.885e-01,2.705e-02
1704093000,3.055e+01,3.100e+01,8.257e-01,8.380e-01
1704093600,5.743e+01,1.000e+00,1.552e+00,2.705e-02
1704094200,3.654e+01,8.501e+00,9.875e-01,2.298e-01
1704094800,4.189e+01,1.050e+01,1.132e+00,2.838e-01
1704095400,3.235e+01,1.650e+01,8.742e-01,4.460e-01
1704096000,2.330e+01,1.250e+01,6.297e-01,3.379e-01
1704096600,2.559e+01,1.300e+01,6.915e-01,3.514e-01
1704097200,4.815e+01,2.000e+00,1.301e+00,2.705e-02
1704097800,2.316e+01,7.501e+00,6.260e-01,2.027e-01
1704098400,4.276e+01,1.400e+01,1.156e+00,3.784e-01
1704099000,2.531e+01,1.300e+01,6.841e-01,3.514e-01
1704099600,3.781e+01,1.000e+00,1.022e+00,2.705e-02
1704100200,3.029e+01,1.900e+01,8.187e-01,5.136e-01
1704100800,3.983e+01,2.500e+00,1.076e+00,6.758e-02
1704101400,2.831e+01,1.500e+01,7.650e-01,4.055e-01
1704102000,2.788e+01,7.501e+00,7.536e-01,2.027e-01
1704102600,2.120e+01,1.100e+01,5.728e-01,2.973e-01
1704103200,2.813e+01,1.350e+01,7.602e-01,3.649e-01
1704103800,4.298e+01,1.650e+01,1.162e+00,4.460e-01
1704104400,4.027e+01,1.600e+01,1.089e+00,4.325e-01
1704105000,2.558e+01,5.001e+00,6.913e-01,1.352e-01
1704105600,6.739e+01,9.985e+00,1.821e+00,2.699e-01
1704106200,1.732e+02,1.750e+01,4.681e+00,4.730e-01
1704106800,5.183e+01,6.001e+00,1.401e+00,1.622e-01
1704107400,4.685e+01,1.850e+01,1.266e+00,5.001e-01
1704108000,7.966e+01,4.501e+00,2.153e+00,1.216e-01
1704108600,3.708e+01,2.350e+01,1.002e+00,6.352e-01
1704109200,2.639e+01,2.050e+01,7.132e-01,5.541e-01
1704109800,2.462e+01,7.001e+00,6.654e-01,1.892e-01
1704110400,3.151e+01,6.501e+00,8.515e-01,1.757e-01
1704111000,2.277e+01,2.300e+01,6.153e-01,6.217e-01
1704111600,1.855e+01,5.501e+00,5.014e-01,1.487e-01
1704112200,6.663e+01,2.000e+01,1.801e+00,5.406e-01
1704112800,8.437e+01,2.500e+00,2.280e+00,6.758e-02
1704113400,5.051e+01,4.251e+01,1.365e+00,1.149e+00
1704114000,5.086e+01,1.200e+01,1.375e+00,3.244e-01
1704114600,3.586e+01,1.750e+01,9.693e-01,4.730e-01
1704115200,4.101e+01,2.050e+01,1.108e+00,5.541e-01
1704115800,4.879e+01,1.150e+01,1.319e+00,3.109e-01
1704116400,4.341e+01,3.801e+01,1.173e+00,1.027e+00
1704117000,3.383e+01,1.050e+01,9.142e-01,2.838e-01
1704117600,4.614e+01,1.900e+01,1.247e+00,5.136e-01
1704118200,6.232e+01,9.001e+00,1.684e+00,2.433e-01
1704118800,4.559e+01,2.500e+01,1.232e+00,6.758e-01
1704119400,3.849e+01,1.400e+01,1.040e+00,3.784e-01
1704120000,2.690e+01,2.150e+01,7.270e-01,5.812e-01
1704120600,4.408e+01,2.350e+01,1.191e+00,6.352e-01
1704121200,4.884e+01,2.596e+01,1.320e+00,7.016e-01
1704121800,2.909e+01,1.550e+01,7.862e-01,4.190e-01
1704122400,3.434e+01,1.250e+01,9.282e-01,3.379e-01
1704123000,2.512e+01,2.300e+01,6.790e-01,6.217e-01
1704123600,2.760e+01,6.001e+00,7.458e-01,1.622e-01
1704124200,1.893e+01,2.000e+00,5.117e-01,2.705e-02
1704124800,1.907e+01,8.501e+00,5.154e-01,2.298e-01
1704125400,4.170e+00,1.500e+01,1.127e-01,4.055e-01
1704126000,2.158e+01,1.700e+01,5.834e-01,4.595e-01
1704126600,2.634e+01,2.400e+01,7.120e-01,6.487e-01
1704127200,2.847e+01,1.000e+00,7.694e-01,2.705e-02
1704127800,8.504e+00,1.300e+01,2.298e-01,3.514e-01
1704128400,2.171e+01,1.000e+00,5.867e-01,2.705e-02
1704129000,2.400e+01,9.001e+00,6.485e-01,2.433e-01
1704129600,1.507e+01,5.501e+00,4.072e-01,1.487e-01
1704130200,1.958e+01,6.501e+00,5.293e-01,1.757e-01
1704130800,1.951e+01,1.450e+01,5.274e-01,3.919e-01
1704131400,1.505e+01,1.200e+01,4.067e-01,3.244e-01
1704132000,2.196e+01,1.200e+01,5.934e-01,3.244e-01
1704132600,2.164e+01,1.000e+00,5.848e-01,2.705e-02
1704133200,1.727e+01,1.250e+01,4.668e-01,3.379e-01
1704133800,1.514e+01,9.501e+00,4.091e-01,2.568e-01
1704134400,1.740e+01,1.000e+00,4.701e-01,2.705e-02
1704135000,4.170e+00,6.001e+00,1.127e-01,1.622e-01
1704135600,2.692e+01,1.450e+01,7.276e-01,3.919e-01
1704136200,1.296e+01,1.000e+00,3.504e-01,2.705e-02
1704136800,1.511e+01,1.000e+00,4.083e-01,2.705e-02
1704137400,8.636e+00,2.350e+01,2.334e-01,6.352e-01
1704138000,1.301e+01,1.000e+00,3.517e-01,2.705e-02
1704138600,4.103e+00,6.001e+00,1.109e-01,1.622e-01
1704139200,1.076e+01,8.501e+00,2.909e-01,2.298e-01
1704139800,1.739e+01,1.450e+01,4.700e-01,3.919e-01
1704140400,2.211e+01,1.300e+01,5.974e-01,3.514e-01
1704141000,1.300e+01,1.000e+00,3.515e-01,2.705e-02
1704141600,1.302e+01,1.700e+01,3.518e-01,4.595e-01
1704142200,1.302e+01,1.000e+00,3.519e-01,2.705e-02
1704142800,6.304e+00,1.750e+01,1.704e-01,4.730e-01
1704143400,2.232e+01,1.000e+00,6.033e-01,2.705e-02
1704144000,8.438e+00,1.250e+01,2.280e-01,3.379e-01
1704144600,1.515e+01,1.050e+01,4.095e-01,2.838e-01
1704145200,1.527e+01,5.001e+00,4.127e-01,1.352e-01
1704145800,1.289e+01,7.501e+00,3.484e-01,2.027e-01
1704146400,1.289e+01,5.501e+00,3.485e-01,1.487e-01
1704147000,1.514e+01,1.300e+01,4.092e-01,3.514e-01
1704147600,1.520e+01,1.000e+00,4.108e-01,2.705e-02
1704148200,1.295e+01,7.501e+00,3.501e-01,2.027e-01
1704148800,1.520e+01,1.200e+01,4.108e-01,3.244e-01
1704149400,1.526e+01,1.000e+01,4.124e-01,2.703e-01
1704150000,1.076e+01,1.000e+01,2.907e-01,2.703e-01
1704150600,1.756e+01,7.501e+00,4.747e-01,2.027e-01
1704151200,2.460e+01,6.001e+00,6.649e-01,1.622e-01
1704151800,1.068e+01,1.100e+01,2.887e-01,2.973e-01
1704152400,2.032e+00,2.995e+00,5.491e-02,8.095e-02
1704153000,2.461e+01,3.000e+00,6.651e-01,8.109e-02
1704153600,1.981e+01,9.001e+00,5.355e-01,2.433e-01
1704154200,2.694e+01,1.100e+01,7.282e-01,2.973e-01
1704154800,1.517e+01,1.000e+00,4.100e-01,2.705e-02
1704155400,1.493e+01,5.001e+00,4.035e-01,1.352e-01
1704156000,1.740e+01,2.000e+01,4.701e-01,5.406e-01
1704156600,1.075e+01,1.000e+00,2.904e-01,2.705e-02
1704157200,3.696e+01,1.650e+01,9.988e-01,4.460e-01
1704157800,2.391e+01,1.000e+00,6.461e-01,2.705e-02
1704158400,2.419e+01,8.501e+00,6.537e-01,2.298e-01
1704159000,4.157e+01,1.500e+01,1.124e+00,4.055e-01
1704159600,1.495e+01,4.001e+00,4.040e-01,1.081e-01
1704160200,2.402e+01,1.800e+01,6.491e-01,4.866e-01
1704160800,2.172e+01,2.000e+00,5.870e-01,2.705e-02
1704161400,3.376e+01,1.000e+00,9.124e-01,2.705e-02
1704162000,1.489e+01,2.100e+01,4.023e-01,5.677e-01
1704162600,2.175e+01,7.501e+00,5.878e-01,2.027e-01
1704163200,2.146e+01,5.501e+00,5.800e-01,1.487e-01
1704163800,1.728e+01,1.050e+01,4.671e-01,2.838e-01
1704164400,2.900e+01,1.000e+00,7.839e-01,2.705e-02
1704165000,1.506e+01,1.800e+01,4.070e-01,4.866e-01
1704165600,2.408e+01,2.150e+01,6.508e-01,5.812e-01
1704166200,1.292e+01,1.000e+00,3.491e-01,2.705e-02
1704166800,1.723e+01,1.700e+01,4.656e-01,4.595e-01
1704167400,1.421e+01,6.001e+00,3.841e-01,1.622e-01
1704168000,3.649e+01,1.448e+01,9.862e-01,3.913e-01
1704168600,2.166e+01,9.001e+00,5.854e-01,2.433e-01
1704169200,3.127e+01,1.000e+00,8.450e-01,2.705e-02
1704169800,1.940e+01,1.950e+01,5.243e-01,5.271e-01
1704170400,1.945e+01,1.850e+01,5.258e-01,5.001e-01
1704171000,1.066e+01,1.000e+00,2.882e-01,2.705e-02
1704171600,2.649e+01,1.750e+01,7.161e-01,4.730e-01
1704172200,2.642e+01,9.001e+00,7.142e-01,2.433e-01
1704172800,2.167e+01,1.750e+01,5.858e-01,4.730e-01
1704173400,1.947e+01,1.250e+01,5.263e-01,3.379e-01
1704174000,1.280e+01,1.000e+00,3.458e-01,2.705e-02
1704174600,2.649e+01,2.500e+01,7.158e-01,6.758e-01
1704175200,1.704e+01,1.700e+01,4.606e-01,4.595e-01
1704175800,1.955e+01,1.000e+00,5.283e-01,2.705e-02
1704176400,3.870e+01,1.550e+01,1.046e+00,4.190e-01
1704177000,1.497e+01,3.000e+00,4.046e-01,8.109e-02
1704177600,1.718e+01,2.150e+01,4.643e-01,5.812e-01
1704178200,3.379e+01,9.501e+00,9.132e-01,2.568e-01
1704178800,1.933e+01,1.000e+00,5.226e-01,2.705e-02
1704179400,2.651e+01,2.300e+01,7.166e-01,6.217e-01
1704180000,3.861e+01,2.000e+01,1.043e+00,5.406e-01
1704180600,1.916e+01,1.000e+00,5.178e-01,2.705e-02
1704181200,1.497e+01,5.001e+00,4.046e-01,1.352e-01
1704181800,1.072e+01,1.500e+01,2.899e-01,4.055e-01
1704182400,2.393e+01,2.300e+01,6.467e-01,6.217e-01
1704183000,3.130e+01,6.501e+00,8.459e-01,1.757e-01
1704183600,4.650e+01,2.496e+00,1.257e+00,6.746e-02
1704184200,1.923e+01,1.200e+01,5.198e-01,3.244e-01
1704184800,3.595e+01,1.000e+00,9.716e-01,2.705e-02
1704185400,1.931e+01,2.500e+01,5.219e-01,6.758e-01
1704186000,1.927e+01,1.000e+00,5.208e-01,2.705e-02
1704186600,4.117e+01,3.100e+01,1.113e+00,8.380e-01
1704187200,2.839e+01,1.000e+00,7.674e-01,2.705e-02
1704187800,3.320e+01,1.400e+01,8.973e-01,3.784e-01
1704188400,1.900e+01,1.200e+01,5.135e-01,3.244e-01
1704189000,1.492e+01,1.950e+01,4.033e-01,5.271e-01
1704189600,2.864e+01,1.300e+01,7.741e-01,3.514e-01
1704190200,1.262e+01,1.400e+01,3.410e-01,3.784e-01
1704190800,2.884e+01,2.500e+01,7.795e-01,6.758e-01
1704191400,3.602e+01,8.001e+00,9.736e-01,2.162e-01
1704192000,7.495e+01,2.350e+01,2.026e+00,6.352e-01
1704192600,2.782e+01,1.000e+00,7.518e-01,2.705e-02
1704193200,3.284e+01,2.400e+01,8.874e-01,6.487e-01
1704193800,3.750e+01,1.000e+00,1.013e+00,2.705e-02
1704194400,3.737e+01,2.600e+01,1.010e+00,7.028e-01
1704195000,2.109e+01,1.300e+01,5.699e-01,3.514e-01
1704195600,2.570e+01,1.350e+01,6.947e-01,3.649e-01
1704196200,3.789e+01,2.750e+01,1.024e+00,7.433e-01
1704196800,5.034e+01,7.501e+00,1.361e+00,2.027e-01
1704197400,8.153e+01,7.501e+00,2.204e+00,2.027e-01
1704198000,8.438e+00,1.600e+01,2.281e-01,4.325e-01
1704198600,3.474e+01,1.900e+01,9.390e-01,5.136e-01
1704199200,4.196e+01,1.348e+01,1.134e+00,3.643e-01
1704199800,6.330e+01,4.501e+00,1.711e+00,1.216e-01
1704200400,2.953e+01,1.500e+01,7.981e-01,4.055e-01
1704201000,3.923e+01,1.300e+01,1.060e+00,3.514e-01
1704201600,2.086e+01,3.000e+00,5.637e-01,8.109e-02
1704202200,2.788e+01,1.600e+01,7.536e-01,4.325e-01
1704202800,2.787e+01,5.501e+00,7.534e-01,1.487e-01
1704203400,3.519e+01,2.400e+01,9.511e-01,6.487e-01
1704204000,3.765e+01,1.950e+01,1.018e+00,5.271e-01
1704204600,1.689e+01,2.500e+00,4.566e-01,6.758e-02
1704205200,2.340e+01,1.000e+01,6.323e-01,2.703e-01
1704205800,2.611e+01,1.850e+01,7.056e-01,5.001e-01
1704206400,2.367e+01,1.550e+01,6.398e-01,4.190e-01
1704207000,3.541e+01,1.500e+01,9.570e-01,4.055e-01
1704207600,2.585e+01,8.501e+00,6.987e-01,2.298e-01
1704208200,4.568e+01,2.350e+01,1.235e+00,6.352e-01
1704208800,1.885e+01,7.501e+00,5.096e-01,2.027e-01
1704209400,2.835e+01,1.200e+01,7.662e-01,3.244e-01
1704210000,4.065e+01,2.750e+01,1.099e+00,7.433e-01
1704210600,5.592e+01,1.800e+01,1.511e+00,4.866e-01
1704211200,2.743e+01,5.001e+00,7.413e-01,1.352e-01
1704211800,3.998e+01,1.400e+01,1.080e+00,3.784e-01
1704212400,1.882e+01,1.450e+01,5.085e-01,3.919e-01
1704213000,4.018e+01,9.001e+00,1.086e+00,2.433e-01
1704213600,5.298e+01,2.000e+01,1.432e+00,5.406e-01
1704214200,3.716e+01,1.450e+01,1.004e+00,3.919e-01
1704214800,2.748e+01,1.348e+01,7.428e-01,3.643e-01
1704215400,2.762e+01,2.100e+01,7.466e-01,5.676e-01
1704216000,2.569e+01,5.001e+00,6.942e-01,1.352e-01
1704216600,3.515e+01,6.501e+00,9.500e-01,1.757e-01
1704217200,2.564e+01,1.000e+00,6.930e-01,2.705e-02
1704217800,4.031e+01,2.000e+01,1.089e+00,5.406e-01
1704218400,2.335e+01,1.000e+01,6.310e-01,2.703e-01
1704219000,1.600e+01,9.501e+00,4.324e-01,2.568e-01
1704219600,3.081e+01,1.400e+01,8.326e-01,3.784e-01
1704220200,2.590e+01,3.501e+00,7.000e-01,9.461e-02
1704220800,2.823e+01,3.000e+00,7.630e-01,8.109e-02
1704221400,2.602e+01,1.350e+01,7.031e-01,3.649e-01
1704222000,1.457e+01,2.450e+01,3.937e-01,6.623e-01
1704222600,4.614e+01,1.000e+00,1.247e+00,2.705e-02
1704223200,3.808e+01,1.250e+01,1.029e+00,3.379e-01
1704223800,3.033e+01,1.300e+01,8.196e-01,3.514e-01
1704224400,1.900e+01,9.001e+00,5.134e-01,2.433e-01
1704225000,2.842e+01,1.250e+01,7.681e-01,3.379e-01
1704225600,2.351e+01,4.001e+00,6.353e-01,1.081e-01
1704226200,2.357e+01,2.050e+01,6.370e-01,5.541e-01
1704226800,1.708e+01,9.501e+00,4.616e-01,2.568e-01
1704227400,3.584e+01,1.050e+01,9.686e-01,2.838e-01
1704228000,3.562e+01,3.000e+00,9.626e-01,8.109e-02
1704228600,1.900e+01,9.001e+00,5.134e-01,2.433e-01
1704229200,1.716e+01,1.700e+01,4.637e-01,4.595e-01
1704229800,2.394e+01,8.001e+00,6.471e-01,2.162e-01
1704230400,2.138e+01,1.148e+01,5.778e-01,3.104e-01
1704231000,1.276e+01,2.000e+01,3.449e-01,5.406e-01
1704231600,2.649e+01,1.000e+00,7.159e-01,2.705e-02
1704232200,2.157e+01,2.000e+01,5.828e-01,5.406e-01
1704232800,3.892e+01,4.001e+00,1.052e+00,1.081e-01
1704233400,3.836e+01,1.700e+01,1.037e+00,4.595e-01
1704234000,1.277e+01,8.501e+00,3.451e-01,2.298e-01
1704234600,4.367e+01,1.100e+01,1.180e+00,2.973e-01
1704235200,1.276e+01,1.550e+01,3.449e-01,4.190e-01
1704235800,1.695e+01,1.000e+00,4.582e-01,2.705e-02
1704236400,3.614e+01,2.300e+01,9.767e-01,6.217e-01
1704237000,2.838e+01,1.000e+00,7.672e-01,2.705e-02
1704237600,3.833e+01,1.300e+01,1.036e+00,3.514e-01
1704238200,2.122e+01,1.300e+01,5.734e-01,3.514e-01
1704238800,2.133e+01,6.001e+00,5.764e-01,1.622e-01
1704239400,3.588e+01,1.000e+00,9.697e-01,2.705e-02
1704240000,3.322e+01,1.900e+01,8.979e-01,5.136e-01
1704240600,3.554e+01,4.001e+00,9.606e-01,1.081e-01
1704241200,2.361e+01,3.501e+00,6.381e-01,9.461e-02
1704241800,1.702e+01,1.150e+01,4.601e-01,3.109e-01
1704242400,1.493e+01,1.250e+01,4.035e-01,3.379e-01
1704243000,1.491e+01,9.001e+00,4.030e-01,2.433e-01
1704243600,1.953e+01,8.501e+00,5.278e-01,2.298e-01
1704244200,2.879e+01,1.000e+00,7.781e-01,2.705e-02
1704244800,1.078e+01,1.450e+01,2.914e-01,3.919e-01
1704245400,6.402e+01,1.350e+01,1.730e+00,3.649e-01
1704246000,3.280e+01,1.548e+01,8.864e-01,4.183e-01
1704246600,3.065e+01,5.501e+00,8.284e-01,1.487e-01
1704247200,5.102e+01,9.001e+00,1.379e+00,2.433e-01
1704247800,2.866e+01,9.001e+00,7.747e-01,2.433e-01
1704248400,1.474e+01,3.501e+00,3.984e-01,9.461e-02
1704249000,3.060e+01,1.150e+01,8.271e-01,3.109e-01
1704249600,2.832e+01,8.001e+00,7.654e-01,2.162e-01
1704250200,2.361e+01,1.900e+01,6.382e-01,5.136e-01
1704250800,2.850e+01,7.501e+00,7.702e-01,2.027e-01
1704251400,1.710e+01,7.001e+00,4.621e-01,1.892e-01
1704252000,2.145e+01,1.250e+01,5.796e-01,3.379e-01
1704252600,3.105e+01,1.000e+00,8.393e-01,2.705e-02
1704253200,3.221e+01,3.100e+01,8.706e-01,8.380e-01
1704253800,2.376e+01,1.000e+00,6.421e-01,2.705e-02
1704254400,1.498e+01,1.950e+01,4.049e-01,5.271e-01
1704255000,2.166e+01,4.501e+00,5.855e-01,1.216e-01
1704255600,1.710e+01,1.000e+00,4.621e-01,2.705e-02
1704256200,1.694e+01,2.050e+01,4.579e-01,5.541e-01
1704256800,4.137e+01,1.350e+01,1.118e+00,3.649e-01
1704257400,2.150e+01,1.200e+01,5.811e-01,3.244e-01
1704258000,4.038e+00,1.550e+01,1.091e-01,4.190e-01
1704258600,1.951e+01,1.350e+01,5.272e-01,3.649e-01
1704259200,3.895e+01,1.000e+00,1.053e+00,2.705e-02
1704259800,5.454e+01,2.900e+01,1.474e+00,7.839e-01
1704260400,4.002e+01,3.501e+00,1.082e+00,9.461e-02
1704261000,4.028e+01,1.050e+01,1.089e+00,2.838e-01
1704261600,5.309e+01,2.796e+01,1.435e+00,7.556e-01
1704262200,6.673e+01,1.950e+01,1.804e+00,5.271e-01
1704262800,3.662e+01,1.800e+01,9.896e-01,4.866e-01
1704263400,5.770e+01,1.150e+01,1.559e+00,3.109e-01
1704264000,4.373e+01,1.700e+01,1.182e+00,4.595e-01
1704264600,5.422e+01,2.750e+01,1.465e+00,7.433e-01
1704265200,3.630e+01,2.000e+01,9.811e-01,5.406e-01
1704265800,3.169e+01,1.350e+01,8.566e-01,3.649e-01
1704266400,2.286e+01,1.750e+01,6.179e-01,4.730e-01
1704267000,3.462e+01,1.100e+01,9.357e-01,2.973e-01
1704267600,3.645e+01,8.501e+00,9.852e-01,2.298e-01
1704268200,3.695e+01,7.501e+00,9.986e-01,2.027e-01
1704268800,5.386e+01,2.750e+01,1.456e+00,7.433e-01
1704269400,4.141e+01,1.750e+01,1.119e+00,4.730e-01
1704270000,2.275e+01,1.100e+01,6.149e-01,2.973e-01
1704270600,5.837e+01,2.550e+01,1.578e+00,6.893e-01
1704271200,2.501e+01,5.501e+00,6.758e-01,1.487e-01
1704271800,4.413e+01,1.100e+01,1.193e+00,2.973e-01
1704272400,3.294e+01,2.750e+01,8.904e-01,7.434e-01
1704273000,3.915e+01,7.501e+00,1.058e+00,2.027e-01
1704273600,4.662e+01,2.550e+01,1.260e+00,6.893e-01
1704274200,3.687e+01,1.650e+01,9.965e-01,4.460e-01
1704274800,4.439e+01,1.350e+01,1.200e+00,3.649e-01
1704275400,2.974e+01,1.000e+01,8.039e-01,2.703e-01
1704276000,4.700e+01,2.350e+01,1.270e+00,6.352e-01
1704276600,7.156e+01,5.501e+00,1.934e+00,1.487e-01
1704277200,7.288e+01,2.696e+01,1.970e+00,7.286e-01
1704277800,7.819e+01,9.001e+00,2.113e+00,2.433e-01
1704278400,2.413e+01,2.150e+01,6.521e-01,5.812e-01
1704279000,1.633e+01,1.950e+01,4.414e-01,5.271e-01
1704279600,4.680e+01,1.750e+01,1.265e+00,4.730e-01
1704280200,3.642e+01,2.050e+01,9.842e-01,5.541e-01
1704280800,4.617e+01,1.250e+01,1.248e+00,3.379e-01
1704281400,6.138e+01,4.301e+01,1.659e+00,1.162e+00
1704282000,6.151e+01,1.000e+00,1.662e+00,2.705e-02
1704282600,3.815e+01,2.600e+01,1.031e+00,7.028e-01
1704283200,2.463e+01,3.000e+01,6.657e-01,8.109e-01
1704283800,3.669e+01,6.001e+00,9.915e-01,1.622e-01
1704284400,2.501e+01,3.551e+01,6.758e-01,9.596e-01
1704285000,4.959e+01,1.000e+00,1.340e+00,2.705e-02
1704285600,4.933e+01,1.600e+01,1.333e+00,4.325e-01
1704286200,4.132e+01,4.201e+01,1.117e+00,1.135e+00
1704286800,4.111e+01,4.001e+00,1.111e+00,1.081e-01
1704287400,4.655e+01,2.350e+01,1.258e+00,6.352e-01
1704288000,4.128e+01,2.300e+01,1.116e+00,6.217e-01
1704288600,4.624e+01,1.450e+01,1.250e+00,3.919e-01
1704289200,4.130e+01,1.850e+01,1.116e+00,5.001e-01
1704289800,5.843e+01,2.100e+01,1.579e+00,5.676e-01
1704290400,6.179e+01,2.600e+01,1.670e+00,7.028e-01
1704291000,7.241e+01,2.400e+01,1.957e+00,6.487e-01
1704291600,4.478e+01,1.900e+01,1.210e+00,5.136e-01
1704292200,3.771e+01,1.400e+01,1.019e+00,3.784e-01
1704292800,5.283e+01,3.145e+01,1.428e+00,8.501e-01
1704293400,3.107e+01,6.001e+00,8.397e-01,1.622e-01
1704294000,3.391e+01,3.000e+01,9.166e-01,8.109e-01
1704294600,3.626e+01,2.650e+01,9.799e-01,7.163e-01
1704295200,4.646e+01,2.400e+01,1.256e+00,6.487e-01
1704295800,3.887e+01,2.950e+01,1.050e+00,7.974e-01
1704296400,3.900e+01,8.501e+00,1.054e+00,2.298e-01
1704297000,4.904e+01,2.100e+01,1.325e+00,5.676e-01
1704297600,4.613e+01,4.551e+01,1.247e+00,1.230e+00
1704298200,4.355e+01,1.000e+00,1.177e+00,2.705e-02
1704298800,3.841e+01,2.150e+01,1.038e+00,5.812e-01
1704299400,4.635e+01,2.200e+01,1.253e+00,5.947e-01
1704300000,1.442e+01,9.501e+00,3.897e-01,2.568e-01
1704300600,6.335e+01,2.050e+01,1.712e+00,5.541e-01
1704301200,4.359e+01,2.400e+01,1.178e+00,6.487e-01
1704301800,2.955e+01,1.950e+01,7.987e-01,5.271e-01
1704302400,1.661e+01,1.600e+01,4.490e-01,4.325e-01
1704303000,4.500e+01,2.050e+01,1.216e+00,5.541e-01
1704303600,5.244e+01,1.200e+01,1.417e+00,3.244e-01
1704304200,3.672e+01,1.250e+01,9.925e-01,3.379e-01
1704304800,2.976e+01,2.100e+01,8.043e-01,5.676e-01
1704305400,3.710e+01,7.501e+00,1.003e+00,2.027e-01
1704306000,2.969e+01,1.300e+01,8.024e-01,3.514e-01
1704306600,2.759e+01,2.550e+01,7.455e-01,6.893e-01
1704307200,3.482e+01,1.000e+01,9.412e-01,2.703e-01
1704307800,2.538e+01,1.500e+01,6.859e-01,4.055e-01
1704308400,2.341e+01,3.495e+00,6.328e-01,9.445e-02
1704309000,3.054e+01,1.450e+01,8.254e-01,3.919e-01
1704309600,1.475e+01,1.050e+01,3.986e-01,2.838e-01
1704310200,2.115e+01,1.700e+01,5.716e-01,4.595e-01
1704310800,2.578e+01,2.000e+01,6.968e-01,5.406e-01
1704311400,1.465e+01,9.001e+00,3.960e-01,2.433e-01
1704312000,2.152e+01,2.000e+01,5.816e-01,5.406e-01
1704312600,1.270e+01,3.000e+00,3.432e-01,8.109e-02
1704313200,1.286e+01,1.200e+01,3.475e-01,3.244e-01
1704313800,3.355e+01,1.300e+01,9.068e-01,3.514e-01
1704314400,1.718e+01,1.300e+01,4.644e-01,3.514e-01
1704315000,8.636e+00,1.500e+01,2.334e-01,4.055e-01
1704315600,1.061e+01,1.500e+01,2.868e-01,4.055e-01
1704316200,1.512e+01,4.001e+00,4.088e-01,1.081e-01
1704316800,2.438e+01,2.400e+01,6.589e-01,6.487e-01
1704317400,2.667e+01,2.500e+00,7.208e-01,6.758e-02
1704318000,2.426e+01,1.600e+01,6.556e-01,4.325e-01
1704318600,1.719e+01,1.000e+00,4.647e-01,2.705e-02
1704319200,1.729e+01,2.400e+01,4.674e-01,6.487e-01
