rd,tz=0,v=1.6
time,radon_B,rd_particle_B,radon_pCi,rd_particle_pCi
1706140800,1.544e+01,3.500e+00,4.172e-01,9.461e-02
1706141400,8.636e+00,8.001e+00,2.334e-01,2.162e-01
1706142000,2.003e+01,1.000e+00,5.413e-01,2.705e-02
1706142600,1.306e+01,3.501e+00,3.531e-01,9.461e-02
1706143200,1.985e+01,1.000e+01,5.364e-01,2.703e-01
1706143800,1.970e+01,7.001e+00,5.325e-01,1.892e-01
1706144400,3.441e+01,3.501e+00,9.301e-01,9.461e-02
1706145000,1.497e+01,5.001e+00,4.046e-01,1.352e-01
1706145600,1.081e+01,4.001e+00,2.922e-01,1.081e-01
1706146200,2.448e+01,1.100e+01,6.617e-01,2.973e-01
1706146800,1.081e+01,2.000e+00,2.921e-01,2.705e-02
1706147400,8.438e+00,1.600e+01,2.280e-01,4.325e-01
1706148000,1.965e+01,1.000e+00,5.311e-01,2.705e-02
1706148600,1.075e+01,2.000e+01,2.905e-01,5.406e-01
1706149200,1.519e+01,1.000e+00,4.105e-01,2.705e-02
1706149800,5.045e+01,1.150e+01,1.363e+00,3.109e-01
1706150400,1.495e+01,1.000e+00,4.040e-01,2.705e-02
1706151000,2.901e+01,1.700e+01,7.841e-01,4.595e-01
1706151600,2.635e+01,1.400e+01,7.121e-01,3.784e-01
1706152200,2.410e+01,1.000e+00,6.514e-01,2.705e-02
1706152800,3.339e+01,1.400e+01,9.025e-01,3.784e-01
1706153400,3.605e+01,6.501e+00,9.744e-01,1.757e-01
1706154000,2.606e+01,1.000e+01,7.044e-01,2.703e-01
1706154600,1.499e+01,2.350e+01,4.052e-01,6.352e-01
1706155200,2.400e+01,2.500e+00,6.487e-01,6.758e-02
1706155800,6.899e+01,1.550e+01,1.865e+00,4.190e-01
1706156400,2.071e+01,1.300e+01,5.598e-01,3.514e-01
1706157000,1.927e+01,1.400e+01,5.207e-01,3.784e-01
1706157600,3.821e+01,1.650e+01,1.033e+00,4.460e-01
1706158200,3.803e+01,2.750e+01,1.028e+00,7.434e-01
1706158800,2.816e+01,1.000e+00,7.611e-01,2.705e-02
1706159400,2.111e+01,1.950e+01,5.706e-01,5.271e-01
1706160000,8.438e+00,8.001e+00,2.281e-01,2.162e-01
1706160600,2.160e+01,2.800e+01,5.838e-01,7.569e-01
1706161200,3.098e+01,1.600e+01,8.373e-01,4.325e-01
1706161800,3.307e+01,2.350e+01,8.937e-01,6.352e-01
1706162400,4.309e+01,1.400e+01,1.165e+00,3.784e-01
1706163000,4.812e+01,1.750e+01,1.300e+00,4.730e-01
1706163600,4.005e+01,2.150e+01,1.082e+00,5.812e-01
1706164200,4.011e+01,1.200e+01,1.084e+00,3.244e-01
1706164800,6.115e+01,2.900e+01,1.653e+00,7.839e-01
1706165400,3.194e+01,3.401e+01,8.633e-01,9.191e-01
1706166000,3.709e+01,2.250e+01,1.002e+00,6.082e-01
1706166600,2.991e+01,1.750e+01,8.083e-01,4.730e-01
1706167200,3.248e+01,1.700e+01,8.779e-01,4.595e-01
1706167800,2.764e+01,2.996e+01,7.470e-01,8.096e-01
1706168400,5.319e+01,3.050e+01,1.437e+00,8.244e-01
1706169000,4.884e+01,2.700e+01,1.320e+00,7.298e-01
1706169600,4.646e+01,3.150e+01,1.256e+00,8.515e-01
1706170200,4.415e+01,3.300e+01,1.193e+00,8.920e-01
1706170800,2.276e+01,2.650e+01,6.152e-01,7.163e-01
1706171400,3.464e+01,1.550e+01,9.362e-01,4.190e-01
1706172000,4.203e+01,3.851e+01,1.136e+00,1.041e+00
1706172600,6.629e+01,2.700e+01,1.792e+00,7.298e-01
1706173200,3.863e+01,2.850e+01,1.044e+00,7.704e-01
1706173800,5.977e+01,8.501e+00,1.616e+00,2.298e-01
1706174400,6.452e+01,3.350e+01,1.744e+00,9.055e-01
1706175000,5.032e+01,4.601e+01,1.360e+00,1.243e+00
1706175600,7.848e+01,3.400e+01,2.121e+00,9.191e-01
1706176200,8.490e+01,3.450e+01,2.295e+00,9.326e-01
1706176800,4.871e+01,3.350e+01,1.317e+00,9.055e-01
1706177400,5.178e+01,4.351e+01,1.399e+00,1.176e+00
1706178000,3.732e+01,2.500e+01,1.009e+00,6.758e-01
1706178600,4.745e+01,4.701e+01,1.282e+00,1.270e+00
1706179200,5.789e+01,2.000e+01,1.564e+00,5.406e-01
1706179800,5.790e+01,4.701e+01,1.565e+00,1.270e+00
1706180400,5.462e+01,3.501e+01,1.476e+00,9.461e-01
1706181000,3.302e+01,1.600e+01,8.923e-01,4.325e-01
1706181600,6.642e+01,5.051e+01,1.795e+00,1.365e+00
1706182200,2.419e+01,2.050e+01,6.539e-01,5.541e-01
1706182800,2.030e+01,2.400e+01,5.486e-01,6.487e-01
1706183400,1.063e+01,2.197e+01,2.874e-01,5.937e-01
1706184000,1.662e+01,1.700e+01,4.491e-01,4.595e-01
1706184600,5.320e+01,3.350e+01,1.438e+00,9.055e-01
1706185200,6.057e+01,3.851e+01,1.637e+00,1.041e+00
1706185800,2.942e+01,2.400e+01,7.952e-01,6.487e-01
1706186400,5.495e+01,1.300e+01,1.485e+00,3.514e-01
1706187000,3.658e+01,6.301e+01,9.886e-01,1.703e+00
1706187600,5.755e+01,2.150e+01,1.555e+00,5.812e-01
1706188200,2.705e+01,5.301e+01,7.310e-01,1.433e+00
1706188800,5.208e+01,6.501e+00,1.407e+00,1.757e-01
1706189400,3.883e+01,3.651e+01,1.049e+00,9.866e-01
1706190000,2.073e+01,4.451e+01,5.602e-01,1.203e+00
1706190600,2.531e+01,1.900e+01,6.840e-01,5.136e-01
1706191200,2.765e+01,2.950e+01,7.472e-01,7.974e-01
1706191800,2.766e+01,3.550e+01,7.476e-01,9.596e-01
1706192400,3.759e+01,3.300e+01,1.016e+00,8.920e-01
1706193000,4.498e+01,3.801e+01,1.216e+00,1.027e+00
1706193600,4.235e+01,4.351e+01,1.145e+00,1.176e+00
1706194200,2.528e+01,1.850e+01,6.834e-01,5.001e-01
1706194800,3.263e+01,4.201e+01,8.819e-01,1.135e+00
1706195400,2.541e+01,4.101e+01,6.867e-01,1.108e+00
1706196000,4.507e+01,1.500e+01,1.218e+00,4.055e-01
1706196600,4.488e+01,3.150e+01,1.213e+00,8.515e-01
1706197200,2.750e+01,2.050e+01,7.431e-01,5.541e-01
1706197800,3.990e+01,4.051e+01,1.078e+00,1.095e+00
1706198400,2.550e+01,3.801e+01,6.892e-01,1.027e+00
1706199000,1.667e+01,1.200e+01,4.506e-01,3.244e-01
1706199600,2.566e+01,3.095e+01,6.935e-01,8.366e-01
1706200200,1.866e+01,5.501e+00,5.044e-01,1.487e-01
1706200800,3.812e+01,4.101e+01,1.030e+00,1.108e+00
1706201400,4.169e+00,4.351e+01,1.127e-01,1.176e+00
1706202000,3.864e+01,2.500e+00,1.044e+00,6.758e-02
1706202600,3.571e+01,1.400e+01,9.652e-01,3.784e-01
1706203200,4.313e+01,3.050e+01,1.166e+00,8.244e-01
1706203800,2.811e+01,2.600e+01,7.598e-01,7.028e-01
1706204400,1.670e+01,1.250e+01,4.514e-01,3.379e-01
1706205000,1.693e+01,1.850e+01,4.575e-01,5.001e-01
1706205600,2.867e+01,1.650e+01,7.749e-01,4.460e-01
1706206200,2.160e+01,2.450e+01,5.837e-01,6.623e-01
1706206800,1.712e+01,4.001e+00,4.626e-01,1.081e-01
1706207400,1.283e+01,1.650e+01,3.467e-01,4.460e-01
1706208000,3.363e+01,2.100e+01,9.089e-01,5.676e-01
1706208600,6.370e+00,1.650e+01,1.721e-01,4.460e-01
1706209200,2.437e+01,3.300e+01,6.586e-01,8.920e-01
1706209800,2.656e+01,3.300e+01,7.178e-01,8.920e-01
1706210400,2.443e+01,1.750e+01,6.603e-01,4.730e-01
1706211000,1.727e+01,1.600e+01,4.667e-01,4.325e-01
1706211600,1.292e+01,1.000e+00,3.493e-01,2.705e-02
1706212200,1.507e+01,2.800e+01,4.073e-01,7.569e-01
1706212800,9.194e+00,3.000e+00,2.485e-01,8.109e-02
1706213400,2.680e+01,3.651e+01,7.244e-01,9.866e-01
1706214000,1.957e+01,1.000e+00,5.290e-01,2.705e-02
1706214600,1.282e+01,2.850e+01,3.466e-01,7.704e-01
1706215200,3.171e+01,2.496e+01,8.570e-01,6.746e-01
1706215800,1.511e+01,1.000e+00,4.083e-01,2.705e-02
1706216400,1.495e+01,2.500e+01,4.041e-01,6.758e-01
1706217000,1.517e+01,6.501e+00,4.099e-01,1.757e-01
1706217600,4.236e+00,1.200e+01,1.145e-01,3.244e-01
1706218200,1.295e+01,1.000e+01,3.499e-01,2.703e-01
1706218800,1.295e+01,1.100e+01,3.499e-01,2.973e-01
1706219400,6.436e+00,5.501e+00,1.739e-01,1.487e-01
1706220000,4.170e+00,1.850e+01,1.127e-01,5.001e-01
1706220600,1.764e+01,1.000e+00,4.768e-01,2.705e-02
1706221200,4.236e+00,3.000e+00,1.145e-01,8.109e-02
1706221800,1.300e+01,1.500e+01,3.514e-01,4.055e-01
1706222400,1.997e+01,1.100e+01,5.397e-01,2.973e-01
1706223000,4.104e+00,8.001e+00,1.109e-01,2.162e-01
1706223600,1.064e+01,8.001e+00,2.875e-01,2.162e-01
1706224200,1.293e+01,1.000e+00,3.494e-01,2.705e-02
1706224800,3.230e+01,5.001e+00,8.729e-01,1.352e-01
1706225400,9.310e+00,1.300e+01,2.516e-01,3.514e-01
1706226000,1.749e+01,6.001e+00,4.726e-01,1.622e-01
1706226600,2.198e+01,1.350e+01,5.940e-01,3.649e-01
1706227200,1.741e+01,1.000e+00,4.704e-01,2.705e-02
1706227800,8.570e+00,1.000e+01,2.316e-01,2.703e-01
1706228400,1.986e+01,1.250e+01,5.366e-01,3.379e-01
1706229000,4.170e+00,1.000e+00,1.127e-01,2.705e-02
1706229600,1.297e+01,1.650e+01,3.506e-01,4.460e-01
1706230200,4.236e+00,9.001e+00,1.145e-01,2.433e-01
1706230800,1.286e+01,1.000e+00,3.475e-01,2.705e-02
1706231400,1.000e+00,2.796e+01,2.705e-02,7.556e-01
1706232000,1.983e+01,5.501e+00,5.361e-01,1.487e-01
1706232600,2.224e+01,9.501e+00,6.011e-01,2.568e-01
1706233200,1.526e+01,1.150e+01,4.124e-01,3.109e-01
1706233800,2.216e+01,1.850e+01,5.988e-01,5.001e-01
1706234400,2.200e+01,1.000e+00,5.946e-01,2.705e-02
1706235000,2.209e+01,1.600e+01,5.969e-01,4.325e-01
1706235600,2.441e+01,1.000e+00,6.597e-01,2.705e-02
1706236200,1.080e+01,1.850e+01,2.919e-01,5.001e-01
1706236800,1.968e+01,1.700e+01,5.320e-01,4.595e-01
1706237400,1.722e+01,7.501e+00,4.655e-01,2.027e-01
1706238000,1.716e+01,1.250e+01,4.638e-01,3.379e-01
1706238600,1.959e+01,1.100e+01,5.294e-01,2.973e-01
1706239200,2.896e+01,1.150e+01,7.826e-01,3.109e-01
1706239800,2.170e+01,4.501e+00,5.866e-01,1.216e-01
1706240400,1.067e+01,2.300e+01,2.884e-01,6.217e-01
1706241000,1.271e+01,6.001e+00,3.435e-01,1.622e-01
1706241600,1.738e+01,1.500e+01,4.698e-01,4.055e-01
1706242200,1.291e+01,3.000e+00,3.490e-01,8.109e-02
1706242800,1.299e+01,2.600e+01,3.511e-01,7.028e-01
1706243400,2.674e+01,9.001e+00,7.227e-01,2.433e-01
1706244000,1.510e+01,4.001e+00,4.081e-01,1.081e-01
1706244600,2.679e+01,2.800e+01,7.240e-01,7.569e-01
1706245200,2.410e+01,8.501e+00,6.513e-01,2.298e-01
1706245800,2.192e+01,1.850e+01,5.925e-01,5.001e-01
1706246400,1.512e+01,1.850e+01,4.087e-01,5.001e-01
1706247000,1.078e+01,1.548e+01,2.915e-01,4.183e-01
1706247600,1.486e+01,1.850e+01,4.016e-01,5.001e-01
1706248200,3.137e+01,1.150e+01,8.479e-01,3.109e-01
1706248800,2.177e+01,2.350e+01,5.885e-01,6.352e-01
1706249400,2.406e+01,2.300e+01,6.502e-01,6.217e-01
1706250000,1.713e+01,1.000e+00,4.629e-01,2.705e-02
1706250600,1.956e+01,1.000e+01,5.286e-01,2.703e-01
1706251200,1.493e+01,2.100e+01,4.036e-01,5.677e-01
1706251800,2.904e+01,1.600e+01,7.850e-01,4.325e-01
1706252400,4.154e+01,7.501e+00,1.123e+00,2.027e-01
1706253000,1.934e+01,2.500e+01,5.228e-01,6.758e-01
1706253600,2.718e+01,5.001e+00,7.345e-01,1.352e-01
1706254200,4.374e+01,1.500e+01,1.182e+00,4.055e-01
1706254800,3.079e+01,2.550e+01,8.321e-01,6.893e-01
1706255400,2.339e+01,3.701e+01,6.322e-01,1.000e+00
1706256000,3.321e+01,1.300e+01,8.974e-01,3.514e-01
1706256600,2.582e+01,1.250e+01,6.977e-01,3.379e-01
1706257200,1.911e+01,1.800e+01,5.166e-01,4.866e-01
1706257800,3.595e+01,2.850e+01,9.717e-01,7.704e-01
1706258400,4.599e+01,1.000e+00,1.243e+00,2.705e-02
1706259000,3.034e+01,2.350e+01,8.200e-01,6.352e-01
1706259600,2.120e+01,1.600e+01,5.728e-01,4.325e-01
1706260200,2.130e+01,1.850e+01,5.757e-01,5.001e-01
1706260800,3.301e+01,1.950e+01,8.923e-01,5.271e-01
1706261400,3.316e+01,1.300e+01,8.961e-01,3.514e-01
1706262000,2.350e+01,1.650e+01,6.353e-01,4.460e-01
1706262600,3.058e+01,2.800e+01,8.265e-01,7.569e-01
1706263200,3.302e+01,1.000e+00,8.925e-01,2.705e-02
1706263800,1.685e+01,3.751e+01,4.555e-01,1.014e+00
1706264400,3.300e+01,2.300e+01,8.920e-01,6.217e-01
1706265000,1.264e+01,7.001e+00,3.417e-01,1.892e-01
1706265600,1.072e+01,7.001e+00,2.896e-01,1.892e-01
1706266200,2.880e+01,2.900e+01,7.785e-01,7.839e-01
1706266800,4.111e+01,1.000e+00,1.111e+00,2.705e-02
1706267400,8.504e+00,3.150e+01,2.298e-01,8.515e-01
1706268000,1.722e+01,1.050e+01,4.653e-01,2.838e-01
1706268600,1.730e+01,2.700e+01,4.675e-01,7.298e-01
1706269200,2.167e+01,1.000e+00,5.856e-01,2.705e-02
1706269800,1.273e+01,9.001e+00,3.441e-01,2.433e-01
1706270400,1.501e+01,4.001e+00,4.057e-01,1.081e-01
1706271000,2.661e+01,3.501e+00,7.192e-01,9.461e-02
1706271600,1.946e+01,1.650e+01,5.258e-01,4.460e-01
1706272200,1.962e+01,1.000e+00,5.302e-01,2.705e-02
1706272800,1.080e+01,1.100e+01,2.918e-01,2.973e-01
1706273400,8.570e+00,1.000e+00,2.316e-01,2.705e-02
1706274000,1.286e+01,1.300e+01,3.477e-01,3.514e-01
1706274600,1.959e+01,1.000e+00,5.294e-01,2.705e-02
1706275200,3.839e+00,1.000e+01,1.038e-01,2.703e-01
1706275800,2.960e+01,1.000e+00,7.999e-01,2.705e-02
1706276400,2.420e+01,1.300e+01,6.541e-01,3.514e-01
1706277000,1.061e+01,1.200e+01,2.868e-01,3.244e-01
1706277600,3.036e+01,1.000e+00,8.206e-01,2.705e-02
1706278200,4.457e+01,1.500e+01,1.205e+00,4.055e-01
1706278800,1.927e+01,7.987e+00,5.209e-01,2.159e-01
1706279400,1.946e+01,6.001e+00,5.260e-01,1.622e-01
1706280000,2.619e+01,1.750e+01,7.079e-01,4.730e-01
1706280600,1.060e+01,1.250e+01,2.864e-01,3.379e-01
1706281200,2.187e+01,1.000e+00,5.911e-01,2.705e-02
1706281800,8.570e+00,1.550e+01,2.316e-01,4.190e-01
1706282400,2.427e+01,1.200e+01,6.558e-01,3.244e-01
1706283000,1.295e+01,9.501e+00,3.499e-01,2.568e-01
1706283600,1.964e+01,3.501e+00,5.307e-01,9.461e-02
1706284200,6.436e+00,3.000e+00,1.739e-01,8.109e-02
1706284800,1.294e+01,1.150e+01,3.496e-01,3.109e-01
1706285400,1.069e+01,1.650e+01,2.888e-01,4.460e-01
1706286000,1.288e+01,1.000e+01,3.482e-01,2.703e-01
1706286600,6.436e+00,1.000e+00,1.739e-01,2.705e-02
1706287200,3.183e+01,3.000e+00,8.603e-01,8.109e-02
1706287800,2.445e+01,1.100e+01,6.608e-01,2.973e-01
1706288400,2.182e+01,1.000e+00,5.896e-01,2.705e-02
1706289000,1.490e+01,1.750e+01,4.026e-01,4.730e-01
1706289600,1.068e+01,1.100e+01,2.886e-01,2.973e-01
1706290200,2.687e+01,1.100e+01,7.261e-01,2.973e-01
1706290800,1.283e+01,5.001e+00,3.467e-01,1.352e-01
1706291400,1.954e+01,1.150e+01,5.281e-01,3.109e-01
1706292000,1.958e+01,8.501e+00,5.291e-01,2.298e-01
1706292600,1.511e+01,1.850e+01,4.083e-01,5.001e-01
1706293200,1.173e+01,5.501e+00,3.171e-01,1.487e-01
1706293800,1.741e+01,1.000e+00,4.705e-01,2.705e-02
1706294400,2.203e+01,2.000e+00,5.953e-01,2.705e-02
1706295000,1.719e+01,1.398e+01,4.646e-01,3.778e-01
1706295600,1.945e+01,9.001e+00,5.256e-01,2.433e-01
1706296200,1.074e+01,1.000e+01,2.903e-01,2.703e-01
1706296800,8.636e+00,3.000e+00,2.334e-01,8.109e-02
1706297400,1.062e+01,8.001e+00,2.871e-01,2.162e-01
1706298000,1.454e+01,8.501e+00,3.929e-01,2.298e-01
1706298600,1.082e+01,7.501e+00,2.925e-01,2.027e-01
1706299200,1.276e+01,9.001e+00,3.449e-01,2.433e-01
1706299800,3.470e+01,8.501e+00,9.379e-01,2.298e-01
1706300400,1.074e+01,8.501e+00,2.903e-01,2.298e-01
1706301000,1.274e+01,1.000e+00,3.443e-01,2.705e-02
1706301600,1.082e+01,1.050e+01,2.924e-01,2.838e-01
1706302200,3.191e+01,7.001e+00,8.625e-01,1.892e-01
1706302800,1.490e+01,1.000e+00,4.027e-01,2.705e-02
1706303400,2.926e+01,1.350e+01,7.909e-01,3.649e-01
1706304000,3.971e+00,2.000e+00,1.073e-01,2.705e-02
1706304600,1.516e+01,8.001e+00,4.098e-01,2.162e-01
1706305200,1.741e+01,1.000e+00,4.706e-01,2.705e-02
1706305800,1.494e+01,1.850e+01,4.038e-01,5.001e-01
1706306400,1.748e+01,5.501e+00,4.725e-01,1.487e-01
1706307000,1.299e+01,8.501e+00,3.511e-01,2.298e-01
1706307600,6.436e+00,6.501e+00,1.739e-01,1.757e-01
1706308200,2.190e+01,1.400e+01,5.918e-01,3.784e-01
1706308800,2.695e+01,1.000e+00,7.285e-01,2.705e-02
1706309400,1.950e+01,8.501e+00,5.269e-01,2.298e-01
1706310000,1.504e+01,3.501e+00,4.066e-01,9.461e-02
1706310600,1.728e+01,1.997e+01,4.670e-01,5.397e-01
1706311200,8.636e+00,6.501e+00,2.334e-01,1.757e-01
1706311800,1.288e+01,1.000e+00,3.480e-01,2.705e-02
1706312400,2.911e+01,1.500e+01,7.868e-01,4.055e-01
1706313000,2.202e+01,7.501e+00,5.951e-01,2.027e-01
1706313600,2.473e+01,8.001e+00,6.685e-01,2.162e-01
1706314200,2.166e+01,5.501e+00,5.855e-01,1.487e-01
1706314800,2.903e+01,1.000e+01,7.846e-01,2.703e-01
1706315400,1.716e+01,1.200e+01,4.639e-01,3.244e-01
1706316000,3.381e+01,1.000e+01,9.139e-01,2.703e-01
1706316600,3.097e+01,1.300e+01,8.370e-01,3.514e-01
1706317200,3.591e+01,1.000e+00,9.706e-01,2.705e-02
1706317800,2.381e+01,1.600e+01,6.435e-01,4.325e-01
1706318400,2.367e+01,2.500e+00,6.397e-01,6.758e-02
1706319000,3.089e+01,1.100e+01,8.349e-01,2.973e-01
1706319600,2.146e+01,9.501e+00,5.801e-01,2.568e-01
1706320200,3.335e+01,2.100e+01,9.015e-01,5.676e-01
1706320800,8.504e+00,1.000e+00,2.298e-01,2.705e-02
1706321400,3.377e+01,1.200e+01,9.127e-01,3.244e-01
1706322000,1.939e+01,5.501e+00,5.241e-01,1.487e-01
1706322600,3.348e+01,8.001e+00,9.049e-01,2.162e-01
1706323200,2.155e+01,1.600e+01,5.825e-01,4.325e-01
1706323800,8.504e+00,6.501e+00,2.298e-01,1.757e-01
1706324400,3.390e+01,1.400e+01,9.163e-01,3.784e-01
1706325000,3.607e+01,1.000e+00,9.750e-01,2.705e-02
1706325600,1.715e+01,1.250e+01,4.634e-01,3.379e-01
1706326200,2.633e+01,1.950e+01,7.115e-01,5.271e-01
1706326800,2.615e+01,1.000e+00,7.067e-01,2.705e-02
1706327400,1.059e+01,1.050e+01,2.862e-01,2.838e-01
1706328000,2.649e+01,1.300e+01,7.159e-01,3.514e-01
1706328600,2.163e+01,5.501e+00,5.845e-01,1.487e-01
1706329200,2.441e+01,1.500e+01,6.599e-01,4.055e-01
1706329800,1.915e+01,1.000e+01,5.177e-01,2.703e-01
1706330400,1.495e+01,1.200e+01,4.040e-01,3.244e-01
1706331000,1.959e+01,1.650e+01,5.296e-01,4.460e-01
1706331600,1.726e+01,1.250e+01,4.666e-01,3.379e-01
1706332200,1.281e+01,1.000e+00,3.463e-01,2.705e-02
1706332800,2.670e+01,1.000e+01,7.216e-01,2.703e-01
1706333400,2.186e+01,6.001e+00,5.907e-01,1.622e-01
1706334000,2.883e+01,1.050e+01,7.792e-01,2.838e-01
1706334600,2.629e+01,1.900e+01,7.106e-01,5.136e-01
1706335200,2.872e+01,4.501e+00,7.763e-01,1.216e-01
1706335800,3.824e+01,1.650e+01,1.034e+00,4.460e-01
1706336400,2.859e+01,1.300e+01,7.727e-01,3.514e-01
1706337000,1.485e+01,3.501e+00,4.014e-01,9.461e-02
1706337600,3.117e+01,1.800e+01,8.424e-01,4.866e-01
1706338200,2.379e+01,6.501e+00,6.430e-01,1.757e-01
1706338800,2.610e+01,3.501e+00,7.054e-01,9.461e-02
1706339400,1.501e+01,1.150e+01,4.056e-01,3.109e-01
1706340000,4.103e+00,8.501e+00,1.109e-01,2.298e-01
1706340600,1.953e+01,1.550e+01,5.279e-01,4.190e-01
1706341200,3.135e+01,1.000e+00,8.474e-01,2.705e-02
1706341800,2.413e+01,1.400e+01,6.522e-01,3.784e-01
1706342400,2.878e+01,1.198e+01,7.779e-01,3.238e-01
1706343000,1.913e+01,7.001e+00,5.171e-01,1.892e-01
1706343600,1.285e+01,2.150e+01,3.472e-01,5.812e-01
1706344200,1.499e+01,6.001e+00,4.051e-01,1.622e-01
1706344800,2.154e+01,1.100e+01,5.821e-01,2.973e-01
1706345400,1.721e+01,1.200e+01,4.653e-01,3.244e-01
1706346000,2.168e+01,1.800e+01,5.859e-01,4.866e-01
1706346600,2.894e+01,1.000e+00,7.823e-01,2.705e-02
1706347200,1.941e+01,1.000e+01,5.245e-01,2.703e-01
1706347800,2.422e+01,9.501e+00,6.545e-01,2.568e-01
1706348400,1.934e+01,6.501e+00,5.228e-01,1.757e-01
1706349000,2.652e+01,3.000e+00,7.167e-01,8.109e-02
1706349600,2.167e+01,2.150e+01,5.857e-01,5.812e-01
1706350200,1.279e+01,4.501e+00,3.456e-01,1.216e-01
1706350800,3.128e+01,4.501e+00,8.454e-01,1.216e-01
1706351400,3.867e+01,1.400e+01,1.045e+00,3.784e-01
1706352000,1.468e+01,4.001e+00,3.966e-01,1.081e-01
1706352600,2.173e+01,1.000e+00,5.874e-01,2.705e-02
1706353200,3.883e+01,9.001e+00,1.049e+00,2.433e-01
1706353800,1.696e+01,9.501e+00,4.584e-01,2.568e-01
1706354400,4.905e+01,9.001e+00,1.326e+00,2.433e-01
1706355000,5.390e+01,1.050e+01,1.457e+00,2.838e-01
1706355600,3.258e+01,2.100e+01,8.805e-01,5.676e-01
1706356200,3.029e+01,2.000e+00,8.187e-01,2.705e-02
1706356800,3.281e+01,7.001e+00,8.867e-01,1.892e-01
1706357400,2.350e+01,1.350e+01,6.351e-01,3.649e-01
1706358000,3.062e+01,1.050e+01,8.276e-01,2.838e-01
1706358600,3.264e+01,1.000e+00,8.822e-01,2.705e-02
1706359200,3.280e+01,3.501e+00,8.865e-01,9.461e-02
1706359800,1.699e+01,1.900e+01,4.593e-01,5.136e-01
1706360400,3.801e+01,1.300e+01,1.027e+00,3.514e-01
1706361000,4.272e+01,2.150e+01,1.154e+00,5.812e-01
1706361600,2.297e+01,4.501e+00,6.209e-01,1.216e-01
1706362200,2.816e+01,1.450e+01,7.611e-01,3.919e-01
1706362800,3.289e+01,1.050e+01,8.888e-01,2.838e-01
1706363400,5.912e+01,3.000e+00,1.598e+00,8.109e-02
1706364000,2.324e+01,1.150e+01,6.280e-01,3.109e-01
1706364600,2.117e+01,2.200e+01,5.722e-01,5.947e-01
1706365200,1.069e+01,1.350e+01,2.890e-01,3.649e-01
1706365800,3.074e+01,1.450e+01,8.308e-01,3.919e-01
1706366400,4.030e+01,1.000e+01,1.089e+00,2.703e-01
1706367000,1.063e+01,2.200e+01,2.873e-01,5.947e-01
1706367600,4.096e+01,1.700e+01,1.107e+00,4.595e-01
1706368200,3.060e+01,1.050e+01,8.271e-01,2.838e-01
1706368800,2.147e+01,9.501e+00,5.802e-01,2.568e-01
1706369400,1.906e+01,1.550e+01,5.150e-01,4.190e-01
1706370000,1.925e+01,1.100e+01,5.203e-01,2.973e-01
1706370600,1.489e+01,1.300e+01,4.026e-01,3.514e-01
1706371200,1.707e+01,1.700e+01,4.614e-01,4.595e-01
1706371800,1.955e+01,1.000e+00,5.283e-01,2.705e-02
1706372400,2.178e+01,2.150e+01,5.887e-01,5.812e-01
1706373000,2.882e+01,1.000e+01,7.788e-01,2.703e-01
1706373600,2.615e+01,1.000e+01,7.069e-01,2.703e-01
1706374200,2.681e+01,1.298e+01,7.246e-01,3.508e-01
1706374800,1.871e+01,7.501e+00,5.056e-01,2.027e-01
1706375400,1.713e+01,5.501e+00,4.630e-01,1.487e-01
1706376000,1.913e+01,8.501e+00,5.171e-01,2.298e-01
1706376600,1.273e+01,1.850e+01,3.441e-01,5.001e-01
1706377200,3.880e+01,2.000e+00,1.049e+00,2.705e-02
1706377800,2.405e+01,1.100e+01,6.499e-01,2.973e-01
1706378400,1.384e+01,1.000e+00,3.741e-01,2.705e-02
1706379000,2.652e+01,2.350e+01,7.168e-01,6.352e-01
1706379600,3.337e+01,1.000e+00,9.019e-01,2.705e-02
1706380200,1.943e+01,1.050e+01,5.250e-01,2.838e-01
1706380800,2.871e+01,1.350e+01,7.758e-01,3.649e-01
1706381400,2.170e+01,3.000e+00,5.865e-01,8.109e-02
1706382000,1.717e+01,1.000e+00,4.641e-01,2.705e-02
1706382600,1.728e+01,8.501e+00,4.671e-01,2.298e-01
1706383200,2.719e+01,8.501e+00,7.348e-01,2.298e-01
1706383800,1.072e+01,1.350e+01,2.898e-01,3.649e-01
1706384400,1.494e+01,6.001e+00,4.037e-01,1.622e-01
1706385000,1.502e+01,7.001e+00,4.058e-01,1.892e-01
1706385600,2.670e+01,7.501e+00,7.217e-01,2.027e-01
1706386200,2.663e+01,3.501e+00,7.199e-01,9.461e-02
1706386800,2.171e+01,1.250e+01,5.869e-01,3.379e-01
1706387400,1.731e+01,2.000e+00,4.679e-01,2.705e-02
1706388000,1.512e+01,8.001e+00,4.087e-01,2.162e-01
1706388600,1.080e+01,1.000e+00,2.919e-01,2.705e-02
1706389200,1.068e+01,1.500e+01,2.886e-01,4.055e-01
1706389800,8.504e+00,1.000e+00,2.298e-01,2.705e-02
1706390400,8.556e+00,8.487e+00,2.312e-01,2.294e-01
1706391000,1.742e+01,1.350e+01,4.708e-01,3.649e-01
1706391600,2.035e+00,1.000e+00,5.501e-02,2.705e-02
1706392200,4.235e+00,1.250e+01,1.145e-01,3.379e-01
1706392800,3.748e+01,2.000e+00,1.013e+00,2.705e-02
1706393400,9.289e+00,1.000e+00,2.510e-01,2.705e-02
