ch4,co2,co,h2s,so2,nox,ethane,ethene,propane,propene,1_3-butadiene,i-butane,n-butane,acetylene,cyclopentane,i-pentane,n-pentane,n-hexane,isoprene,n-heptane,benzene,n-octane,toluene,ethyl-benzene,m&p-xylene,o-xylene,time_utc
1.8,0.04495370586586985,40,0.8,0.8,0.1,0.052,0.023162483294538964,0.017201059498939252,0.018209480735912126,0.028,0.014119791164650945,0.013247032278832479,0.086,0.013222497565788771,0.010179391154727196,0.010144192641637895,0.009119771725013584,0.011173391388694477,0.00816726612240627,0.010426523038103276,0.008285557003470195,0.0091503631220573,0.008892779911036822,0.008526459634561157,0.008601136118625565,2023-06-19 16:05:00
1.8,0.05297589096770226,40,0.8,0.8,0.1,0.0293363068652837,0.023923983419894535,0.02644542508850572,0.018412906211377967,0.028,0.02113738912500826,0.025443450840432348,0.044055011716372626,0.02065131153465697,0.017889287564866335,0.01677074957172552,0.014278312356339527,0.022,0.01495920113945285,0.0310524373162385,0.02069653335565037,0.02944444885665031,0.02535144381047089,0.028494577590242185,0.030375252715335834,2023-06-22 10:05:00
1.8,0.04890377750904395,40,0.8,0.8,0.1,0.052,0.046,0.034,0.036,0.028,0.028,0.026,0.086,0.026,0.02,0.02,0.018,0.022,0.008063214022926101,0.009160931363205543,0.008245293240955446,0.008656386874606372,0.00924752875630139,0.00911113841564567,0.009498032179400233,2023-06-22 08:05:00
1.8,0.04609380490258052,40,0.8,0.8,0.1,0.02621132551452289,0.02344056289292715,0.017383564784204428,0.018177865755061584,0.028,0.014249539703509229,0.013548204703453581,0.04336877461930587,0.01339777569213842,0.010439405730068928,0.010416009086455633,0.009367514704324583,0.011285188672318178,0.008459659576918584,0.010989733267418166,0.008772278328648154,0.009853976501865798,0.008712994560384843,0.009317798771557823,0.009325938049317764,2023-06-22 16:05:00
1.8,0.05404060950569442,40,0.8,0.8,0.050264206381321126,0.02662905760830065,0.023919978048428166,0.018212098073416873,0.018686642657655555,0.028,0.014593311406977009,0.014409748855283892,0.04340020180570989,0.01460973800054075,0.011060024701736473,0.01089456070401842,0.009894439982435423,0.01122593499400977,0.009646136330228712,0.017101622768588197,0.012408767538806247,0.018089138098178643,0.019612975319670312,0.01731624635198439,0.02037282662017256,2023-06-22 13:05:00
1.8,0.04438891398243674,40,0.8,0.8,0.1,0.052,0.046,0.034,0.036,0.028,0.028,0.026,0.086,0.026,0.02,0.02,0.018,0.022,0.016,0.018,0.016,0.016,0.016,0.016,0.016,2023-06-22 20:05:00
1.8,0.049254251381621844,40,0.8,0.8,0.1,0.02697750608691999,0.025793978161220373,0.01890625890800874,0.019259016507908868,0.028,0.01523967372545432,0.015482483842315075,0.04417659941612187,0.014847167167388296,0.012051601263802664,0.011903283594926165,0.010882975119507898,0.022,0.010834436961378596,0.017163713477666383,0.013732247139855092,0.017000486254012168,0.013430184858189958,0.01717423176971593,0.01790023663329747,2023-06-22 15:05:00
1.8,0.04445395680518735,40,0.8,0.8,0.1,0.02613643058605276,0.046,0.0177360095039236,0.036,0.028,0.014689999006755577,0.014587001664600627,0.086,0.013814997225602763,0.011470507869620668,0.011382186500502895,0.01043169533288455,0.022,0.009958873285337443,0.009411351694637329,0.010968597037287411,0.009166459116887281,0.016,0.009626438419948743,0.008641739010457705,2023-06-22 21:05:00
1.8,0.05596224531548517,40,0.8,0.8,0.1,0.02883175180474799,0.024667488157460362,0.021947416185049577,0.018638793618756744,0.028,0.0169059325920458,0.019163166575397284,0.044070508840781036,0.017876407381297206,0.014585368876423888,0.01405531411245913,0.01268991768083217,0.022,0.013431461887304196,0.023668845013784166,0.0174846636604615,0.02371979040787197,0.01921980943087981,0.022113394533362144,0.02413153603222909,2023-06-22 11:05:00
1.8,0.04949797150545155,40,0.8,0.8,0.1,0.027169595181621254,0.02319494949985767,0.020013388851997844,0.018100264553801013,0.028,0.015992361910446208,0.01681946908556804,0.043278087326392184,0.015060128046918165,0.012603471061924627,0.012218537383433287,0.0109557759190339,0.022,0.011128940924617291,0.015537519641480289,0.013496456355950984,0.015297298393205143,0.01233208624137091,0.015635433834897253,0.01674105659086507,2023-06-22 09:05:00
1.8,0.044825656436805125,40,0.8,0.8,0.1,0.052,0.046,0.034,0.036,0.028,0.028,0.026,0.086,0.026,0.02,0.02,0.018,0.022,0.016,0.009250224950082545,0.00805934631317194,0.0081757985586311515,0.008072403523935826,0.008040053774450204,0.016,2023-06-22 18:05:00
1.8,0.052994547620879205,40,0.8,0.8,0.05031648506681614,0.027196520810897254,0.02558633789682518,0.019352582104632268,0.01939759497179825,0.028,0.01523036429849476,0.015676491655806046,0.043831102514612544,0.015282283120289659,0.012010390068880938,0.011734409823154629,0.010685880755377703,0.01135104734221508,0.010852162625238637,0.019071501177602444,0.014306511085762983,0.020535612251840463,0.02170100877967506,0.020479387251436994,0.02682005559321342,2023-06-22 14:05:00
1.8,0.06290297425864011,40,0.8,0.8,0.1,0.02682553570141976,0.024550925117332242,0.018831362384927636,0.01917027050005072,0.028,0.014987263638780255,0.015126832853576695,0.04376149572041193,0.014926837720932572,0.011585735516586504,0.01129655972736563,0.01025952030103551,0.011678129152386,0.010210592790917758,0.01720811626187555,0.01375594347609921,0.019113914878597198,0.020602604078882838,0.019392902791929782,0.022596445762982677,2023-06-22 12:05:00
1.8,0.04436293623649532,40,0.8,0.8,0.1,0.052,0.046,0.034,0.036,0.028,0.028,0.026,0.086,0.026,0.02,0.02,0.018,0.022,0.016,0.018,0.016,0.016,0.016,0.016,0.016,2023-06-22 19:05:00
1.8,0.045095654163115013,40,0.8,0.8,0.1,0.052,0.046,0.034,0.036,0.028,0.028,0.013080270310880574,0.086,0.013065643160990138,0.010066152633449928,0.010064079154367165,0.009054988302862011,0.022,0.008072118004199652,0.009497467614817873,0.00814498165217451,0.008432926332040132,0.008207502001699236,0.00814667919188686,0.00810609304782388,2023-06-22 17:05:00
1.8,0.04552411229068598,40,0.8,0.8,0.1,0.026315664196491326,0.023144082984004305,0.01741738320045613,0.036,0.028,0.01425643371269938,0.013487460607471184,0.086,0.013612004570653766,0.010485847493945702,0.010397606691705823,0.009409282355503807,0.011502114462215178,0.00856027036828439,0.01293318840292261,0.009179958798812796,0.012036899795843978,0.011301510441177975,0.010707995523359281,0.011279867587009147,2023-06-25 15:05:00
1.8,0.05761629971401715,40,0.8,0.8,0.05134120201524188,0.032697923892033985,0.026653006633552134,0.027464331857338327,0.01949355987671765,0.014108951059522463,0.02188219277147141,0.02712691963563685,0.04549539684083203,0.02349347053166132,0.020520178052436562,0.019986270351600565,0.018612327954209845,0.01122593499400977,0.020847056871407987,0.02858800396581015,0.030360446243003828,0.0354026691117729,0.034070138592366364,0.04420539270917964,0.05343450202814993,2023-06-25 13:05:00
1.8,0.05179812040243272,40,0.8,0.8,0.1,0.03369697931709834,0.024293972243449414,0.028673338345831554,0.018570104012775257,0.028,0.022069327849716852,0.02740529217979536,0.04428749342609266,0.023049645717563585,0.02064164902002233,0.020130324402085755,0.0179873432064216,0.022,0.018340399277676896,0.02517073810762579,0.02308297571884025,0.02706623822095841,0.023821473198413864,0.03099568827790727,0.040877613335172994,2023-06-25 12:05:00
1.8,0.054182978776771654,40,0.8,0.8,0.05043546445692867,0.030173546232600906,0.026993997474182945,0.02178121782306622,0.019252580232221855,0.028,0.01664225036889839,0.018035705619904134,0.04727306041592768,0.01726661722428964,0.014051722017605423,0.014066181295058676,0.014054920397144772,0.022,0.01676327947005147,0.02253603181124219,0.027713375479496597,0.03351588994083674,0.0466458333399113,0.05055680997748007,0.07288049276531859,2023-06-25 09:05:00
1.8,0.05206619119605363,40,0.8,0.8,0.1,0.028168711202176986,0.025780802691186364,0.020438304393609805,0.01955674048721998,0.014098857321704402,0.016041502892508334,0.016955012214035274,0.04458550444697987,0.015456705100160483,0.01286149962512061,0.012437724832336867,0.01107062198933645,0.011423396766106906,0.011206808780705903,0.01772626034409698,0.013994037720659056,0.01993831406784712,0.020205657860558217,0.022083507655557118,0.027861685735474557,2023-06-25 14:05:00
1.8,0.04489334136345727,40,0.8,0.8,0.1,0.052,0.046,0.034,0.036,0.028,0.028,0.026,0.04341150067195176,0.026,0.02,0.02,0.018,0.022,0.0080429857954632325,0.009735081544720279,0.008111534889361168,0.008669070751856103,0.008670821417705902,0.008362858466757927,0.008683518657842998,2023-06-25 16:05:00
1.8,0.05998023865094209,40,0.8,0.8,0.05042931965128103,0.033280724150910164,0.025900320538508666,0.029754600700579417,0.01909051240853074,0.028,0.024146436173296152,0.03048303487741923,0.04503402219810102,0.024992371291359086,0.02189255400495776,0.0207979020987,0.018621706797784437,0.022,0.021126230838914222,0.03894637096696237,0.03189528943949164,0.04091969466499919,0.03986172679610053,0.04878481079463245,0.06076854122599859,2023-06-25 10:05:00
1.8,0.04630063332743941,40,0.8,0.8,0.1,0.026413305377288292,0.046,0.01794347443948408,0.036,0.028,0.014806560812681164,0.014905011770887294,0.086,0.015270573180138846,0.01204901633479031,0.012174288766494377,0.011883589601198672,0.022,0.012514725468791586,0.01246271996534901,0.015623402005934846,0.015137911053640285,0.011610315502337747,0.016778344599364378,0.016169934640522878,2023-06-25 08:05:00
1.8,0.04460497006549579,40,0.8,0.8,0.1,0.052,0.046,0.034,0.036,0.028,0.028,0.026,0.086,0.026,0.02,0.02,0.018,0.022,0.016,0.009046629456568972,0.016,0.016,0.016,0.016,0.016,2023-06-25 17:05:00
1.8,0.04444907659721661,40,0.8,0.8,0.1,0.052,0.046,0.034,0.036,0.028,0.028,0.026,0.086,0.026,0.02,0.02,0.018,0.022,0.016,0.018,0.016,0.016,0.016,0.016,0.016,2023-06-25 21:05:00
1.8,0.04457918377808454,40,0.8,0.8,0.1,0.052,0.046,0.034,0.036,0.028,0.028,0.026,0.086,0.026,0.02,0.02,0.018,0.022,0.016,0.009162882425514895,0.016,0.008114052191649518,0.008162004776390171,0.008040053774450204,0.016,2023-06-25 18:05:00
1.8,0.04448344667014034,40,0.8,0.8,0.1,0.052,0.046,0.034,0.036,0.028,0.028,0.026,0.086,0.026,0.02,0.02,0.018,0.022,0.016,0.018,0.016,0.016,0.016,0.016,0.016,2023-06-25 20:05:00
1.8,0.04445395680518735,40,0.8,0.8,0.1,0.052,0.046,0.034,0.036,0.028,0.028,0.026,0.086,0.026,0.02,0.02,0.018,0.022,0.008408740694908512,0.00914759489615858,0.010635808828435515,0.008673322600897534,0.0083445971431662,0.010153204031621824,0.009739825333693834,2023-06-25 19:05:00
1.8,0.04982020967269071,40,0.8,0.8,0.05042358912420668,0.026596933263847985,0.025191810364329718,0.018123546315994887,0.01913929057681351,0.014080127840328725,0.014651698994258468,0.01454666008969865,0.043737509244292185,0.01437979153956533,0.011105961168187406,0.011115296622884362,0.010241571280768427,0.022,0.010145658604169496,0.012383677964885468,0.012859796007602946,0.013636882011615007,0.013604087910782225,0.01635721597023138,0.01888099485004945,2023-06-27 11:05:00
1.8,0.04613835912238265,40,0.8,0.8,0.1,0.026217649212054373,0.02324592951824148,0.017461212155562355,0.018135228449493387,0.028,0.01423786422259979,0.013662371051217915,0.043607361368484795,0.013741150078914514,0.010480841849574934,0.010478968090109711,0.009483423352603784,0.022,0.008896875378263867,0.010609880686204654,0.01082024443650633,0.011007594316774538,0.01334369158086263,0.01380737733347948,0.018487232831816063,2023-06-27 08:05:00
1.8,0.04840684111151468,40,0.8,0.8,0.05041345464838021,0.02676333412896985,0.02525159256288986,0.018585983368129284,0.019001696441004266,0.028,0.014960945180740455,0.01534735081034822,0.04384029950123841,0.014875979708867915,0.01173582186079915,0.01170418301351408,0.010651935078854924,0.022,0.010309233797854374,0.013614779059706525,0.012286679240069653,0.013619036400428419,0.012250189892180631,0.015088062676222529,0.016550004502374805,2023-06-27 13:05:00
1.8,0.04867012538472017,40,0.8,0.8,0.05036656690925866,0.026428239743704684,0.024275271252878646,0.017931878754244356,0.018601696553471717,0.028,0.014573484045367346,0.014446109422877688,0.04340341422732984,0.014218892891280335,0.01103051759060937,0.010982240554202159,0.009852150209719466,0.022,0.009265358271411152,0.012163975896295677,0.011180162419251382,0.012244149180793052,0.013257511782317174,0.015115255941896945,0.018585497736716177,2023-06-27 12:05:00
1.8,0.044412792192570445,40,0.8,0.8,0.1,0.052,0.046,0.034,0.036,0.028,0.028,0.026,0.086,0.026,0.02,0.02,0.018,0.022,0.016,0.018,0.016,0.016,0.016,0.016,0.016,2023-06-27 21:05:00
1.8,0.04437706844644992,40,0.8,0.8,0.1,0.052,0.046,0.034,0.036,0.028,0.028,0.026,0.086,0.026,0.02,0.02,0.018,0.022,0.016,0.018,0.016,0.016,0.016,0.016,0.016,2023-06-27 22:05:00
1.8,0.047841988971826614,40,0.8,0.8,0.1,0.02635687824178789,0.023724882361033175,0.017480831384087906,0.01824957008543042,0.028,0.014236638198454232,0.013495431906425295,0.04335052737030105,0.013374735823539064,0.010357823852090947,0.010331143814175258,0.009325060098152232,0.022,0.00851331287183397,0.010824871760642335,0.009318864773136187,0.011487711357056313,0.010427491368061138,0.011929150225318111,0.01299424723189802,2023-06-27 04:05:00
1.8,0.045554189105063904,40,0.8,0.8,0.1,0.052,0.025669873333994654,0.034,0.019798171910759638,0.028,0.014078218308894743,0.013330639348146918,0.086,0.014329366526494903,0.011048178865702788,0.011190581548631475,0.010406325080551481,0.022,0.010585699446308114,0.019560337000188967,0.014512530096887638,0.018794178296610748,0.01009002325290397,0.018318803578307608,0.016454728332531518,2023-06-27 03:05:00
1.8,0.044311888853613174,40,0.8,0.8,0.1,0.052,0.046,0.034,0.036,0.028,0.028,0.026,0.086,0.026,0.02,0.02,0.018,0.022,0.016,0.018,0.008062928222550073,0.016,0.016,0.008043313360503165,0.016,2023-06-27 17:05:00
1.8,0.046881693954004,40,0.8,0.8,0.1,0.02642389687252229,0.023595192803406835,0.01800135446632575,0.018286663355967705,0.028,0.014569743365090178,0.014556704471406369,0.086,0.014434248551890861,0.0111201068148771,0.011100155437702519,0.009975646428237128,0.022,0.009433459276799663,0.013320124842964258,0.01130299827786986,0.012795063140365874,0.012087620815256791,0.013755164408684059,0.015140214665682076,2023-06-27 07:05:00
1.8,0.049367834365951976,40,0.8,0.8,0.05043758033962418,0.026596933263847985,0.02415678828314837,0.018055240156539747,0.01835051059388258,0.028,0.014660677884184313,0.01467330445959745,0.044447749487762006,0.014758309373125528,0.01128498281791563,0.011396985504938914,0.01059614381110046,0.022,0.010382076044650008,0.013986153985398955,0.01233097379791441,0.01416864521694484,0.01176761291885908,0.015552870883013124,0.01626469037893108,2023-06-27 10:05:00
1.8,0.04793879392612636,40,0.8,0.8,0.1,0.02643479453626677,0.023732046187648067,0.017875661592633763,0.018302859054242244,0.028,0.0144671636672012,0.014130481659661479,0.04352747177484182,0.013958621399500493,0.010749576076095129,0.010745638838690091,0.009752432994792037,0.022,0.009174004462885884,0.011599600104387268,0.01052141087432046,0.011543205095000375,0.010927199681588427,0.012338878502767136,0.013253295449806227,2023-06-27 09:05:00
1.8,0.0457979896707035,40,0.8,0.8,0.1,0.026167112317559423,0.023574239568466018,0.017298942436181644,0.018229095190896702,0.028,0.014190083721954069,0.01347512799728861,0.0432943863552366,0.013464991310738014,0.010374912926888198,0.010404088247553598,0.009492581153049377,0.011502114462215178,0.008940399985972408,0.01033305637504433,0.0102977103272639,0.01087227975681905,0.010222932559676132,0.011716700267005439,0.014227027254429151,2023-06-27 16:05:00
1.8,0.04901962409481872,40,0.8,0.8,0.1,0.02665234797206152,0.023936048709122557,0.017938459099896838,0.018319488468274473,0.028,0.014540233697881167,0.014182096244452214,0.043290268519313245,0.014032947837691842,0.010928599361731064,0.010969496356583628,0.010199935464746518,0.022,0.01031544744125746,0.014774478130929742,0.013934324193082733,0.01613198029115755,0.014132721284850297,0.019656120825090075,0.02229111496259976,2023-06-27 06:05:00
1.8,0.05013813330086286,40,0.8,0.8,0.05039429331355,0.02693013010999987,0.02444066544906159,0.01834280194643334,0.018579047581004465,0.028,0.014762133206653939,0.014562576341566498,0.04341312745357423,0.01426136008249326,0.011233888973829584,0.011218471668409872,0.010468173916729865,0.022,0.010865479541887681,0.015057102369273071,0.015648440571411522,0.01822765948731,0.01921980943087981,0.023524538398527497,0.03079581262558589,2023-06-27 05:05:00
1.8,0.04653384859261398,40,0.8,0.8,0.1,0.02631140360293107,0.023925989180343773,0.0176490992745034,0.018420571613386155,0.028,0.014397352032825939,0.013990037420987905,0.04336111603599273,0.013790024894663867,0.01068005144808293,0.010687706416178916,0.009668394035216056,0.011285188672318178,0.009001285483420588,0.010900752761397342,0.010001923685896114,0.010702240344147983,0.009709160724340327,0.011211704125989775,0.012236579670405381,2023-06-27 14:05:00
1.8,0.044289086668155245,40,0.8,0.8,0.1,0.052,0.046,0.034,0.036,0.028,0.028,0.026,0.086,0.026,0.02,0.02,0.018,0.022,0.016,0.018,0.016,0.016,0.016,0.016,0.016,2023-06-27 19:05:00
1.8,0.04626633102910013,40,0.8,0.8,0.1,0.026282802667123854,0.023672227600542554,0.017528062795009295,0.01826165523618741,0.028,0.014333768650533102,0.013812731034110452,0.04347903581413491,0.013677454703236768,0.010593729273647899,0.010619618974233452,0.009679789031695099,0.011502114462215178,0.009118325295645616,0.010801758560171532,0.010261111472717561,0.010680305297003364,0.00924752875630139,0.011055624468521838,0.011670238006317503,2023-06-27 15:05:00
